from,to
ATM,SPTBN1
CASP3,SPTBN1
CDK1,SPTBN1
MAPK14,SPTBN1
TGFB1,SPTBN1
TGFB2,SPTBN1
TGFB3,SPTBN1
ABL1,SPTLC1
CDK1,SQSTM1
EGFR,SQSTM1
MAPK14,SQSTM1
MTOR,SQSTM1
CREBBP,SRA1
ACTN4,SRC
ATM,SRC
BSG,SRC
IL1B,SRC
ITGA9,SRC
VCAM1,SRC
ABL1,SRCIN1
AKT1,SREBF1
CASP3,SREBF1
CDK1,SREBF1
EP300,SREBF1
IGF1,SREBF1
MAPK1,SREBF1
MAPK14,SREBF1
MBTPS1,SREBF1
MAPK1,SREBF2
MBTPS1,SREBF2
AKT1,SREK1
ATM,SRF
EDN1,SRF
MAPK14,SRF
NFKB1,SRF
RPS6KA1,SRF
TGFB1,SRF
TNF,SRF
CASP3,SRP72
ATM,SRPK1
AKT1,SRPK2
CDK1,SRRM1
MAPK1,SRRM1
MAPK14,SRRM1
MTOR,SRRM1
CDK1,SRRT
AKT1,SRSF1
ATM,SRSF1
TEK,SRSF1
AKT1,SRSF10
AKT1,SRSF2
CDK1,SRSF2
E2F1,SRSF2
MAPK14,SRSF2
AKT1,SRSF3
CDK1,SRSF5
MAPK14,SRSF5
AKT1,SRSF7
MAPK14,SRSF7
CDK1,SRSF9
MAPK1,SRXN1
AKT1,SSB
MAPK1,SSBP3
CDK1,SSBP4
AKT1,SSH1
PKD1,SSH1
PKD2,SSH1
RHOA,SSH1
CDK1,SSR1
ATM,SSTR3
IFNG,STAR
LEP,STAR
ABL1,STAT1
ACVR1,STAT1
ALK,STAT1
ANO9,STAT1
AR,STAT1
BMX,STAT1
CALM1,STAT1
CALM2,STAT1
CALM3,STAT1
CAMK2A,STAT1
CAMK2B,STAT1
CDK8,STAT1
CDK9,STAT1
CISH,STAT1
CSF3,STAT1
CSNK2A1,STAT1
CSNK2A3,STAT1
CXCL12,STAT1
CXCR4,STAT1
CYLD,STAT1
DKK3,STAT1
DUOX1,STAT1
EBI3,STAT1
EGF,STAT1
EGFR,STAT1
EIF2A,STAT1
EPHB2,STAT1
ERBB2,STAT1
FGF1,STAT1
FGF10,STAT1
FGF11,STAT1
FGF12,STAT1
FGF13,STAT1
FGF14,STAT1
FGF16,STAT1
FGF17,STAT1
FGF18,STAT1
FGF19,STAT1
FGF2,STAT1
FGF20,STAT1
FGF21,STAT1
FGF22,STAT1
FGF23,STAT1
FGF3,STAT1
FGF4,STAT1
FGF5,STAT1
FGF6,STAT1
FGF7,STAT1
FGF8,STAT1
FGF9,STAT1
FGFR1,STAT1
FGFR2,STAT1
FGFR3,STAT1
FGFR4,STAT1
FLT1,STAT1
FYN,STAT1
GAB2,STAT1
GAS6,STAT1
GSK3B,STAT1
HLA-E,STAT1
IFNAR1,STAT1
IFNAR2,STAT1
IFNB1,STAT1
IFNG,STAT1
IFNGR1,STAT1
IFNGR2,STAT1
IFNL2,STAT1
IFNL3,STAT1
IGFBP3,STAT1
IKBKB,STAT1
IKBKE,STAT1
IL10RA,STAT1
IL11,STAT1
IL12B,STAT1
IL12RB1,STAT1
IL13,STAT1
IL2,STAT1
IL22,STAT1
IL22RA1,STAT1
IL23A,STAT1
IL23R,STAT1
IL27RA,STAT1
IL2RA,STAT1
IL2RB,STAT1
IL2RG,STAT1
IL6,STAT1
IL6ST,STAT1
IRF6,STAT1
JAK1,STAT1
JAK2,STAT1
JAK3,STAT1
KCNA3,STAT1
KDR,STAT1
LCK,STAT1
LIF,STAT1
LPL,STAT1
LYN,STAT1
MAPK11,STAT1
MAPK12,STAT1
MAPK13,STAT1
MAPK8,STAT1
MAPK9,STAT1
MPL,STAT1
MTOR,STAT1
MYDGF,STAT1
OSM,STAT1
PA2G4,STAT1
PARP9,STAT1
PDGFB,STAT1
PDGFD,STAT1
PDGFRA,STAT1
PDGFRB,STAT1
PIAS2,STAT1
PIAS3,STAT1
PIAS4,STAT1
PPP3R1,STAT1
PRKDC,STAT1
PTGIR,STAT1
PTPN11,STAT1
PTPN2,STAT1
PTPRG,STAT1
PTPRU,STAT1
RET,STAT1
RHOH,STAT1
RSAD2,STAT1
SDC2,STAT1
SERPINE1,STAT1
SGK1,STAT1
SRC,STAT1
STAT6,STAT1
SUMO1,STAT1
SYK,STAT1
TEK,STAT1
TGFBR1,STAT1
THPO,STAT1
TLR3,STAT1
TLR4,STAT1
TLR9,STAT1
TNFSF11,STAT1
TNK2,STAT1
TRIM28,STAT1
TYK2,STAT1
ABL1,STAT3
ADIPOQ,STAT3
AGPAT5,STAT3
ANXA1,STAT3
APEX1,STAT3
ATM,STAT3
ATR,STAT3
AURKA,STAT3
AXL,STAT3
BCR,STAT3
BDNF,STAT3
BLK,STAT3
BMX,STAT3
C1QTNF4,STAT3
CAMK2G,STAT3
CD28,STAT3
CDK1,STAT3
CDK2,STAT3
CDK5,STAT3
CEBPB,STAT3
CISH,STAT3
CLCF1,STAT3
CNTF,STAT3
CSF2,STAT3
CSF3,STAT3
CXCL12,STAT3
CXCR4,STAT3
CXXC1,STAT3
DAB2IP,STAT3
DAPK3,STAT3
DLL1,STAT3
DSCAM,STAT3
DSCAML1,STAT3
DUSP22,STAT3
DYRK1A,STAT3
DYRK1B,STAT3
DYRK2,STAT3
EBI3,STAT3
EGF,STAT3
EPHA3,STAT3
EPOR,STAT3
ERBB2,STAT3
ETV6,STAT3
FES,STAT3
FGF1,STAT3
FGF2,STAT3
FGFR3,STAT3
FGFR4,STAT3
FGR,STAT3
FLT1,STAT3
FLT3,STAT3
FTO,STAT3
FYN,STAT3
GAB2,STAT3
GADD45A,STAT3
GKN2,STAT3
GRB2,STAT3
GSK3A,STAT3
GSK3B,STAT3
HAT1,STAT3
HCRT,STAT3
HGS,STAT3
HIC1,STAT3
HIPK2,STAT3
IGF1,STAT3
IGF1R,STAT3
IL10,STAT3
IL10RA,STAT3
IL11,STAT3
IL12B,STAT3
IL12RB1,STAT3
IL12RB2,STAT3
IL13,STAT3
IL2,STAT3
IL20RB,STAT3
IL22,STAT3
IL22RA1,STAT3
IL23R,STAT3
IL25,STAT3
IL27,STAT3
IL27RA,STAT3
IL2RA,STAT3
IL2RB,STAT3
IL2RG,STAT3
IL4,STAT3
IL6R,STAT3
IL6ST,STAT3
IL9,STAT3
IRAK1,STAT3
JAK1,STAT3
JAK2,STAT3
JAK3,STAT3
KAT7,STAT3
KIF5B,STAT3
KIT,STAT3
KITLG,STAT3
LCK,STAT3
LEPR,STAT3
LGALS1,STAT3
LIF,STAT3
LRPPRC,STAT3
LYN,STAT3
MAP2K1,STAT3
MAP2K7,STAT3
MAP3K1,STAT3
MAP3K14,STAT3
MAP4K4,STAT3
MAPK14,STAT3
MAPK9,STAT3
MAPKAPK2,STAT3
MCAT,STAT3
MERTK,STAT3
MET,STAT3
MPL,STAT3
MTOR,STAT3
NANOG,STAT3
NANOGP8,STAT3
NEK6,STAT3
NF2,STAT3
NFKBIZ,STAT3
NGF,STAT3
NOP2,STAT3
NTF3,STAT3
NTF4,STAT3
NTRK1,STAT3
NTRK2,STAT3
NTRK3,STAT3
OSM,STAT3
PCDH8,STAT3
PDGFA,STAT3
PDGFB,STAT3
PDGFD,STAT3
PDGFRA,STAT3
PDGFRB,STAT3
PDIA3,STAT3
PELP1,STAT3
PHYHIP,STAT3
PIAS1,STAT3
PIAS2,STAT3
PIAS4,STAT3
PIK3CA,STAT3
PIK3R1,STAT3
PKM,STAT3
PPP1CA,STAT3
PRKAA1,STAT3
PTGIR,STAT3
PTGS2,STAT3
PTK2B,STAT3
PTK6,STAT3
PTPN1,STAT3
PTPN6,STAT3
PTPRD,STAT3
PTPRG,STAT3
PTPRR,STAT3
PTPRT,STAT3
PXN,STAT3
RAC1,STAT3
RACGAP1,STAT3
RACK1,STAT3
RASA1,STAT3
RET,STAT3
RPS6KA3,STAT3
SH3PXD2A,STAT3
SLURP1,STAT3
SNCG,STAT3
SRI,STAT3
TBK1,STAT3
TGFB1,STAT3
THPO,STAT3
TKT,STAT3
TNFSF12,STAT3
TNFSF14,STAT3
TNFSF18,STAT3
TNK2,STAT3
TRIM28,STAT3
TYK2,STAT3
WFDC1,STAT3
YES1,STAT3
IL12B,STAT4
IL27,STAT4
ABL1,STAT5A
ANGPT2,STAT5A
CXCR4,STAT5A
EGFR,STAT5A
IFNG,STAT5A
IL12B,STAT5A
IL2,STAT5A
IL27,STAT5A
IL3RA,STAT5A
LEP,STAT5A
PTEN,STAT5A
PTPN11,STAT5A
SIRT1,STAT5A
TEK,STAT5A
ABL1,STAT5B
CXCR4,STAT5B
EGFR,STAT5B
FGF2,STAT5B
FGF23,STAT5B
IL2,STAT5B
IL3RA,STAT5B
PTPN11,STAT5B
TEK,STAT5B
IL12B,STAT6
IL15,STAT6
IL2,STAT6
HIF1A,STC1
CDK1,STIM1
ESR1,STIM1
MAPK1,STIM1
CDK1,STIP1
RPS6KA1,STIP1
MAPK1,STK10
MAPK14,STK10
ATM,STK11
FGF2,STK11
IGF1,STK11
IL1B,STK11
IL6,STK11
MAPK1,STK11
RHOA,STK11
RPS6KA1,STK11
SIRT1,STK11
TNF,STK11
AKT1,STK3
CDK1,STK3
MST1,STK38
TNF,STK39
WNK1,STK39
AKT1,STK4
MST1,STK4
CDK1,STMN1
MAPK1,STMN1
MAPK14,STMN1
CDK1,STMN2
MAPK1,STMN2
MAPK14,STMN2
MAPK1,STMN3
ATM,STRAP
TGFB1,STRAP
TGFB2,STRAP
TGFB3,STRAP
EIF2AK2,STRBP
CTTNBP2NL,STRN
CDK1,STUB1
MAPK14,STUB1
RPS6KA1,STUB1
ABL1,STX17
MTOR,STX17
DAPK1,STX1A
DAPK1,STX3
MAPK14,STX7
ATM,STXBP1
MAPK14,STXBP1
TGFB1,SUCLA2
WNK1,SUFU
E2F1,SULT2A1
HIPK3,SUMO1
IRAK1,SUMO1
PTK2,SUMO1
CDK1,SUN1
LMNA,SUN2
MAPK1,SUPV3L1
CDK1,SUV39H1
SIRT1,SUV39H1
ABL1,SYK
EGFR,SYK
TLR9,SYK
AKT1,SYN1
ATM,SYN1
CDK1,SYN1
MAPK1,SYN1
PLAT,SYN1
CDK1,SYN3
KDR,SYNGAP1
ABL1,SYNJ2
AKT1,SYTL1
BMP2,TAB1
BMPR2,TAB1
IL1R1,TAB1
IRAK1,TAB1
TGFB1,TAB1
TGFB2,TAB1
TGFB3,TAB1
TRAF6,TAB1
XIAP,TAB1
BMP2,TAB2
BMPR2,TAB2
IRAK1,TAB2
MAPK14,TAB2
TGFB1,TAB2
TGFB2,TAB2
TGFB3,TAB2
XIAP,TAB2
TRAF6,TAB3
ATM,TADA3
ARID1A,TAF1
SETD7,TAF10
ARID1A,TAF1L
CDK1,TAF2
MAPK14,TAF2
CDK1,TAF3
MAPK14,TAF3
MAPK1,TAF6
MAPK14,TAF6
AGT,TAGLN
MAPK1,TAGLN2
AKT1,TAL1
LMO2,TAL1
MAPK1,TANC1
ATM,TAOK1
ATM,TAOK2
MAPK14,TAOK2
ATM,TAOK3
IFNG,TAP1
TNF,TAP1
AKT1,TARBP2
AKT1,TBC1D1
IGF1,TBC1D1
MAPK1,TBC1D23
IGF1,TBC1D4
RPS6KA1,TBC1D4
AKT1,TBC1D7
TLR4,TBK1
TNF,TBK1
E2F1,TBP
ABL1,TBX21
IL12B,TBX21
STAT1,TBX21
TGFB1,TBX21
EP300,TBXAS1
MAPK14,TCEA1
CDK1,TCF20
LRP6,TCF3
MAPK1,TCF3
MAPK14,TCF3
NOTCH1,TCF3
FOXO1,TCF4
LRP6,TCF4
CREBBP,TCF7
EDN1,TCF7
SMAD4,TCF7
SMAD4,TCF7L1
SMAD4,TCF7L2
CDK1,TCOF1
MAPK14,TCOF1
IGF1R,TDO2
ATM,TDP1
ACVR1B,TDP2
PARK7,TDP2
AKT1,TEAD1
YAP1,TEAD1
YAP1,TEAD2
YAP1,TEAD3
YAP1,TEAD4
IGF1R,TEC
CSF1R,TEK
EGFR,TEK
ELF1,TEK
FN1,TEK
LCK,TEK
LYN,TEK
MAT1A,TEK
PROC,TEK
TEC,TEK
TM7SF2,TEK
AKT1,TENT2
PTEN,TEP1
AKT1,TERF1
ATM,TERF1
CDK1,TERF1
PTK2,TERF1
MAPK1,TERF2
MAPK14,TERF2
MAPK14,TERF2IP
RPS6KA1,TERF2IP
ABL1,TERT
AKT1,TERT
ARNT,TERT
BCL2,TERT
CASP3,TERT
CDK1,TERT
CREBBP,TERT
DKC1,TERT
E2F1,TERT
EGFR,TERT
EP300,TERT
ESR1,TERT
HDAC2,TERT
HIF1A,TERT
IFNG,TERT
IL2,TERT
MAPK1,TERT
MEN1,TERT
MTOR,TERT
PTPN11,TERT
TGFB1,TERT
FGFR3,TET2
JAK2,TET2
PRKAA1,TET2
EIF2AK2,TEX10
CDK1,TEX14
MAPK1,TFAM
CREBBP,TFAP2A
EDN1,TFAP2A
MAPK14,TFAP2A
TNF,TFAP2A
CCNE2,TFCP2
CDK2,TFCP2
MAPK1,TFCP2
MAPK3,TFCP2
PPP2CA,TFCP2
CDK1,TFCP2L1
ATM,TFDP1
SMAD4,TFDP1
ATM,TFDP2
MAPK1,TFEB
MTOR,TFEB
ARNT,TFF3
HIF1A,TFF3
NFKB1,TFF3
CDK1,TFPT
ARNT,TFRC
HIF1A,TFRC
IFNG,TFRC
IL10,TFRC
PTK2,TGFB1I1
CCN2,TGFBR2
GDF15,TGFBR2
CCN2,TGFBR3
ACVR1B,TGFBRAP1
MAPK1,TGIF1
PLAT,TGM1
MAPK1,TGS1
CDK1,TH
EDN1,TH
EPHX1,TH
IGF1,TH
IL1B,TH
MAPK14,TH
UTS2,TH
CRP,THBD
CTSG,THBD
ELANE,THBD
FOSL1,THBD
JUN,THBD
KLF2,THBD
MAPK14,THOC1
MAPK14,THOC2
ATM,THOC5
AKT1,THRA
NR0B2,THRA
ATM,THRAP3
MAPK14,THRAP3
MAPK1,THRB
NR0B2,THRB
ITGB2,THY1
MAPK14,TIAL1
CDK1,TIAM1
STAT3,TICAM1
TLR4,TICAM1
TLR9,TICAM1
TLR4,TICAM2
TLR9,TICAM2
ANGPT2,TIE1
ANGPTL4,TIE1
AKT1,TIFA
IRAK1,TIFA
ACE2,TIGIT
LCK,TIGIT
NECTIN3,TIGIT
NECTIN4,TIGIT
RECK,TIGIT
SIRPA,TIGIT
SIRPB1,TIGIT
SIRPG,TIGIT
ATM,TIPARP
TLR4,TIRAP
TLR9,TIRAP
IFNG,TJP1
MAPK14,TJP1
AKT1,TJP2
MAPK14,TJP2
CDK1,TK1
E2F1,TK1
AKT1,TKT
CDK1,TLE1
LRP6,TLE1
CDK1,TLE3
MAPK14,TLE3
RPS6KA1,TLE3
LRP6,TLE5
DAPK1,TLN1
EGFR,TLN1
MAPK14,TLN2
BGN,TLR1
ANXA2,TLR2
BGN,TLR2
DCN,TLR2
TGFB1,TLR2
EGFR,TLR3
ANGPTL2,TLR4
APOB,TLR4
BGN,TLR4
BTK,TLR4
CCN1,TLR4
CD14,TLR4
CD36,TLR4
DCN,TLR4
FGA,TLR4
FGB,TLR4
FGG,TLR4
HP,TLR4
HPR,TLR4
HSPA1A,TLR4
HSPA4,TLR4
IL21,TLR4
PRG4,TLR4
PRKD1,TLR4
RETN,TLR4
RPS27A,TLR4
S100A1,TLR4
SFTPD,TLR4
TLR1,TLR4
TLR2,TLR4
UBB,TLR4
UBC,TLR4
VIP,TLR4
TLR8,TLR7
TLR9,TLR7
CD14,TLR9
EEA1,TLR9
HSP90B1,TLR9
MMP9,TLR9
SMAD4,TLX2
ABCG1,TMEM132D
CDK1,TMEM245
CDK1,TMPO
AR,TMPRSS2
KDM3A,TMPRSS2
POU2F1,TMPRSS2
COL1A1,TMPRSS6
TNF,TNFAIP6
FGF2,TNFRSF11B
GPC3,TNFRSF11B
GPC4,TNFRSF11B
MAPK1,TNFRSF11B
PPARG,TNFRSF11B
TGFB1,TNFRSF11B
TNF,TNFRSF11B
IFNG,TNFRSF14
MIF,TNFRSF14
TNF,TNFRSF14
IL1B,TNFRSF17
IL2,TNFRSF18
CD9,TNFRSF1A
CYLD,TNFRSF1A
FASLG,TNFRSF1A
GRN,TNFRSF1A
IL2,TNFRSF1A
JAK1,TNFRSF1A
JAK2,TNFRSF1A
KRT14,TNFRSF1A
LTA,TNFRSF1A
LTB,TNFRSF1A
PRKACA,TNFRSF1A
PRKDC,TNFRSF1A
PTK2,TNFRSF1A
RFFL,TNFRSF1A
S100B,TNFRSF1A
TNFSF12,TNFRSF1A
TNFSF13,TNFRSF1A
TNFSF14,TNFRSF1A
ADAM17,TNFRSF1B
CDK1,TNFRSF1B
GRN,TNFRSF1B
MAPK8,TNFRSF1B
MYLK2,TNFRSF1B
OMG,TNFRSF1B
PRKDC,TNFRSF1B
SMURF2,TNFRSF1B
TNFSF14,TNFRSF1B
TNF,TNFRSF21
IL2,TNFRSF4
IL2,TNFRSF9
TNF,TNIK
TNFRSF1A,TNIK
TEK,TNIP2
MAPK1,TNKS1BP1
VCAM1,TNPO1
PTK2,TNS1
EGFR,TNS4
MAPK1,TOB1
RPS6KA1,TOB2
IL1RAP,TOLLIP
ABL1,TOP1
CASP3,TOP1
CDK1,TOP1
CDK1,TOP2A
MAPK1,TOP2A
ATM,TOP2B
CDK1,TOP2B
AKT1,TOPBP1
ATM,TOPBP1
BMPR2,TOPBP1
EGR1,TOPBP1
PTEN,TOPBP1
ABL1,TP53BP1
AKT1,TP53BP1
CDK1,TP53BP1
MAPK14,TP53BP1
TFPI2,TP53BP1
E2F1,TP53INP1
ABL1,TP73
CDK1,TP73
E2F1,TP73
MAPK14,TP73
REN,TP73
SIRT1,TP73
DAPK1,TPM1
FGF2,TPM1
IFNG,TPO
CDK1,TPP1
MAPK1,TPPP
ATM,TPR
CDK1,TPR
MAPK1,TPR
SERPINE1,TPT1
MAPK14,TPTEP2-CSNK1E
CDK1,TPX2
MAPK1,TPX2
MAPK14,TPX2
AKT1,TRA2B
CDK1,TRA2B
MAPK14,TRA2B
IL1R1,TRADD
IL1RAP,TRADD
S100B,TRADD
S100B,TRAF1
AKT1,TRAF2
MMP12,TRAF2
MTOR,TRAF2
S100B,TRAF2
STAT1,TRAF2
TNF,TRAF2
IRAK1,TRAF4
NFKB1,TRAF4
NFKB1,TRAF5
ADAM17,TRAF6
APH1A,TRAF6
APH1B,TRAF6
ATM,TRAF6
EIF2AK2,TRAF6
GSK3B,TRAF6
HSPB1,TRAF6
IL1A,TRAF6
IL1R1,TRAF6
IL1RAP,TRAF6
IRAK3,TRAF6
MYD88,TRAF6
NCSTN,TRAF6
NFKB2,TRAF6
NLRX1,TRAF6
NOTCH2,TRAF6
NUMBL,TRAF6
PSEN1,TRAF6
PSENEN,TRAF6
RPS6KA3,TRAF6
SDCBP,TRAF6
SOCS3,TRAF6
STK26,TRAF6
SUMO1,TRAF6
TGFB1,TRAF6
TGFBR1,TRAF6
TGFBR2,TRAF6
TIRAP,TRAF6
TLR2,TRAF6
TLR6,TRAF6
TLR7,TRAF6
TLR9,TRAF6
TOLLIP,TRAF6
TRIM23,TRAF6
UBA7,TRAF6
FAS,TRAP1
MAPK1,TRAP1
CIRBP,TREM1
LAT2,TREM1
PGLYRP1,TREM1
TLR1,TREM1
APOE,TREM2
FLT1,TREM2
CDK1,TRERF1
MAPK14,TRERF1
ATM,TREX1
CDK1,TREX1
ATM,TRIM24
MAPK14,TRIM24
RPS6KA1,TRIM24
ESR1,TRIM25
EIF2AK2,TRIM28
HIF3A,TRIM28
HMOX1,TRIM28
IL2,TRIM28
MTOR,TRIM28
ATM,TRIM29
CDK1,TRIM32
PPP1R12A,TRIM32
ABL1,TRIM33
EPHA3,TRIM36
NPR2,TRIM36
IGF1R,TRIM39
FOXO1,TRIM63
MAPK14,TRIM9
NTN1,TRIO
ABL1,TRIP10
AKT1,TRIP10
EGFR,TRIP4
PTK2,TRIP6
CAV1,TRPC1
PKD2,TRPC3
EGFR,TRPC4
MYLK,TRPC5
NPHS1,TRPC6
PKD2,TRPC7
TNF,TRPM2
CNR1,TRPV1
MAPK14,TRPV1
TNF,TRPV1
EGFR,TRPV3
RGS2,TRPV6
AKT1,TSC1
CDK1,TSC1
MAPK1,TSC1
MAPK14,TSC1
RPS6KA1,TSC1
AGT,TSC2
AKT1,TSC2
DAPK1,TSC2
IGF1,TSC2
MAPK1,TSC2
MAPK14,TSC2
PPARG,TSC2
PTEN,TSC2
PTPN11,TSC2
RPS6KA1,TSC2
PPARG,TSC22D1
TGFB1,TSC22D1
AKT1,TSC22D3
MAPK1,TSC22D3
ADM,TSHR
ADM2,TSHR
IL6,TSHR
ESR1,TSKU
AKT1,TSN
CDK1,TSSC4
PTK2,TTC39A
ATM,TTC5
CDK1,TTK
MAPK1,TTK
AFM,TTN
MAPK1,TTN
NEDD4L,TTYH2
ESR1,TUBA1A
ESR1,TUBA1C
ESR1,TUBA4A
ESR1,TUBA8
BMPR2,TUBB
BMPR2,TUBB3
CDK1,TUBB3
PFN1,TUBB3
BMPR2,TUBB4A
AKT1,TWIST1
ARNT,TWIST1
CSNK2A1,TWIST1
CSNK2A3,TWIST1
CTDSP1,TWIST1
EPAS1,TWIST1
IKBKB,TWIST1
IL6,TWIST1
MAPK1,TWIST1
MAPK11,TWIST1
MAPK14,TWIST1
MAPK3,TWIST1
MAPK8,TWIST1
PRKCA,TWIST1
PRKCD,TWIST1
STAT3,TWIST1
IGF1R,TXK
PIK3CD,TXK
MAPK1,TXNIP
MAPK14,TXNIP
TGFB1,TXNIP
IFNG,TYMS
VEGFA,TYRO3
CDK1,U2AF2
CDK1,UBA1
MAPK14,UBA1
CDK1,UBAP2L
MAPK1,UBAP2L
RXRA,UBC
CDK1,UBE2A
MAPK1,UBE2A
MAPK14,UBE2A
CDK1,UBE2C
HSPB1,UBE2C
AKT1,UBE2D1
CDK1,UBE2D1
HSPB1,UBE2D1
CDK1,UBE2E1
HSPB1,UBE2E1
CDK1,UBE2I
MET,UBE2L3
HSPB1,UBE2N
AKT1,UBE2S
ABL1,UBE3A
AKT1,UBN1
MAPK14,UBQLN2
ATM,UBQLN4
CDK1,UBR1
MTOR,UBR4
ATM,UBR5
RPS6KA1,UBR5
MAPK1,UBTF
MAPK14,UBTF
CDK1,UBXN2B
ATM,UCHL3
PPARG,UCP1
RXRA,UCP1
RPS6KA1,UFL1
IL2,UGCG
PTPN11,UGCG
CDK1,UGDH
NFE2L2,UGT1A6
ACVR1B,UHMK1
BMPR2,UHMK1
CDK1,UHRF1
E2F1,UHRF1BP1
ATM,UIMC1
CDK1,UIMC1
AGT,ULK1
E2F1,ULK1
IL15,ULK1
MTOR,ULK1
TNF,ULK1
MTOR,ULK2
MTOR,ULK3
CDK1,UNC13B
MAPK14,UNC13B
NTN1,UNC5A
NTN1,UNC5B
DAPK1,UNC5C
GPC3,UNC5C
NTN1,UNC5C
GPC3,UNC5D
NTN1,UNC5D
CDK1,UNG
MAPK1,UNG
MAPK14,UNG
ATM,UPF1
MOV10,UPF1
MAPK14,USF1
CDK1,USP1
ATM,USP10
ATM,USP13
AKT1,USP14
CDK1,USP14
ATM,USP15
CDK1,USP16
CDK1,USP19
MAPK14,USP19
CDK1,USP20
MAPK14,USP21
CDK1,USP22
CDK1,USP24
EGFR,USP24
ATM,USP28
ATM,USP34
AKT1,USP4
CDK2,USP5
EGFR,USP6NL
AKT1,USP8
AKT2,USP8
AKT3,USP8
RPS6KA3,USP8
CDK1,USP9X
EGFR,USP9X
AKT1,UTP18
UTS2,UTS2R
MTOR,UVRAG
AKT1,UXS1
NFE2L2,VAMP1
TGFB1,VASN
ABL1,VASP
ADORA2B,VASP
F2,VASP
IL6,VASP
MST1,VASP
NTN1,VASP
PKD1,VASP
PKD2,VASP
RPS6KA1,VASP
ABL1,VAV1
FN1,VAV1
HLA-A,VAV1
IDO1,VAV1
IL6,VAV1
ITGB2,VAV1
MET,VAV1
ABL1,VAV2
IGF1R,VAV2
ITGB2,VAV2
MAPK1,VAV2
IGF1R,VAV3
ITGB2,VAV3
MAPK1,VAV3
ALB,VCAM1
CD40LG,VCAM1
CRP,VCAM1
FGA,VCAM1
FGB,VCAM1
FGG,VCAM1
FOSB,VCAM1
HERPUD1,VCAM1
HERPUD2,VCAM1
HSD11B1,VCAM1
ICAM1,VCAM1
IFNG,VCAM1
IL15,VCAM1
IL18,VCAM1
INS,VCAM1
IRF6,VCAM1
LBP,VCAM1
MAPK3,VCAM1
P2RY2,VCAM1
PPARG,VCAM1
PRKCA,VCAM1
PRKCB,VCAM1
PRKCD,VCAM1
PRKCE,VCAM1
PRKCG,VCAM1
PRKCH,VCAM1
PRKCQ,VCAM1
PRKCZ,VCAM1
TNF,VCAM1
TNFSF12,VCAM1
TRPC3,VCAM1
VEGFA,VCAM1
VTN,VCAM1
ABL1,VCL
PTK2,VCL
AKT1,VCP
ATM,VCP
IGF1R,VCP
CDK1,VCPIP1
BAX,VDAC1
MAPK14,VDAC1
AKT1,VDAC2
ACVR1,VDR
CDKN2A,VDR
CSNK2A1,VDR
CSNK2A2,VDR
CSNK2A3,VDR
DKK4,VDR
EP300,VDR
FGR,VDR
LCK,VDR
MN1,VDR
NR1I2,VDR
PRKACA,VDR
PRKCA,VDR
PRKCB,VDR
PRKX,VDR
TGFB1,VDR
CDK1,VGLL4
WNK1,VHL
WNK1,VHLL
AKT1,VIM
ATM,VIM
CASP3,VIM
CASP8,VIM
CASP9,VIM
CDK1,VIM
MBTPS1,VIM
RHOA,VIM
TGFB1,VIM
ZEB2,VIM
ADM,VIPR1
ADM2,VIPR1
IFNG,VLDLR
PCSK9,VLDLR
TFPI,VLDLR
CASP8,VPS4B
PTEN,VPS51
ATM,VPS72
GPC3,VSIG10L
LVRN,VSIG8
TREM1,VSIG8
TNF,VSIR
TREM1,VSTM2B
CDK1,WAC
IFNG,WARS1
ABL1,WAS
PTK2,WAS
ABL1,WASF1
E2F1,WASF1
EGFR,WASF1
ABL1,WASF2
MAPK1,WASF2
ABL1,WASF3
ABL1,WASL
PTK2,WASL
TNF,WASL
ATM,WDHD1
AKT1,WDR45B
PASK,WDR5
MAPK14,WEE1
MAPK1,WIZ
AKT1,WNK1
AKT3,WNK1
IGF1,WNK1
INS,WNK1
MTOR,WNK1
PAK4,WNK1
PDK1,WNK1
PRKCB,WNK1
RPS6KA5,WNK1
SGK1,WNK1
SLC39A7,WNK1
SPARC,WNK1
WNK2,WNK1
WNK3,WNK1
ATM,WRAP53
ABL1,WRN
ATM,WRN
CDK1,WRN
CREBBP,WRN
SIRT1,WRN
CDK1,WRNIP1
PAX8,WT1
STAT1,WT1
TET2,WT1
TGFB1,WT1
CDK2,WTAP
GSK3B,WTAP
MAPK1,WTAP
MAPK10,WTAP
MAPK3,WTAP
ATM,WWC1
CDK1,WWC1
MAPK1,WWC1
RPS6KA1,WWC1
TGFB1,WWOX
CDK1,WWTR1
TNF,WWTR1
EP300,XBP1
ESR1,XBP1
FOXA1,XBP1
MAPK1,XBP1
MAPK14,XBP1
SIRT1,XBP1
YBX1,XBP1
CCL2,XCR1
CCL20,XCR1
CX3CL1,XCR1
CXCL16,XCR1
ACVR1B,XIAP
ACVRL1,XIAP
AKT3,XIAP
CCNB1,XIAP
CDK1,XIAP
EIF4G2,XIAP
ELK1,XIAP
GSK3B,XIAP
HGF,XIAP
IKBKE,XIAP
ITGA1,XIAP
NFKB1,XIAP
NFKB2,XIAP
PDK1,XIAP
PRKCE,XIAP
RAF1,XIAP
RELA,XIAP
SEPTIN4,XIAP
STRADB,XIAP
TGFBR1,XIAP
XAF1,XIAP
AKT1,XPA
ATM,XPA
MAPK14,XPA
SIRT1,XPA
ATR,XPC
CSNK2A1,XPC
CSNK2A2,XPC
