L1,L2,L3,R1,R2,R3,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
Npy,,,Cxcr6,,,5560,DEVCOMLR:10090:045E62822448,mouse_development_LR005091,NPY,CXCR6,NPY>>CXCR6,simple,1,1,NPY>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl10,,,Cxcr6,,,5561,DEVCOMLR:10090:50955CD6F0D3,mouse_development_LR005092,CXCL10,CXCR6,CXCL10>>CXCR6,simple,1,1,CXCL10>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Anxa1,,,Cxcr6,,,5562,DEVCOMLR:10090:CF6A2A915AC7,mouse_development_LR005093,ANXA1,CXCR6,ANXA1>>CXCR6,simple,1,1,ANXA1>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
App,,,Cxcr6,,,5563,DEVCOMLR:10090:61CC3AEFC146,mouse_development_LR005094,APP,CXCR6,APP>>CXCR6,simple,1,1,APP>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Cxcr6,,,5564,DEVCOMLR:10090:A1F6CD0AC5B2,mouse_development_LR005095,SAA1,CXCR6,SAA1>>CXCR6,simple,1,1,SAA1>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Cxcr6,,,5565,DEVCOMLR:10090:4536B700A8AD,mouse_development_LR005096,SAA2,CXCR6,SAA2>>CXCR6,simple,1,1,SAA2>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ccl5,,,Cxcr6,,,5566,DEVCOMLR:10090:D439737B2116,mouse_development_LR005097,CCL5,CXCR6,CCL5>>CXCR6,simple,1,1,CCL5>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl1,,,Cxcr6,,,5567,DEVCOMLR:10090:689805CC786E,mouse_development_LR005098,CXCL1,CXCR6,CXCL1>>CXCR6,simple,1,1,CXCL1>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl2,,,Cxcr6,,,5568,DEVCOMLR:10090:0E0AA1B6D466,mouse_development_LR005099,CXCL2,CXCR6,CXCL2>>CXCR6,simple,1,1,CXCL2>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Gal,,,Cxcr6,,,5569,DEVCOMLR:10090:3B8E11FE65F9,mouse_development_LR005100,GAL,CXCR6,GAL>>CXCR6,simple,1,1,GAL>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl12,,,Cxcr6,,,5570,DEVCOMLR:10090:2EC11316A911,mouse_development_LR005101,CXCL12,CXCR6,CXCL12>>CXCR6,simple,1,1,CXCL12>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Sst,,,Cxcr6,,,5571,DEVCOMLR:10090:3E541BB907B4,mouse_development_LR005102,SST,CXCR6,SST>>CXCR6,simple,1,1,SST>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ccl20,,,Cxcr6,,,5572,DEVCOMLR:10090:B8DC888FB5C7,mouse_development_LR005103,CCL20,CXCR6,CCL20>>CXCR6,simple,1,1,CCL20>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pnoc,,,Cxcr6,,,5573,DEVCOMLR:10090:6A38DA48B01D,mouse_development_LR005104,PNOC,CXCR6,PNOC>>CXCR6,simple,1,1,PNOC>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nms,,,Cxcr6,,,5574,DEVCOMLR:10090:4A8400E9AE97,mouse_development_LR005105,NMS,CXCR6,NMS>>CXCR6,simple,1,1,NMS>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Npb,,,Cxcr6,,,5575,DEVCOMLR:10090:CE8321490673,mouse_development_LR005106,NPB,CXCR6,NPB>>CXCR6,simple,1,1,NPB>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Apln,,,Cxcr6,,,5576,DEVCOMLR:10090:1566450755C9,mouse_development_LR005107,APLN,CXCR6,APLN>>CXCR6,simple,1,1,APLN>>CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
App,,,Ackr2,,,5577,DEVCOMLR:10090:30CE8281191C,mouse_development_LR005108,APP,ACKR2,APP>>ACKR2,simple,1,1,APP>>ACKR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Sost,,,Nrp1,,,5578,DEVCOMLR:10090:4D8A28BE1F3B,mouse_development_LR005109,SOST,NRP1,SOST>>NRP1,simple,1,1,SOST>>NRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
H2-T23,,,Plxnb2,,,5579,DEVCOMLR:10090:8AFA98494E6D,mouse_development_LR005110,H2-T23,PLXNB2,H2-T23>>PLXNB2,simple,1,1,H2-T23>>PLXNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
C920025E04Rik,,,Plxnb2,,,5580,DEVCOMLR:10090:BEBC05267D15,mouse_development_LR005111,C920025E04RIK,PLXNB2,C920025E04RIK>>PLXNB2,simple,1,1,C920025E04RIK>>PLXNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Efna2,,,Ephb6,,,5581,DEVCOMLR:10090:36CB86F749A9,mouse_development_LR005112,EFNA2,EPHB6,EFNA2>>EPHB6,simple,1,1,EFNA2>>EPHB6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Efna1,,,Ephb6,,,5582,DEVCOMLR:10090:A0A1B88BE609,mouse_development_LR005113,EFNA1,EPHB6,EFNA1>>EPHB6,simple,1,1,EFNA1>>EPHB6,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,MGI_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,single_source,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Efna3,,,Ephb6,,,5583,DEVCOMLR:10090:2576FA1E0759,mouse_development_LR005114,EFNA3,EPHB6,EFNA3>>EPHB6,simple,1,1,EFNA3>>EPHB6,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,MGI_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,single_source,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Efna4,,,Ephb6,,,5584,DEVCOMLR:10090:DAB9653BB5F5,mouse_development_LR005115,EFNA4,EPHB6,EFNA4>>EPHB6,simple,1,1,EFNA4>>EPHB6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Direct,22568954,22568954,22568954,1,1,Direct,0,,MGI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;direct_experimental_support,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,Direct,Direct,0,,0
Efna5,,,Ephb6,,,5585,DEVCOMLR:10090:ACB5FBE0C624,mouse_development_LR005116,EFNA5,EPHB6,EFNA5>>EPHB6,simple,1,1,EFNA5>>EPHB6,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,MGI_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,single_source,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl13,,,Galr2,,,5586,DEVCOMLR:10090:E5671B15EC1C,mouse_development_LR005117,CXCL13,GALR2,CXCL13>>GALR2,simple,1,1,CXCL13>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Agt,,,Galr2,,,5587,DEVCOMLR:10090:1D569318350B,mouse_development_LR005118,AGT,GALR2,AGT>>GALR2,simple,1,1,AGT>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
C3,,,Galr2,,,5588,DEVCOMLR:10090:25C4F7EB113F,mouse_development_LR005119,C3,GALR2,C3>>GALR2,simple,1,1,C3>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Hc,,,Galr2,,,5589,DEVCOMLR:10090:44954B66ABCE,mouse_development_LR005120,HC,GALR2,HC>>GALR2,simple,1,1,HC>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Kng1,,,Galr2,,,5590,DEVCOMLR:10090:8FD7ADB46D57,mouse_development_LR005121,KNG1,GALR2,KNG1>>GALR2,simple,1,1,KNG1>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Kng2,,,Galr2,,,5591,DEVCOMLR:10090:A37822415718,mouse_development_LR005122,KNG2,GALR2,KNG2>>GALR2,simple,1,1,KNG2>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pomc,,,Galr2,,,5592,DEVCOMLR:10090:FAD6245AAA25,mouse_development_LR005123,POMC,GALR2,POMC>>GALR2,simple,1,1,POMC>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Penk,,,Galr2,,,5593,DEVCOMLR:10090:89DD5DA2FBE7,mouse_development_LR005124,PENK,GALR2,PENK>>GALR2,simple,1,1,PENK>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pdyn,,,Galr2,,,5594,DEVCOMLR:10090:609A4EDE1848,mouse_development_LR005125,PDYN,GALR2,PDYN>>GALR2,simple,1,1,PDYN>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ppy,,,Galr2,,,5595,DEVCOMLR:10090:D0677B895569,mouse_development_LR005126,PPY,GALR2,PPY>>GALR2,simple,1,1,PPY>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Npy,,,Galr2,,,5596,DEVCOMLR:10090:EF3459966734,mouse_development_LR005127,NPY,GALR2,NPY>>GALR2,simple,1,1,NPY>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pf4,,,Galr2,,,5597,DEVCOMLR:10090:03657BF23C0C,mouse_development_LR005128,PF4,GALR2,PF4>>GALR2,simple,1,1,PF4>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl10,,,Galr2,,,5598,DEVCOMLR:10090:2819CB67D15A,mouse_development_LR005129,CXCL10,GALR2,CXCL10>>GALR2,simple,1,1,CXCL10>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Anxa1,,,Galr2,,,5599,DEVCOMLR:10090:678F5A09636B,mouse_development_LR005130,ANXA1,GALR2,ANXA1>>GALR2,simple,1,1,ANXA1>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
App,,,Galr2,,,5600,DEVCOMLR:10090:1B56B13653D5,mouse_development_LR005131,APP,GALR2,APP>>GALR2,simple,1,1,APP>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Galr2,,,5601,DEVCOMLR:10090:067C9F9D6EDD,mouse_development_LR005132,SAA1,GALR2,SAA1>>GALR2,simple,1,1,SAA1>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Galr2,,,5602,DEVCOMLR:10090:9656A75586C5,mouse_development_LR005133,SAA2,GALR2,SAA2>>GALR2,simple,1,1,SAA2>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pyy,,,Galr2,,,5603,DEVCOMLR:10090:D901CD45DCDA,mouse_development_LR005134,PYY,GALR2,PYY>>GALR2,simple,1,1,PYY>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ccl5,,,Galr2,,,5604,DEVCOMLR:10090:706C3A40A194,mouse_development_LR005135,CCL5,GALR2,CCL5>>GALR2,simple,1,1,CCL5>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl1,,,Galr2,,,5605,DEVCOMLR:10090:110DE6946130,mouse_development_LR005136,CXCL1,GALR2,CXCL1>>GALR2,simple,1,1,CXCL1>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl2,,,Galr2,,,5606,DEVCOMLR:10090:A31FED8D60B5,mouse_development_LR005137,CXCL2,GALR2,CXCL2>>GALR2,simple,1,1,CXCL2>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pmch,,,Galr2,,,5607,DEVCOMLR:10090:4BF3A9852E05,mouse_development_LR005138,PMCH,GALR2,PMCH>>GALR2,simple,1,1,PMCH>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl12,,,Galr2,,,5608,DEVCOMLR:10090:F5A210E850A0,mouse_development_LR005139,CXCL12,GALR2,CXCL12>>GALR2,simple,1,1,CXCL12>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nmu,,,Galr2,,,5609,DEVCOMLR:10090:8350484A45DB,mouse_development_LR005140,NMU,GALR2,NMU>>GALR2,simple,1,1,NMU>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Sst,,,Galr2,,,5610,DEVCOMLR:10090:3457AA1606EB,mouse_development_LR005141,SST,GALR2,SST>>GALR2,simple,1,1,SST>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ccl20,,,Galr2,,,5611,DEVCOMLR:10090:0594B7A5768E,mouse_development_LR005142,CCL20,GALR2,CCL20>>GALR2,simple,1,1,CCL20>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cxcl5,,,Galr2,,,5612,DEVCOMLR:10090:25BE444D0757,mouse_development_LR005143,CXCL5,GALR2,CXCL5>>GALR2,simple,1,1,CXCL5>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pnoc,,,Galr2,,,5613,DEVCOMLR:10090:891C91BAAC27,mouse_development_LR005144,PNOC,GALR2,PNOC>>GALR2,simple,1,1,PNOC>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nms,,,Galr2,,,5614,DEVCOMLR:10090:1EF409B339FB,mouse_development_LR005145,NMS,GALR2,NMS>>GALR2,simple,1,1,NMS>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Npw,,,Galr2,,,5615,DEVCOMLR:10090:D1C811F70BD2,mouse_development_LR005146,NPW,GALR2,NPW>>GALR2,simple,1,1,NPW>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Npb,,,Galr2,,,5616,DEVCOMLR:10090:2778659CBB58,mouse_development_LR005147,NPB,GALR2,NPB>>GALR2,simple,1,1,NPB>>GALR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
