L1,L2,L3,R1,R2,R3,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
Nps,,,Calcrl,,,4467,DEVCOMLR:10090:C7007AEB8C35,mouse_development_LR004005,NPS,CALCRL,NPS>>CALCRL,simple,1,1,NPS>>CALCRL,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Prokr2,,,4468,DEVCOMLR:10090:00E0A084925F,mouse_development_LR004006,NPS,PROKR2,NPS>>PROKR2,simple,1,1,NPS>>PROKR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Prokr1,,,4469,DEVCOMLR:10090:E02AC2AB4251,mouse_development_LR004007,NPS,PROKR1,NPS>>PROKR1,simple,1,1,NPS>>PROKR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Rxfp2,,,4470,DEVCOMLR:10090:B2A9453AB479,mouse_development_LR004008,NPS,RXFP2,NPS>>RXFP2,simple,1,1,NPS>>RXFP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Lpar1,,,4471,DEVCOMLR:10090:0413BB85E435,mouse_development_LR004009,NPS,LPAR1,NPS>>LPAR1,simple,1,1,NPS>>LPAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Ghsr,,,4472,DEVCOMLR:10090:7CCA95C5310E,mouse_development_LR004010,NPS,GHSR,NPS>>GHSR,simple,1,1,NPS>>GHSR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Kiss1r,,,4473,DEVCOMLR:10090:E30CB53BE50F,mouse_development_LR004011,NPS,KISS1R,NPS>>KISS1R,simple,1,1,NPS>>KISS1R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Qrfpr,,,4474,DEVCOMLR:10090:BB2EF7577006,mouse_development_LR004012,NPS,QRFPR,NPS>>QRFPR,simple,1,1,NPS>>QRFPR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,F2rl3,,,4475,DEVCOMLR:10090:DBDD895F3496,mouse_development_LR004013,NPS,F2RL3,NPS>>F2RL3,simple,1,1,NPS>>F2RL3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Lpar4,,,4476,DEVCOMLR:10090:AE1A77EF3EE8,mouse_development_LR004014,NPS,LPAR4,NPS>>LPAR4,simple,1,1,NPS>>LPAR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Mchr1,,,4477,DEVCOMLR:10090:6F377053515C,mouse_development_LR004015,NPS,MCHR1,NPS>>MCHR1,simple,1,1,NPS>>MCHR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Nmur2,,,4478,DEVCOMLR:10090:0611D90A9BCD,mouse_development_LR004016,NPS,NMUR2,NPS>>NMUR2,simple,1,1,NPS>>NMUR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Npffr1,,,4479,DEVCOMLR:10090:BE35C04A1F77,mouse_development_LR004017,NPS,NPFFR1,NPS>>NPFFR1,simple,1,1,NPS>>NPFFR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Nmur1,,,4480,DEVCOMLR:10090:E733039803F4,mouse_development_LR004018,NPS,NMUR1,NPS>>NMUR1,simple,1,1,NPS>>NMUR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Lpar2,,,4481,DEVCOMLR:10090:7242567503CF,mouse_development_LR004019,NPS,LPAR2,NPS>>LPAR2,simple,1,1,NPS>>LPAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Rxfp1,,,4482,DEVCOMLR:10090:118BE4544C36,mouse_development_LR004020,NPS,RXFP1,NPS>>RXFP1,simple,1,1,NPS>>RXFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Uts2r,,,4483,DEVCOMLR:10090:88BBA45B41C2,mouse_development_LR004021,NPS,UTS2R,NPS>>UTS2R,simple,1,1,NPS>>UTS2R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Nps,,,Npffr2,,,4484,DEVCOMLR:10090:932DC11C37D3,mouse_development_LR004022,NPS,NPFFR2,NPS>>NPFFR2,simple,1,1,NPS>>NPFFR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Tacr2,,,4485,DEVCOMLR:10090:7D2D5856A7C9,mouse_development_LR004023,SAA1,TACR2,SAA1>>TACR2,simple,1,1,SAA1>>TACR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Tacr2,,,4486,DEVCOMLR:10090:1211E36658F1,mouse_development_LR004024,SAA2,TACR2,SAA2>>TACR2,simple,1,1,SAA2>>TACR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,C5ar1,,,4487,DEVCOMLR:10090:32E8CAF660F0,mouse_development_LR004025,SAA1,C5AR1,SAA1>>C5AR1,simple,1,1,SAA1>>C5AR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,C5ar1,,,4488,DEVCOMLR:10090:FACA7F4C222E,mouse_development_LR004026,SAA2,C5AR1,SAA2>>C5AR1,simple,1,1,SAA2>>C5AR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Ednrb,,,4489,DEVCOMLR:10090:9359E9CC5F35,mouse_development_LR004027,SAA1,EDNRB,SAA1>>EDNRB,simple,1,1,SAA1>>EDNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Ednrb,,,4490,DEVCOMLR:10090:59148239AE80,mouse_development_LR004028,SAA2,EDNRB,SAA2>>EDNRB,simple,1,1,SAA2>>EDNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Cxcr1,,,4491,DEVCOMLR:10090:6CF5B4EC44A0,mouse_development_LR004029,SAA1,CXCR1,SAA1>>CXCR1,simple,1,1,SAA1>>CXCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Cxcr1,,,4492,DEVCOMLR:10090:CB95473185DE,mouse_development_LR004030,SAA2,CXCR1,SAA2>>CXCR1,simple,1,1,SAA2>>CXCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Cxcr2,,,4493,DEVCOMLR:10090:D0058AAAAC95,mouse_development_LR004031,SAA1,CXCR2,SAA1>>CXCR2,simple,1,1,SAA1>>CXCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Cxcr2,,,4494,DEVCOMLR:10090:53D2F471A880,mouse_development_LR004032,SAA2,CXCR2,SAA2>>CXCR2,simple,1,1,SAA2>>CXCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Ednra,,,4495,DEVCOMLR:10090:610B42A0261E,mouse_development_LR004033,SAA1,EDNRA,SAA1>>EDNRA,simple,1,1,SAA1>>EDNRA,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Ednra,,,4496,DEVCOMLR:10090:B581889C9923,mouse_development_LR004034,SAA2,EDNRA,SAA2>>EDNRA,simple,1,1,SAA2>>EDNRA,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Tacr1,,,4497,DEVCOMLR:10090:9FB5EA396BFA,mouse_development_LR004035,SAA1,TACR1,SAA1>>TACR1,simple,1,1,SAA1>>TACR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Tacr1,,,4498,DEVCOMLR:10090:F7F7AF35C96A,mouse_development_LR004036,SAA2,TACR1,SAA2>>TACR1,simple,1,1,SAA2>>TACR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Ackr3,,,4499,DEVCOMLR:10090:414EBE9C8D0D,mouse_development_LR004037,SAA1,ACKR3,SAA1>>ACKR3,simple,1,1,SAA1>>ACKR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Ackr3,,,4500,DEVCOMLR:10090:F816341E0CDD,mouse_development_LR004038,SAA2,ACKR3,SAA2>>ACKR3,simple,1,1,SAA2>>ACKR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,F2r,,,4501,DEVCOMLR:10090:F7B57E327E05,mouse_development_LR004039,SAA1,F2R,SAA1>>F2R,simple,1,1,SAA1>>F2R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,F2r,,,4502,DEVCOMLR:10090:A58DA23C0992,mouse_development_LR004040,SAA2,F2R,SAA2>>F2R,simple,1,1,SAA2>>F2R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Npy1r,,,4503,DEVCOMLR:10090:9713578AFF6F,mouse_development_LR004041,SAA1,NPY1R,SAA1>>NPY1R,simple,1,1,SAA1>>NPY1R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Npy1r,,,4504,DEVCOMLR:10090:F092832D693D,mouse_development_LR004042,SAA2,NPY1R,SAA2>>NPY1R,simple,1,1,SAA2>>NPY1R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Htr1d,,,4505,DEVCOMLR:10090:4FAD79A48416,mouse_development_LR004043,SAA1,HTR1D,SAA1>>HTR1D,simple,1,1,SAA1>>HTR1D,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Htr1d,,,4506,DEVCOMLR:10090:64B17868F95B,mouse_development_LR004044,SAA2,HTR1D,SAA2>>HTR1D,simple,1,1,SAA2>>HTR1D,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Htr1b,,,4507,DEVCOMLR:10090:481E4C6C2050,mouse_development_LR004045,SAA1,HTR1B,SAA1>>HTR1B,simple,1,1,SAA1>>HTR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Htr1b,,,4508,DEVCOMLR:10090:81CEB465B0AF,mouse_development_LR004046,SAA2,HTR1B,SAA2>>HTR1B,simple,1,1,SAA2>>HTR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Htr2a,,,4509,DEVCOMLR:10090:5E1511CAC28F,mouse_development_LR004047,SAA1,HTR2A,SAA1>>HTR2A,simple,1,1,SAA1>>HTR2A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Htr2a,,,4510,DEVCOMLR:10090:E1834A41D293,mouse_development_LR004048,SAA2,HTR2A,SAA2>>HTR2A,simple,1,1,SAA2>>HTR2A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Htr2c,,,4511,DEVCOMLR:10090:0C544BA7EE45,mouse_development_LR004049,SAA1,HTR2C,SAA1>>HTR2C,simple,1,1,SAA1>>HTR2C,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Htr2c,,,4512,DEVCOMLR:10090:9B1492216687,mouse_development_LR004050,SAA2,HTR2C,SAA2>>HTR2C,simple,1,1,SAA2>>HTR2C,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Nmbr,,,4513,DEVCOMLR:10090:0062F861F6A8,mouse_development_LR004051,SAA1,NMBR,SAA1>>NMBR,simple,1,1,SAA1>>NMBR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Nmbr,,,4514,DEVCOMLR:10090:E203CB9761F7,mouse_development_LR004052,SAA2,NMBR,SAA2>>NMBR,simple,1,1,SAA2>>NMBR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Tacr3,,,4515,DEVCOMLR:10090:391207337FBD,mouse_development_LR004053,SAA1,TACR3,SAA1>>TACR3,simple,1,1,SAA1>>TACR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Tacr3,,,4516,DEVCOMLR:10090:DC375F3B297A,mouse_development_LR004054,SAA2,TACR3,SAA2>>TACR3,simple,1,1,SAA2>>TACR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Bdkrb2,,,4517,DEVCOMLR:10090:8107EC76B9D1,mouse_development_LR004055,SAA1,BDKRB2,SAA1>>BDKRB2,simple,1,1,SAA1>>BDKRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Bdkrb2,,,4518,DEVCOMLR:10090:DEB63DA3084F,mouse_development_LR004056,SAA2,BDKRB2,SAA2>>BDKRB2,simple,1,1,SAA2>>BDKRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Grpr,,,4519,DEVCOMLR:10090:5DE1F794AB88,mouse_development_LR004057,SAA1,GRPR,SAA1>>GRPR,simple,1,1,SAA1>>GRPR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Grpr,,,4520,DEVCOMLR:10090:F5D2A6AF058E,mouse_development_LR004058,SAA2,GRPR,SAA2>>GRPR,simple,1,1,SAA2>>GRPR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Agtr1a,,,4521,DEVCOMLR:10090:0F1B1678283C,mouse_development_LR004059,SAA1,AGTR1A,SAA1>>AGTR1A,simple,1,1,SAA1>>AGTR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa2,,,Agtr1a,,,4522,DEVCOMLR:10090:7B0AF707AA5B,mouse_development_LR004060,SAA2,AGTR1A,SAA2>>AGTR1A,simple,1,1,SAA2>>AGTR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Saa1,,,Oxtr,,,4523,DEVCOMLR:10090:BC92F361E3C3,mouse_development_LR004061,SAA1,OXTR,SAA1>>OXTR,simple,1,1,SAA1>>OXTR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
