L1,R1,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
Sdc1,Adgra2,5265,DEVCOMLR:10116:271015C278E7,rat_development_LR005265,SDC1,ADGRA2,SDC1>>ADGRA2,simple,1,1,SDC1>>ADGRA2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,30477585,30477585,30477585,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Scube2,Ptch1,5266,DEVCOMLR:10116:320EBEE20ADB,rat_development_LR005266,SCUBE2,PTCH1,SCUBE2>>PTCH1,simple,1,1,SCUBE2>>PTCH1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,19480626,19480626,19480626,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Scube2,Kdr,5267,DEVCOMLR:10116:91EAD7FE40F1,rat_development_LR005267,SCUBE2,KDR,SCUBE2>>KDR,simple,1,1,SCUBE2>>KDR,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,27834687,27834687,27834687,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Scube2,Cav1,5268,DEVCOMLR:10116:C5CBE5BE98D7,rat_development_LR005268,SCUBE2,CAV1,SCUBE2>>CAV1,simple,1,1,SCUBE2>>CAV1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,19480626,19480626,19480626,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Scrg1,Cd36,5269,DEVCOMLR:10116:47A7C1B63CE1,rat_development_LR005269,SCRG1,CD36,SCRG1>>CD36,simple,1,1,SCRG1>>CD36,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,36178190,36178190,36178190,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Scrg1,Bst1,5270,DEVCOMLR:10116:00331B694C41,rat_development_LR005270,SCRG1,BST1,SCRG1>>BST1,simple,1,1,SCRG1>>BST1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,24413464,24413464,24413464,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Scgb3a2,Sdc1,5271,DEVCOMLR:10116:9CDA11525539,rat_development_LR005271,SCGB3A2,SDC1,SCGB3A2>>SDC1,simple,1,1,SCGB3A2>>SDC1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,30526845,30526845,30526845,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Scgb1a1,Lcn1,5272,DEVCOMLR:10116:19EA0A457552,rat_development_LR005272,SCGB1A1,LCN1,SCGB1A1>>LCN1,simple,1,1,SCGB1A1>>LCN1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,16423471,16423471,16423471,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
S100b,Alcam,5273,DEVCOMLR:10116:20DC5447D5CA,rat_development_LR005273,S100B,ALCAM,S100B>>ALCAM,simple,1,1,S100B>>ALCAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,23729438,23729438,23729438,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
S100b,Ager,5274,DEVCOMLR:10116:C293612AADEB,rat_development_LR005274,S100B,AGER,S100B>>AGER,simple,1,1,S100B>>AGER,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,23729438;25945582,23729438;25945582,23729438;25945582,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
S100a9,Mcam,5275,DEVCOMLR:10116:C40795DD8377,rat_development_LR005275,S100A9,MCAM,S100A9>>MCAM,simple,1,1,S100A9>>MCAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,27151304,27151304,27151304,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
S100a9,Cd69,5276,DEVCOMLR:10116:BF15A5998993,rat_development_LR005276,S100A9,CD69,S100A9>>CD69,simple,1,1,S100A9>>CD69,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,26296369,26296369,26296369,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3f,Plxna2,5277,DEVCOMLR:10116:B28D44E97E77,rat_development_LR005277,SEMA3F,PLXNA2,SEMA3F>>PLXNA2,simple,1,1,SEMA3F>>PLXNA2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11239433,11239433,11239433,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3e,Plxnb3,5278,DEVCOMLR:10116:9B142F78E876,rat_development_LR005278,SEMA3E,PLXNB3,SEMA3E>>PLXNB3,simple,1,1,SEMA3E>>PLXNB3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,38628398,38628398,38628398,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3d,Plxnd1,5279,DEVCOMLR:10116:1CDEED6DC84D,rat_development_LR005279,SEMA3D,PLXND1,SEMA3D>>PLXND1,simple,1,1,SEMA3D>>PLXND1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,26243191;27799363,26243191;27799363,26243191;27799363,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3d,Plxnb3,5280,DEVCOMLR:10116:E9FFE22B0451,rat_development_LR005280,SEMA3D,PLXNB3,SEMA3D>>PLXNB3,simple,1,1,SEMA3D>>PLXNB3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,38628398,38628398,38628398,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3d,Nrp2,5281,DEVCOMLR:10116:3E3B38736263,rat_development_LR005281,SEMA3D,NRP2,SEMA3D>>NRP2,simple,1,1,SEMA3D>>NRP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15456815,15456815,15456815,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3c,Plxnb1,5282,DEVCOMLR:10116:2427834FF5D0,rat_development_LR005282,SEMA3C,PLXNB1,SEMA3C>>PLXNB1,simple,1,1,SEMA3C>>PLXNB1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,29348142,29348142,29348142,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3b,Plxna4,5283,DEVCOMLR:10116:A2D02F57A5EA,rat_development_LR005283,SEMA3B,PLXNA4,SEMA3B>>PLXNA4,simple,1,1,SEMA3B>>PLXNA4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,25335892,25335892,25335892,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3b,Plxna2,5284,DEVCOMLR:10116:1FA157CFF646,rat_development_LR005284,SEMA3B,PLXNA2,SEMA3B>>PLXNA2,simple,1,1,SEMA3B>>PLXNA2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,25335892,25335892,25335892,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3a,L1cam,5285,DEVCOMLR:10116:3A982952E36B,rat_development_LR005285,SEMA3A,L1CAM,SEMA3A>>L1CAM,simple,1,1,SEMA3A>>L1CAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15121181,15121181,15121181,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3a,Cntn2,5286,DEVCOMLR:10116:260C243A3A93,rat_development_LR005286,SEMA3A,CNTN2,SEMA3A>>CNTN2,simple,1,1,SEMA3A>>CNTN2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,26633812,26633812,26633812,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Selplg,Siglec1,5287,DEVCOMLR:10116:6FACEE80468D,rat_development_LR005287,SELPLG,SIGLEC1,SELPLG>>SIGLEC1,simple,1,1,SELPLG>>SIGLEC1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11238599,11238599,11238599,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Selp,Icam1,5288,DEVCOMLR:10116:482E4029E699,rat_development_LR005288,SELP,ICAM1,SELP>>ICAM1,simple,1,1,SELP>>ICAM1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,14507735,14507735,14507735,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Selenop,Lrp8,5289,DEVCOMLR:10116:EABD98B78116,rat_development_LR005289,SELENOP,LRP8,SELENOP>>LRP8,simple,1,1,SELENOP>>LRP8,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,37435859,37435859,37435859,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Selenop,Lrp6,5290,DEVCOMLR:10116:E388174CF3B6,rat_development_LR005290,SELENOP,LRP6,SELENOP>>LRP6,simple,1,1,SELENOP>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,37166989,37166989,37166989,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Selenop,Lrp5,5291,DEVCOMLR:10116:177F161742A6,rat_development_LR005291,SELENOP,LRP5,SELENOP>>LRP5,simple,1,1,SELENOP>>LRP5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,37166989,37166989,37166989,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Serpind1,Lrp1,5292,DEVCOMLR:10116:7ACC518F8428,rat_development_LR005292,SERPIND1,LRP1,SERPIND1>>LRP1,simple,1,1,SERPIND1>>LRP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8626456,8626456,8626456,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Serpinc1,Nrp1,5293,DEVCOMLR:10116:B0EEE023E2D0,rat_development_LR005293,SERPINC1,NRP1,SERPINC1>>NRP1,simple,1,1,SERPINC1>>NRP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15695515,15695515,15695515,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema6d,Nrcam,5294,DEVCOMLR:10116:C76FCA8AF517,rat_development_LR005294,SEMA6D,NRCAM,SEMA6D>>NRCAM,simple,1,1,SEMA6D>>NRCAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,22632726,22632726,22632726,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema6c,Plxna1,5295,DEVCOMLR:10116:5D28E84920EE,rat_development_LR005295,SEMA6C,PLXNA1,SEMA6C>>PLXNA1,simple,1,1,SEMA6C>>PLXNA1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,17145500;22632726,17145500;22632726,17145500;22632726,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema6c,Nrcam,5296,DEVCOMLR:10116:A7690B863BA4,rat_development_LR005296,SEMA6C,NRCAM,SEMA6C>>NRCAM,simple,1,1,SEMA6C>>NRCAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,22632726,22632726,22632726,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema5a,Plxna2,5297,DEVCOMLR:10116:43349AA45782,rat_development_LR005297,SEMA5A,PLXNA2,SEMA5A>>PLXNA2,simple,1,1,SEMA5A>>PLXNA2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,25313870,25313870,25313870,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema5a,Plxna1,5298,DEVCOMLR:10116:E5D3FB806D10,rat_development_LR005298,SEMA5A,PLXNA1,SEMA5A>>PLXNA1,simple,1,1,SEMA5A>>PLXNA1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,25313870;26633812,25313870;26633812,25313870;26633812,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema4b,Plxnb2,5299,DEVCOMLR:10116:A772B8029B22,rat_development_LR005299,SEMA4B,PLXNB2,SEMA4B>>PLXNB2,simple,1,1,SEMA4B>>PLXNB2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,38781210,38781210,38781210,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema4a,Plxnb3,5300,DEVCOMLR:10116:D6564B816774,rat_development_LR005300,SEMA4A,PLXNB3,SEMA4A>>PLXNB3,simple,1,1,SEMA4A>>PLXNB3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,20043131,20043131,20043131,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3g,Plxnd1,5301,DEVCOMLR:10116:64B5F8891BB7,rat_development_LR005301,SEMA3G,PLXND1,SEMA3G>>PLXND1,simple,1,1,SEMA3G>>PLXND1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,27880905,27880905,27880905,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3g,Plxna4,5302,DEVCOMLR:10116:862FB3A91FF0,rat_development_LR005302,SEMA3G,PLXNA4,SEMA3G>>PLXNA4,simple,1,1,SEMA3G>>PLXNA4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,32365351,32365351,32365351,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sema3g,Plxna1,5303,DEVCOMLR:10116:894EF395C7B0,rat_development_LR005303,SEMA3G,PLXNA1,SEMA3G>>PLXNA1,simple,1,1,SEMA3G>>PLXNA1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,32365351,32365351,32365351,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Siglec10,Aoc3,5304,DEVCOMLR:10116:A0EF0DA42952,rat_development_LR005304,SIGLEC10,AOC3,SIGLEC10>>AOC3,simple,1,1,SIGLEC10>>AOC3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,19861682,19861682,19861682,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Shh,Gpc6,5305,DEVCOMLR:10116:B7446231BBEE,rat_development_LR005305,SHH,GPC6,SHH>>GPC6,simple,1,1,SHH>>GPC6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,28696225,28696225,28696225,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Shh,Gpc1,5306,DEVCOMLR:10116:581D83DC5200,rat_development_LR005306,SHH,GPC1,SHH>>GPC1,simple,1,1,SHH>>GPC1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,23931997,23931997,23931997,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Shbg,Gprc6a,5307,DEVCOMLR:10116:E634ABA49F1C,rat_development_LR005307,SHBG,GPRC6A,SHBG>>GPRC6A,simple,1,1,SHBG>>GPRC6A,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,27673554;31857654,27673554;31857654,27673554;31857654,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Sftpd,Tlr2,5308,DEVCOMLR:10116:793895C28100,rat_development_LR005308,SFTPD,TLR2,SFTPD>>TLR2,simple,1,1,SFTPD>>TLR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,16834340,16834340,16834340,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
