L1,R1,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
Edn1,Cckar,1194,DEVCOMLR:10116:FFD04839D1EC,rat_development_LR001194,EDN1,CCKAR,EDN1>>CCKAR,simple,1,1,EDN1>>CCKAR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Cckbr,1195,DEVCOMLR:10116:1F7AAA6659DC,rat_development_LR001195,EDN1,CCKBR,EDN1>>CCKBR,simple,1,1,EDN1>>CCKBR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Trhr,1196,DEVCOMLR:10116:3E0694E342CE,rat_development_LR001196,EDN1,TRHR,EDN1>>TRHR,simple,1,1,EDN1>>TRHR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Hrh1,1197,DEVCOMLR:10116:09088D0A80A4,rat_development_LR001197,EDN1,HRH1,EDN1>>HRH1,simple,1,1,EDN1>>HRH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Avpr1a,1198,DEVCOMLR:10116:A0866DD7BA0D,rat_development_LR001198,EDN1,AVPR1A,EDN1>>AVPR1A,simple,1,1,EDN1>>AVPR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Htr2b,1199,DEVCOMLR:10116:669CBBAEA77D,rat_development_LR001199,EDN1,HTR2B,EDN1>>HTR2B,simple,1,1,EDN1>>HTR2B,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Xcr1,1200,DEVCOMLR:10116:B2031AADB6C1,rat_development_LR001200,EDN1,XCR1,EDN1>>XCR1,simple,1,1,EDN1>>XCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Bdkrb1,1201,DEVCOMLR:10116:5B871DEFC425,rat_development_LR001201,EDN1,BDKRB1,EDN1>>BDKRB1,simple,1,1,EDN1>>BDKRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Gcgr,1202,DEVCOMLR:10116:45C04889B4F9,rat_development_LR001202,EDN1,GCGR,EDN1>>GCGR,simple,1,1,EDN1>>GCGR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Avpr1b,1203,DEVCOMLR:10116:503AA62A1545,rat_development_LR001203,EDN1,AVPR1B,EDN1>>AVPR1B,simple,1,1,EDN1>>AVPR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,F2rl1,1204,DEVCOMLR:10116:EA0843E142E6,rat_development_LR001204,EDN1,F2RL1,EDN1>>F2RL1,simple,1,1,EDN1>>F2RL1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Npsr1,1205,DEVCOMLR:10116:25F6AFBE68A5,rat_development_LR001205,EDN1,NPSR1,EDN1>>NPSR1,simple,1,1,EDN1>>NPSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Prokr2,1206,DEVCOMLR:10116:FF8A5D57C481,rat_development_LR001206,EDN1,PROKR2,EDN1>>PROKR2,simple,1,1,EDN1>>PROKR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Prokr1,1207,DEVCOMLR:10116:2EC69D78E1CC,rat_development_LR001207,EDN1,PROKR1,EDN1>>PROKR1,simple,1,1,EDN1>>PROKR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Lpar1,1208,DEVCOMLR:10116:4A5EB5310EC3,rat_development_LR001208,EDN1,LPAR1,EDN1>>LPAR1,simple,1,1,EDN1>>LPAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Ghsr,1209,DEVCOMLR:10116:E2F6A271B530,rat_development_LR001209,EDN1,GHSR,EDN1>>GHSR,simple,1,1,EDN1>>GHSR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Kiss1r,1210,DEVCOMLR:10116:DC9F5AF14D7D,rat_development_LR001210,EDN1,KISS1R,EDN1>>KISS1R,simple,1,1,EDN1>>KISS1R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Qrfpr,1211,DEVCOMLR:10116:5795667EDAB6,rat_development_LR001211,EDN1,QRFPR,EDN1>>QRFPR,simple,1,1,EDN1>>QRFPR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,F2rl3,1212,DEVCOMLR:10116:99734557B9E0,rat_development_LR001212,EDN1,F2RL3,EDN1>>F2RL3,simple,1,1,EDN1>>F2RL3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Lpar4,1213,DEVCOMLR:10116:DCC547E4F8DB,rat_development_LR001213,EDN1,LPAR4,EDN1>>LPAR4,simple,1,1,EDN1>>LPAR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Mchr1,1214,DEVCOMLR:10116:D48327110F0E,rat_development_LR001214,EDN1,MCHR1,EDN1>>MCHR1,simple,1,1,EDN1>>MCHR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Nmur2,1215,DEVCOMLR:10116:0157C8CE8D9D,rat_development_LR001215,EDN1,NMUR2,EDN1>>NMUR2,simple,1,1,EDN1>>NMUR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Npffr1,1216,DEVCOMLR:10116:9A80EA725514,rat_development_LR001216,EDN1,NPFFR1,EDN1>>NPFFR1,simple,1,1,EDN1>>NPFFR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Nmur1,1217,DEVCOMLR:10116:2E7F1AC55D28,rat_development_LR001217,EDN1,NMUR1,EDN1>>NMUR1,simple,1,1,EDN1>>NMUR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Lpar2,1218,DEVCOMLR:10116:15678A994B82,rat_development_LR001218,EDN1,LPAR2,EDN1>>LPAR2,simple,1,1,EDN1>>LPAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Uts2r,1219,DEVCOMLR:10116:16CB78B180B0,rat_development_LR001219,EDN1,UTS2R,EDN1>>UTS2R,simple,1,1,EDN1>>UTS2R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Edn1,Npffr2,1220,DEVCOMLR:10116:EEBE9BBE0383,rat_development_LR001220,EDN1,NPFFR2,EDN1>>NPFFR2,simple,1,1,EDN1>>NPFFR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Lamb1,Itga1,1221,DEVCOMLR:10116:64A5846891A1,rat_development_LR001221,LAMB1,ITGA1,LAMB1>>ITGA1,simple,1,1,LAMB1>>ITGA1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Lamb1,Dag1,1222,DEVCOMLR:10116:E432C63A63FD,rat_development_LR001222,LAMB1,DAG1,LAMB1>>DAG1,simple,1,1,LAMB1>>DAG1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7925941;16709410,7925941;16709410,7925941;16709410,2,2,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Thbs1,Calcr,1223,DEVCOMLR:10116:540DB07535F0,rat_development_LR001223,THBS1,CALCR,THBS1>>CALCR,simple,1,1,THBS1>>CALCR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Inhba,Acvrl1,1224,DEVCOMLR:10116:8C830D82A6D8,rat_development_LR001224,INHBA,ACVRL1,INHBA>>ACVRL1,simple,1,1,INHBA>>ACVRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Spp1,Ncstn,1225,DEVCOMLR:10116:803746989BEF,rat_development_LR001225,SPP1,NCSTN,SPP1>>NCSTN,simple,1,1,SPP1>>NCSTN,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Tshr,1226,DEVCOMLR:10116:DAB591EF8A27,rat_development_LR001226,PTHLH,TSHR,PTHLH>>TSHR,simple,1,1,PTHLH>>TSHR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Lhcgr,1227,DEVCOMLR:10116:4F17636DBF4E,rat_development_LR001227,PTHLH,LHCGR,PTHLH>>LHCGR,simple,1,1,PTHLH>>LHCGR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Fshr,1228,DEVCOMLR:10116:7C072AB8D2E2,rat_development_LR001228,PTHLH,FSHR,PTHLH>>FSHR,simple,1,1,PTHLH>>FSHR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Hrh2,1229,DEVCOMLR:10116:2CCFB360DBD7,rat_development_LR001229,PTHLH,HRH2,PTHLH>>HRH2,simple,1,1,PTHLH>>HRH2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Avpr2,1230,DEVCOMLR:10116:025178035601,rat_development_LR001230,PTHLH,AVPR2,PTHLH>>AVPR2,simple,1,1,PTHLH>>AVPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Calcr,1231,DEVCOMLR:10116:1A176284743B,rat_development_LR001231,PTHLH,CALCR,PTHLH>>CALCR,simple,1,1,PTHLH>>CALCR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Vipr1,1232,DEVCOMLR:10116:6D682F719E9D,rat_development_LR001232,PTHLH,VIPR1,PTHLH>>VIPR1,simple,1,1,PTHLH>>VIPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Mc5r,1233,DEVCOMLR:10116:CF7809184311,rat_development_LR001233,PTHLH,MC5R,PTHLH>>MC5R,simple,1,1,PTHLH>>MC5R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Htr7,1234,DEVCOMLR:10116:006FDE941389,rat_development_LR001234,PTHLH,HTR7,PTHLH>>HTR7,simple,1,1,PTHLH>>HTR7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Crhr1,1235,DEVCOMLR:10116:8CEA89AD8CA5,rat_development_LR001235,PTHLH,CRHR1,PTHLH>>CRHR1,simple,1,1,PTHLH>>CRHR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Adcyap1r1,1236,DEVCOMLR:10116:A750E339F500,rat_development_LR001236,PTHLH,ADCYAP1R1,PTHLH>>ADCYAP1R1,simple,1,1,PTHLH>>ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Vipr2,1237,DEVCOMLR:10116:9258AC97F646,rat_development_LR001237,PTHLH,VIPR2,PTHLH>>VIPR2,simple,1,1,PTHLH>>VIPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Mc3r,1238,DEVCOMLR:10116:C46949A74560,rat_development_LR001238,PTHLH,MC3R,PTHLH>>MC3R,simple,1,1,PTHLH>>MC3R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Glp1r,1239,DEVCOMLR:10116:6FB3BD96DF96,rat_development_LR001239,PTHLH,GLP1R,PTHLH>>GLP1R,simple,1,1,PTHLH>>GLP1R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Gcgr,1240,DEVCOMLR:10116:81AC975F8634,rat_development_LR001240,PTHLH,GCGR,PTHLH>>GCGR,simple,1,1,PTHLH>>GCGR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Sctr,1241,DEVCOMLR:10116:D369CFCDDBC4,rat_development_LR001241,PTHLH,SCTR,PTHLH>>SCTR,simple,1,1,PTHLH>>SCTR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Gipr,1242,DEVCOMLR:10116:8AF4B229B61C,rat_development_LR001242,PTHLH,GIPR,PTHLH>>GIPR,simple,1,1,PTHLH>>GIPR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Htr6,1243,DEVCOMLR:10116:8B0C57F8036F,rat_development_LR001243,PTHLH,HTR6,PTHLH>>HTR6,simple,1,1,PTHLH>>HTR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Mc2r,1244,DEVCOMLR:10116:63D2F30E8387,rat_development_LR001244,PTHLH,MC2R,PTHLH>>MC2R,simple,1,1,PTHLH>>MC2R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Mc1r,1245,DEVCOMLR:10116:A9479579B2AE,rat_development_LR001245,PTHLH,MC1R,PTHLH>>MC1R,simple,1,1,PTHLH>>MC1R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Ghrhr,1246,DEVCOMLR:10116:798124906DB4,rat_development_LR001246,PTHLH,GHRHR,PTHLH>>GHRHR,simple,1,1,PTHLH>>GHRHR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Crhr2,1247,DEVCOMLR:10116:BF3425CB97AE,rat_development_LR001247,PTHLH,CRHR2,PTHLH>>CRHR2,simple,1,1,PTHLH>>CRHR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Htr4,1248,DEVCOMLR:10116:ABDA935BCF78,rat_development_LR001248,PTHLH,HTR4,PTHLH>>HTR4,simple,1,1,PTHLH>>HTR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Calcrl,1249,DEVCOMLR:10116:B84808C1A66F,rat_development_LR001249,PTHLH,CALCRL,PTHLH>>CALCRL,simple,1,1,PTHLH>>CALCRL,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Pthlh,Npsr1,1250,DEVCOMLR:10116:50D9169DDB67,rat_development_LR001250,PTHLH,NPSR1,PTHLH>>NPSR1,simple,1,1,PTHLH>>NPSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
