L1,L2,R1,R2,R3,R4,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
CCL5,,CXCR5,,,,3261,DEVCOMLR:9544:B707065F1F9E,mmulatta_development_LR003226,CCL5,CXCR5,CCL5>>CXCR5,simple,1,1,CCL5>>CXCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL1,,CCR1,,,,3262,DEVCOMLR:9544:8354134610E0,mmulatta_development_LR003227,CCL1,CCR1,CCL1>>CCR1,simple,1,1,CCL1>>CCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
GSTP1,,IL7R,,,,3263,DEVCOMLR:9544:9A68A1A407CF,mmulatta_development_LR003228,GSTP1,IL7R,GSTP1>>IL7R,simple,1,1,GSTP1>>IL7R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
TF,,IL7R,,,,3264,DEVCOMLR:9544:C3C4BAED33A9,mmulatta_development_LR003229,TF,IL7R,TF>>IL7R,simple,1,1,TF>>IL7R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CALM1,,PTH1R,,,,3265,DEVCOMLR:9544:B30096A5EF19,mmulatta_development_LR003230,CALM1,PTH1R,CALM1>>PTH1R,simple,1,1,CALM1>>PTH1R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
DLL1,,MTNR1A,,,,3266,DEVCOMLR:9544:468B5206A749,mmulatta_development_LR003231,DLL1,MTNR1A,DLL1>>MTNR1A,simple,1,1,DLL1>>MTNR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,HTR1A,,,,3267,DEVCOMLR:9544:91389A0E2712,mmulatta_development_LR003232,CCL21,HTR1A,CCL21>>HTR1A,simple,1,1,CCL21>>HTR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,FPR2,,,,3268,DEVCOMLR:9544:D1F708A3BF3E,mmulatta_development_LR003233,CCL21,FPR2,CCL21>>FPR2,simple,1,1,CCL21>>FPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,ACKR3,,,,3269,DEVCOMLR:9544:62279B78A600,mmulatta_development_LR003234,CCL21,ACKR3,CCL21>>ACKR3,simple,1,1,CCL21>>ACKR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,OPRM1,,,,3270,DEVCOMLR:9544:9FA9A636E94D,mmulatta_development_LR003235,CCL21,OPRM1,CCL21>>OPRM1,simple,1,1,CCL21>>OPRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,APLNR,,,,3271,DEVCOMLR:9544:6B5380EF9F93,mmulatta_development_LR003236,CCL21,APLNR,CCL21>>APLNR,simple,1,1,CCL21>>APLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,OPRK1,,,,3272,DEVCOMLR:9544:B19CDB024A02,mmulatta_development_LR003237,CCL21,OPRK1,CCL21>>OPRK1,simple,1,1,CCL21>>OPRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,CCR2,,,,3273,DEVCOMLR:9544:CFE0B86DE353,mmulatta_development_LR003238,CCL21,CCR2,CCL21>>CCR2,simple,1,1,CCL21>>CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,AGTR2,,,,3274,DEVCOMLR:9544:C60231B7B29C,mmulatta_development_LR003239,CCL21,AGTR2,CCL21>>AGTR2,simple,1,1,CCL21>>AGTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,CCR6,,,,3275,DEVCOMLR:9544:0663536C9E2D,mmulatta_development_LR003240,CCL21,CCR6,CCL21>>CCR6,simple,1,1,CCL21>>CCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,CXCR4,,,,3276,DEVCOMLR:9544:09D821B38ACC,mmulatta_development_LR003241,CCL21,CXCR4,CCL21>>CXCR4,simple,1,1,CCL21>>CXCR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,GRM4,,,,3277,DEVCOMLR:9544:5248CEEE9DC1,mmulatta_development_LR003242,CCL21,GRM4,CCL21>>GRM4,simple,1,1,CCL21>>GRM4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,LPAR1,,,,3278,DEVCOMLR:9544:04539BC79ED9,mmulatta_development_LR003243,CCL21,LPAR1,CCL21>>LPAR1,simple,1,1,CCL21>>LPAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,LPAR2,,,,3279,DEVCOMLR:9544:0FCF9E74875E,mmulatta_development_LR003244,CCL21,LPAR2,CCL21>>LPAR2,simple,1,1,CCL21>>LPAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCL21,,HRH3,,,,3280,DEVCOMLR:9544:DBC47E74E794,mmulatta_development_LR003245,CCL21,HRH3,CCL21>>HRH3,simple,1,1,CCL21>>HRH3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
NTN3,,TGFBR1,,,,3281,DEVCOMLR:9544:417A40DE6DA1,mmulatta_development_LR003246,NTN3,TGFBR1,NTN3>>TGFBR1,simple,1,1,NTN3>>TGFBR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
NTN3,,NOTCH1,,,,3282,DEVCOMLR:9544:C5F09F2CEFA2,mmulatta_development_LR003247,NTN3,NOTCH1,NTN3>>NOTCH1,simple,1,1,NTN3>>NOTCH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
NTN3,,PTCH1,,,,3283,DEVCOMLR:9544:8940A90A16C3,mmulatta_development_LR003248,NTN3,PTCH1,NTN3>>PTCH1,simple,1,1,NTN3>>PTCH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
NTN3,,ACVR1C,,,,3284,DEVCOMLR:9544:5CBB830B8D7F,mmulatta_development_LR003249,NTN3,ACVR1C,NTN3>>ACVR1C,simple,1,1,NTN3>>ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
NTN3,,NOTCH3,,,,3285,DEVCOMLR:9544:16AC0827DB38,mmulatta_development_LR003250,NTN3,NOTCH3,NTN3>>NOTCH3,simple,1,1,NTN3>>NOTCH3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
WNT7A,,ROR2,,,,3286,DEVCOMLR:9544:09DB1CCA0CB0,mmulatta_development_LR003251,WNT7A,ROR2,WNT7A>>ROR2,simple,1,1,WNT7A>>ROR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,HTR1A,,,,3287,DEVCOMLR:9544:EE7DD9978646,mmulatta_development_LR003252,CXCL11,HTR1A,CXCL11>>HTR1A,simple,1,1,CXCL11>>HTR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,FPR2,,,,3288,DEVCOMLR:9544:B17F1749CCD2,mmulatta_development_LR003253,CXCL11,FPR2,CXCL11>>FPR2,simple,1,1,CXCL11>>FPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,CCR1,,,,3289,DEVCOMLR:9544:1BAA04D53795,mmulatta_development_LR003254,CXCL11,CCR1,CXCL11>>CCR1,simple,1,1,CXCL11>>CCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,CCR7,,,,3290,DEVCOMLR:9544:6A744667B62E,mmulatta_development_LR003255,CXCL11,CCR7,CXCL11>>CCR7,simple,1,1,CXCL11>>CCR7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,OPRM1,,,,3291,DEVCOMLR:9544:719E7784C6C9,mmulatta_development_LR003256,CXCL11,OPRM1,CXCL11>>OPRM1,simple,1,1,CXCL11>>OPRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,APLNR,,,,3292,DEVCOMLR:9544:498B8D344FD2,mmulatta_development_LR003257,CXCL11,APLNR,CXCL11>>APLNR,simple,1,1,CXCL11>>APLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,OPRK1,,,,3293,DEVCOMLR:9544:B67D9FC47CB3,mmulatta_development_LR003258,CXCL11,OPRK1,CXCL11>>OPRK1,simple,1,1,CXCL11>>OPRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,CCR2,,,,3294,DEVCOMLR:9544:1FB2B4522785,mmulatta_development_LR003259,CXCL11,CCR2,CXCL11>>CCR2,simple,1,1,CXCL11>>CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,AGTR2,,,,3295,DEVCOMLR:9544:26A0AFA415EB,mmulatta_development_LR003260,CXCL11,AGTR2,CXCL11>>AGTR2,simple,1,1,CXCL11>>AGTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,CCR6,,,,3296,DEVCOMLR:9544:F197E7EEDE2B,mmulatta_development_LR003261,CXCL11,CCR6,CXCL11>>CCR6,simple,1,1,CXCL11>>CCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,CXCR4,,,,3297,DEVCOMLR:9544:B601B2066B29,mmulatta_development_LR003262,CXCL11,CXCR4,CXCL11>>CXCR4,simple,1,1,CXCL11>>CXCR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,GRM4,,,,3298,DEVCOMLR:9544:216CB826AC35,mmulatta_development_LR003263,CXCL11,GRM4,CXCL11>>GRM4,simple,1,1,CXCL11>>GRM4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,LPAR1,,,,3299,DEVCOMLR:9544:6B03459A848F,mmulatta_development_LR003264,CXCL11,LPAR1,CXCL11>>LPAR1,simple,1,1,CXCL11>>LPAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,LPAR2,,,,3300,DEVCOMLR:9544:E9B68FB1F745,mmulatta_development_LR003265,CXCL11,LPAR2,CXCL11>>LPAR2,simple,1,1,CXCL11>>LPAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL11,,HRH3,,,,3301,DEVCOMLR:9544:8930D46117D9,mmulatta_development_LR003266,CXCL11,HRH3,CXCL11>>HRH3,simple,1,1,CXCL11>>HRH3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
TNFSF11,,TRAF2,,,,3302,DEVCOMLR:9544:C13931C34CA8,mmulatta_development_LR003267,TNFSF11,TRAF2,TNFSF11>>TRAF2,simple,1,1,TNFSF11>>TRAF2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
DHH,,SMO,,,,3303,DEVCOMLR:9544:C8DDBB3F7544,mmulatta_development_LR003268,DHH,SMO,DHH>>SMO,simple,1,1,DHH>>SMO,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
TNFSF12,,TRAF2,,,,3304,DEVCOMLR:9544:274AC21DCA3A,mmulatta_development_LR003269,TNFSF12,TRAF2,TNFSF12>>TRAF2,simple,1,1,TNFSF12>>TRAF2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,HTR1A,,,,3305,DEVCOMLR:9544:ACF423FB001A,mmulatta_development_LR003270,CXCL13,HTR1A,CXCL13>>HTR1A,simple,1,1,CXCL13>>HTR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,FPR2,,,,3306,DEVCOMLR:9544:A42C4B523915,mmulatta_development_LR003271,CXCL13,FPR2,CXCL13>>FPR2,simple,1,1,CXCL13>>FPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,ACKR3,,,,3307,DEVCOMLR:9544:8D9BDD18DF93,mmulatta_development_LR003272,CXCL13,ACKR3,CXCL13>>ACKR3,simple,1,1,CXCL13>>ACKR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,CCR1,,,,3308,DEVCOMLR:9544:85A93C6F957F,mmulatta_development_LR003273,CXCL13,CCR1,CXCL13>>CCR1,simple,1,1,CXCL13>>CCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,CCR7,,,,3309,DEVCOMLR:9544:903B7C4DE866,mmulatta_development_LR003274,CXCL13,CCR7,CXCL13>>CCR7,simple,1,1,CXCL13>>CCR7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,OPRM1,,,,3310,DEVCOMLR:9544:5CAD707AE4C7,mmulatta_development_LR003275,CXCL13,OPRM1,CXCL13>>OPRM1,simple,1,1,CXCL13>>OPRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,APLNR,,,,3311,DEVCOMLR:9544:FDFDE946E5E0,mmulatta_development_LR003276,CXCL13,APLNR,CXCL13>>APLNR,simple,1,1,CXCL13>>APLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,OPRK1,,,,3312,DEVCOMLR:9544:6CEBEBD9B19C,mmulatta_development_LR003277,CXCL13,OPRK1,CXCL13>>OPRK1,simple,1,1,CXCL13>>OPRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,CCR2,,,,3313,DEVCOMLR:9544:BC1062731DCE,mmulatta_development_LR003278,CXCL13,CCR2,CXCL13>>CCR2,simple,1,1,CXCL13>>CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CXCL13,,AGTR2,,,,3314,DEVCOMLR:9544:8FAC1DF0502D,mmulatta_development_LR003279,CXCL13,AGTR2,CXCL13>>AGTR2,simple,1,1,CXCL13>>AGTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
