L1,L2,R1,R2,R3,R4,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
PDGFB,,ITGAV,,,,2123,DEVCOMLR:9544:30C1DD4DBE6E,mmulatta_development_LR002094,PDGFB,ITGAV,PDGFB>>ITGAV,simple,1,1,PDGFB>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CALR,,ITGAV,,,,2124,DEVCOMLR:9544:4E116D56CC34,mmulatta_development_LR002095,CALR,ITGAV,CALR>>ITGAV,simple,1,1,CALR>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CCN1,,ITGAV,,,,2125,DEVCOMLR:9544:41BEE675594C,mmulatta_development_LR002096,CCN1,ITGAV,CCN1>>ITGAV,simple,1,1,CCN1>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9446626;11287419,9446626;11287419,9446626;11287419,2,2,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
MFGE8,,ITGAV,,,,2126,DEVCOMLR:9544:FC3F93707FA4,mmulatta_development_LR002097,MFGE8,ITGAV,MFGE8>>ITGAV,simple,1,1,MFGE8>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,17620600;24441829,17620600;24441829,17620600;24441829,2,2,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
FGB,,ITGAV,,,,2127,DEVCOMLR:9544:749479B22E29,mmulatta_development_LR002098,FGB,ITGAV,FGB>>ITGAV,simple,1,1,FGB>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15031111,15031111,15031111,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
VEGFA,,ITGAV,,,,2128,DEVCOMLR:9544:E03F70FEDD38,mmulatta_development_LR002099,VEGFA,ITGAV,VEGFA>>ITGAV,simple,1,1,VEGFA>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
ADAM15,,ITGAV,,,,2129,DEVCOMLR:9544:373118325299,mmulatta_development_LR002100,ADAM15,ITGAV,ADAM15>>ITGAV,simple,1,1,ADAM15>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9516430;9914169,9516430;9914169,9516430;9914169,2,2,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
CP,,SLC40A1,,,,2130,DEVCOMLR:9544:ADE8749B2DB9,mmulatta_development_LR002101,CP,SLC40A1,CP>>SLC40A1,simple,1,1,CP>>SLC40A1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
IGFBP4,,LRP6,,,,2131,DEVCOMLR:9544:DCD4C6EB2563,mmulatta_development_LR002102,IGFBP4,LRP6,IGFBP4>>LRP6,simple,1,1,IGFBP4>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,18528331,18528331,18528331,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
PTH,,LRP6,,,,2132,DEVCOMLR:9544:04524FDE3FE0,mmulatta_development_LR002103,PTH,LRP6,PTH>>LRP6,simple,1,1,PTH>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,22589223,22589223,22589223,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
CCN2,,LRP6,,,,2133,DEVCOMLR:9544:BDCE2FD02480,mmulatta_development_LR002104,CCN2,LRP6,CCN2>>LRP6,simple,1,1,CCN2>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15105373,15105373,15105373,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
SOST,,LRP6,,,,2134,DEVCOMLR:9544:5E51536ABF33,mmulatta_development_LR002105,SOST,LRP6,SOST>>LRP6,simple,1,1,SOST>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15778503,15778503,15778503,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
APP,,LRP6,,,,2135,DEVCOMLR:9544:C5209376C765,mmulatta_development_LR002106,APP,LRP6,APP>>LRP6,simple,1,1,APP>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,30232325,30232325,30232325,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
SAA1,,SCARB1,,,,2136,DEVCOMLR:9544:44296828F633,mmulatta_development_LR002107,SAA1,SCARB1,SAA1>>SCARB1,simple,1,1,SAA1>>SCARB1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15561721,15561721,15561721,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
PDGFC,,PDGFRB,,,,2137,DEVCOMLR:9544:6E5F3317FF6E,mmulatta_development_LR002108,PDGFC,PDGFRB,PDGFC>>PDGFRB,simple,1,1,PDGFC>>PDGFRB,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,19795151,19795151,19795151,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
MFGE8,,PDGFRB,,,,2138,DEVCOMLR:9544:B50A7E3B0675,mmulatta_development_LR002109,MFGE8,PDGFRB,MFGE8>>PDGFRB,simple,1,1,MFGE8>>PDGFRB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
PDGFC,,FLT4,,,,2139,DEVCOMLR:9544:2CDD1B3A4F04,mmulatta_development_LR002110,PDGFC,FLT4,PDGFC>>FLT4,simple,1,1,PDGFC>>FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
TNF,,FLT4,,,,2140,DEVCOMLR:9544:520E9AECEEE6,mmulatta_development_LR002111,TNF,FLT4,TNF>>FLT4,simple,1,1,TNF>>FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
COL1A2,,FLT4,,,,2141,DEVCOMLR:9544:163FBDEAED56,mmulatta_development_LR002112,COL1A2,FLT4,COL1A2>>FLT4,simple,1,1,COL1A2>>FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
FN1,,FLT4,,,,2142,DEVCOMLR:9544:80FF6F7DFA00,mmulatta_development_LR002113,FN1,FLT4,FN1>>FLT4,simple,1,1,FN1>>FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
LGALS3BP,,CD33,,,,2143,DEVCOMLR:9544:1B9D5477749A,mmulatta_development_LR002114,LGALS3BP,CD33,LGALS3BP>>CD33,simple,1,1,LGALS3BP>>CD33,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CALM1,,GLP2R,,,,2145,DEVCOMLR:9544:5DF73AD6D18C,mmulatta_development_LR002115,CALM1,GLP2R,CALM1>>GLP2R,simple,1,1,CALM1>>GLP2R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
SEMA6D,,TYROBP,,,,2146,DEVCOMLR:9544:8B360BDEB7D9,mmulatta_development_LR002116,SEMA6D,TYROBP,SEMA6D>>TYROBP,simple,1,1,SEMA6D>>TYROBP,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
CALM1,,KCNN4,,,,2147,DEVCOMLR:9544:AF668425C8A8,mmulatta_development_LR002117,CALM1,KCNN4,CALM1>>KCNN4,simple,1,1,CALM1>>KCNN4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
EGF,,PLD2,,,,2148,DEVCOMLR:9544:B1FD6242748F,mmulatta_development_LR002118,EGF,PLD2,EGF>>PLD2,simple,1,1,EGF>>PLD2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
HRAS,,GRIN2D,,,,2149,DEVCOMLR:9544:FD97238BC819,mmulatta_development_LR002119,HRAS,GRIN2D,HRAS>>GRIN2D,simple,1,1,HRAS>>GRIN2D,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
IL16,,GRIN2D,,,,2150,DEVCOMLR:9544:B52B9177AA7B,mmulatta_development_LR002120,IL16,GRIN2D,IL16>>GRIN2D,simple,1,1,IL16>>GRIN2D,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
PSEN1,,NOTCH3,,,,2152,DEVCOMLR:9544:39A7D5BA0465,mmulatta_development_LR002121,PSEN1,NOTCH3,PSEN1>>NOTCH3,simple,1,1,PSEN1>>NOTCH3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
THBS2,,NOTCH3,,,,2153,DEVCOMLR:9544:B925D106D102,mmulatta_development_LR002122,THBS2,NOTCH3,THBS2>>NOTCH3,simple,1,1,THBS2>>NOTCH3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
GDF2,,ACVR1,,,,2155,DEVCOMLR:9544:75CD42C5FAF4,mmulatta_development_LR002123,GDF2,ACVR1,GDF2>>ACVR1,simple,1,1,GDF2>>ACVR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,17311849;19996292,17311849;19996292,17311849;19996292,2,2,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
BMP2,,ACVR1,,,,2156,DEVCOMLR:9544:2DEF181B94A2,mmulatta_development_LR002124,BMP2,ACVR1,BMP2>>ACVR1,simple,1,1,BMP2>>ACVR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,28977600,28977600,28977600,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
GDF5,,ACVR1,,,,2157,DEVCOMLR:9544:874417FB3E11,mmulatta_development_LR002125,GDF5,ACVR1,GDF5>>ACVR1,simple,1,1,GDF5>>ACVR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
GPC3,,CD81,,,,2158,DEVCOMLR:9544:0F24120C17E6,mmulatta_development_LR002126,GPC3,CD81,GPC3>>CD81,simple,1,1,GPC3>>CD81,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,23665349,23665349,23665349,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
CD99,,CD81,,,,2159,DEVCOMLR:9544:2B20FD391784,mmulatta_development_LR002127,CD99,CD81,CD99>>CD81,simple,1,1,CD99>>CD81,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
VCAN,,SELP,,,,2160,DEVCOMLR:9544:BBB37106ACE2,mmulatta_development_LR002128,VCAN,SELP,VCAN>>SELP,simple,1,1,VCAN>>SELP,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10950950,10950950,10950950,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
PLAU,,LRP2,,,,2161,DEVCOMLR:9544:170695F0C223,mmulatta_development_LR002129,PLAU,LRP2,PLAU>>LRP2,simple,1,1,PLAU>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7673355;8344937,7673355;8344937,7673355;8344937,2,2,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
AGT,,LRP2,,,,2162,DEVCOMLR:9544:C386E59236DC,mmulatta_development_LR002130,AGT,LRP2,AGT>>LRP2,simple,1,1,AGT>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15467006,15467006,15467006,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
GC,,LRP2,,,,2163,DEVCOMLR:9544:901073DC8A2D,mmulatta_development_LR002131,GC,LRP2,GC>>LRP2,simple,1,1,GC>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,18194670,18194670,18194670,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
AVP,,LRP2,,,,2164,DEVCOMLR:9544:B80CC4EE66B8,mmulatta_development_LR002132,AVP,LRP2,AVP>>LRP2,simple,1,1,AVP>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
ALB,,LRP2,,,,2165,DEVCOMLR:9544:D79933AAD1F6,mmulatta_development_LR002133,ALB,LRP2,ALB>>LRP2,simple,1,1,ALB>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8898021,8898021,8898021,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
APOA2,,LRP2,,,,2166,DEVCOMLR:9544:0039DE369DA8,mmulatta_development_LR002134,APOA2,LRP2,APOA2>>LRP2,simple,1,1,APOA2>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
AGRN,,LRP2,,,,2167,DEVCOMLR:9544:5A2CBC3C0F47,mmulatta_development_LR002135,AGRN,LRP2,AGRN>>LRP2,simple,1,1,AGRN>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
GPC3,,LRP2,,,,2168,DEVCOMLR:9544:7378316A9B6B,mmulatta_development_LR002136,GPC3,LRP2,GPC3>>LRP2,simple,1,1,GPC3>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
TF,,LRP2,,,,2169,DEVCOMLR:9544:9AA3080DC219,mmulatta_development_LR002137,TF,LRP2,TF>>LRP2,simple,1,1,TF>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
INS,,LRP2,,,,2170,DEVCOMLR:9544:CFC7D3DE93A2,mmulatta_development_LR002138,INS,LRP2,INS>>LRP2,simple,1,1,INS>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9773776,9773776,9773776,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
APOA4,,LRP2,,,,2171,DEVCOMLR:9544:72540C385465,mmulatta_development_LR002139,APOA4,LRP2,APOA4>>LRP2,simple,1,1,APOA4>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
EGF,,LRP2,,,,2172,DEVCOMLR:9544:5369CF5D5E9B,mmulatta_development_LR002140,EGF,LRP2,EGF>>LRP2,simple,1,1,EGF>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
HSPG2,,LRP2,,,,2173,DEVCOMLR:9544:B0FD2D1088EB,mmulatta_development_LR002141,HSPG2,LRP2,HSPG2>>LRP2,simple,1,1,HSPG2>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,,,0,,0
LPL,,LRP2,,,,2174,DEVCOMLR:9544:CEFA2677C4A2,mmulatta_development_LR002142,LPL,LRP2,LPL>>LRP2,simple,1,1,LPL>>LRP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7686151,7686151,7686151,1,1,Legacy_native,0,,NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,mmulatta_L_R_develoment.csv,mmulatta,Macaca mulatta,9544,development,legacy_context_member,Inferred,Inferred,0,,0
