L1,L2,R1,R2,R3,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
TGFB2,,TGFBR1,TGFBR2,,1,DEVCOMLR:9913:31DED23DAED8,BOS_development_LR000001,TGFB2,TGFBR1|TGFBR2,TGFB2>>TGFBR1|TGFBR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,0,,,11157754,11157754,1,1,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,1
TGFB3,,TGFBR1,TGFBR2,,2,DEVCOMLR:9913:C4E97AA98BF6,BOS_development_LR000002,TGFB3,TGFBR1|TGFBR2,TGFB3>>TGFBR1|TGFBR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,11850637;12729750,11850637;12729750,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
TGFB2,,ACVR1B,TGFBR2,,3,DEVCOMLR:9913:D2610262157A,BOS_development_LR000003,TGFB2,ACVR1B|TGFBR2,TGFB2>>ACVR1B|TGFBR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,0,,,11157754,11157754,1,1,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,1
TGFB2,,ACVR1C,TGFBR2,,4,DEVCOMLR:9913:6AC8EE4F381D,BOS_development_LR000004,TGFB2,ACVR1C|TGFBR2,TGFB2>>ACVR1C|TGFBR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,0,,,11157754,11157754,1,1,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,1
TGFB3,,ACVR1B,TGFBR2,,5,DEVCOMLR:9913:FFF0535991B3,BOS_development_LR000005,TGFB3,ACVR1B|TGFBR2,TGFB3>>ACVR1B|TGFBR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,0,,,11850637;12729750,11850637;12729750,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,1
TGFB3,,ACVR1C,TGFBR2,,6,DEVCOMLR:9913:A95547F0723E,BOS_development_LR000006,TGFB3,ACVR1C|TGFBR2,TGFB3>>ACVR1C|TGFBR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,0,,,11850637;12729750,11850637;12729750,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,1
TGFB2,,ACVR1,TGFBR1,,7,DEVCOMLR:9913:833D038BDC07,BOS_development_LR000007,TGFB2,ACVR1|TGFBR1,TGFB2>>ACVR1|TGFBR1,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,0,,,21102460,21102460,1,1,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,1
TGFB3,,ACVR1,TGFBR1,,8,DEVCOMLR:9913:2F917BC8F717,BOS_development_LR000008,TGFB3,ACVR1|TGFBR1,TGFB3>>ACVR1|TGFBR1,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,11850637;29376829,11850637;29376829,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP2,,BMPR1A,ACVR2A,,9,DEVCOMLR:9913:A2D82FA47029,BOS_development_LR000009,BMP2,ACVR2A|BMPR1A,BMP2>>ACVR2A|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,9748228;10692589;10712517;10881198;15064755;19735544;19956691;21702718,9748228;10692589;10712517;10881198;15064755;19735544;19956691;21702718,8,8,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP2,,BMPR1A,ACVR2B,,10,DEVCOMLR:9913:5372E553F298,BOS_development_LR000010,BMP2,ACVR2B|BMPR1A,BMP2>>ACVR2B|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,9748228;10692589;10712517;10881198;15064755;19735544;19956691;21702718,9748228;10692589;10712517;10881198;15064755;19735544;19956691;21702718,8,8,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP2,,BMPR1A,BMPR2,,11,DEVCOMLR:9913:EB1BB7791275,BOS_development_LR000011,BMP2,BMPR1A|BMPR2,BMP2>>BMPR1A|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,7791754;9748228;10692589;10712517;10880444;10881198;15064755;19735544;19956691;21702718,7791754;9748228;10692589;10712517;10880444;10881198;15064755;19735544;19956691;21702718,10,10,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP2,,BMPR1B,ACVR2A,,12,DEVCOMLR:9913:D1585B7025E2,BOS_development_LR000012,BMP2,ACVR2A|BMPR1B,BMP2>>ACVR2A|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,7811286;9748228;9872992;10712517;19735544;19956691;21702718,7811286;9748228;9872992;10712517;19735544;19956691;21702718,7,7,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP2,,BMPR1B,ACVR2B,,13,DEVCOMLR:9913:EF50BAF1D64D,BOS_development_LR000013,BMP2,ACVR2B|BMPR1B,BMP2>>ACVR2B|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,7811286;9748228;9872992;10712517;19735544;19956691;21702718,7811286;9748228;9872992;10712517;19735544;19956691;21702718,7,7,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP2,,BMPR1B,BMPR2,,14,DEVCOMLR:9913:AA70E4F8CE37,BOS_development_LR000014,BMP2,BMPR1B|BMPR2,BMP2>>BMPR1B|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,7791754;7811286;9748228;9872992;10712517;10880444;19735544;19956691;21702718,7791754;7811286;9748228;9872992;10712517;10880444;19735544;19956691;21702718,9,9,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF5,,BMPR1A,ACVR2A,,15,DEVCOMLR:9913:D116E874BB12,BOS_development_LR000015,GDF5,ACVR2A|BMPR1A,GDF5>>ACVR2A|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,8702914;9525338;19956691,8702914;9525338;19956691,3,3,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF5,,BMPR1A,ACVR2B,,16,DEVCOMLR:9913:E196AACE448E,BOS_development_LR000016,GDF5,ACVR2B|BMPR1A,GDF5>>ACVR2B|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,8702914;9525338;19735544;19956691,8702914;9525338;19735544;19956691,4,4,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF5,,BMPR1A,BMPR2,,17,DEVCOMLR:9913:35BFAC0A2E2E,BOS_development_LR000017,GDF5,BMPR1A|BMPR2,GDF5>>BMPR1A|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,8702914;9525338;19956691,8702914;9525338;19956691,3,3,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF5,,BMPR1B,ACVR2A,,18,DEVCOMLR:9913:90D7E779950E,BOS_development_LR000018,GDF5,ACVR2A|BMPR1B,GDF5>>ACVR2A|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,8702914;11282024;15569154;19735544;19956691,8702914;11282024;15569154;19735544;19956691,5,5,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF5,,BMPR1B,ACVR2B,,19,DEVCOMLR:9913:89CC2AB893D9,BOS_development_LR000019,GDF5,ACVR2B|BMPR1B,GDF5>>ACVR2B|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,8702914;11282024;15569154;19735544;19956691,8702914;11282024;15569154;19735544;19956691,5,5,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF5,,BMPR1B,BMPR2,,20,DEVCOMLR:9913:E1A0E0F042C9,BOS_development_LR000020,GDF5,BMPR1B|BMPR2,GDF5>>BMPR1B|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,8702914;9525338;11282024;15569154;19735544;19956691,8702914;9525338;11282024;15569154;19735544;19956691,6,6,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF6,,BMPR1A,ACVR2A,,21,DEVCOMLR:9913:AF284C5F986D,BOS_development_LR000021,GDF6,ACVR2A|BMPR1A,GDF6>>ACVR2A|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,16049014;21702718,16049014;21702718,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF6,,BMPR1A,ACVR2B,,22,DEVCOMLR:9913:D0E63797C127,BOS_development_LR000022,GDF6,ACVR2B|BMPR1A,GDF6>>ACVR2B|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,16049014;21702718,16049014;21702718,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF6,,BMPR1A,BMPR2,,23,DEVCOMLR:9913:8EA7AE537C25,BOS_development_LR000023,GDF6,BMPR1A|BMPR2,GDF6>>BMPR1A|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,9525338;16049014;21702718,9525338;16049014;21702718,3,3,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF6,,BMPR1B,ACVR2A,,24,DEVCOMLR:9913:16AAD1190601,BOS_development_LR000024,GDF6,ACVR2A|BMPR1B,GDF6>>ACVR2A|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,9525338;16049014;21702718,9525338;16049014;21702718,3,3,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF6,,BMPR1B,ACVR2B,,25,DEVCOMLR:9913:2A52AE49C9AD,BOS_development_LR000025,GDF6,ACVR2B|BMPR1B,GDF6>>ACVR2B|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,9525338;16049014;21702718,9525338;16049014;21702718,3,3,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF6,,BMPR1B,BMPR2,,26,DEVCOMLR:9913:73B865FC2F80,BOS_development_LR000026,GDF6,BMPR1B|BMPR2,GDF6>>BMPR1B|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,9525338;16049014;21702718,9525338;16049014;21702718,3,3,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF7,,BMPR1A,ACVR2A,,27,DEVCOMLR:9913:6ED455BB9B02,BOS_development_LR000027,GDF7,ACVR2A|BMPR1A,GDF7>>ACVR2A|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,16049014;21702718,16049014;21702718,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF7,,BMPR1A,ACVR2B,,28,DEVCOMLR:9913:5D4B9C981F30,BOS_development_LR000028,GDF7,ACVR2B|BMPR1A,GDF7>>ACVR2B|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,16049014;21702718,16049014;21702718,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF7,,BMPR1A,BMPR2,,29,DEVCOMLR:9913:13EEC6877B87,BOS_development_LR000029,GDF7,BMPR1A|BMPR2,GDF7>>BMPR1A|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,16049014;21702718,16049014;21702718,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF7,,BMPR1B,ACVR2A,,30,DEVCOMLR:9913:218C88D78A1F,BOS_development_LR000030,GDF7,ACVR2A|BMPR1B,GDF7>>ACVR2A|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,16049014;21702718,16049014;21702718,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF7,,BMPR1B,ACVR2B,,31,DEVCOMLR:9913:7D009021F65F,BOS_development_LR000031,GDF7,ACVR2B|BMPR1B,GDF7>>ACVR2B|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,16049014;21702718,16049014;21702718,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
GDF7,,BMPR1B,BMPR2,,32,DEVCOMLR:9913:91270F9DC98A,BOS_development_LR000032,GDF7,BMPR1B|BMPR2,GDF7>>BMPR1B|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,16049014;21702718,16049014;21702718,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP5,,ACVR1,ACVR2A,,34,DEVCOMLR:9913:DF55EBD7E9B3,BOS_development_LR000033,BMP5,ACVR1|ACVR2A,BMP5>>ACVR1|ACVR2A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP5,,ACVR1,ACVR2B,,35,DEVCOMLR:9913:8D2D3F4CA7A2,BOS_development_LR000034,BMP5,ACVR1|ACVR2B,BMP5>>ACVR1|ACVR2B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP5,,ACVR1,BMPR2,,36,DEVCOMLR:9913:086D86152861,BOS_development_LR000035,BMP5,ACVR1|BMPR2,BMP5>>ACVR1|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP5,,BMPR1A,ACVR2A,,37,DEVCOMLR:9913:C9BAA88E04FE,BOS_development_LR000036,BMP5,ACVR2A|BMPR1A,BMP5>>ACVR2A|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP5,,BMPR1A,ACVR2B,,38,DEVCOMLR:9913:E85584600D20,BOS_development_LR000037,BMP5,ACVR2B|BMPR1A,BMP5>>ACVR2B|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP5,,BMPR1A,BMPR2,,39,DEVCOMLR:9913:6AF89D57292A,BOS_development_LR000038,BMP5,BMPR1A|BMPR2,BMP5>>BMPR1A|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP5,,BMPR1B,ACVR2A,,40,DEVCOMLR:9913:F876141A526E,BOS_development_LR000039,BMP5,ACVR2A|BMPR1B,BMP5>>ACVR2A|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP5,,BMPR1B,ACVR2B,,41,DEVCOMLR:9913:21757C3D7B1C,BOS_development_LR000040,BMP5,ACVR2B|BMPR1B,BMP5>>ACVR2B|BMPR1B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP5,,BMPR1B,BMPR2,,42,DEVCOMLR:9913:D2B8207C74B0,BOS_development_LR000041,BMP5,BMPR1B|BMPR2,BMP5>>BMPR1B|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,0
BMP6,,ACVR1,ACVR2A,,43,DEVCOMLR:9913:B1C7FDAEF5D8,BOS_development_LR000042,BMP6,ACVR1|ACVR2A,BMP6>>ACVR1|ACVR2A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,10504300,10504300,1,1,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP6,,ACVR1,ACVR2B,,44,DEVCOMLR:9913:A8798C39A03A,BOS_development_LR000043,BMP6,ACVR1|ACVR2B,BMP6>>ACVR1|ACVR2B,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,10504300,10504300,1,1,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP6,,ACVR1,BMPR2,,45,DEVCOMLR:9913:69D0887E765B,BOS_development_LR000044,BMP6,ACVR1|BMPR2,BMP6>>ACVR1|BMPR2,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,10504300,10504300,1,1,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP6,,BMPR1A,ACVR2A,,46,DEVCOMLR:9913:CD58A9395DA5,BOS_development_LR000045,BMP6,ACVR2A|BMPR1A,BMP6>>ACVR2A|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,10504300;11401330,10504300;11401330,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
BMP6,,BMPR1A,ACVR2B,,47,DEVCOMLR:9913:34806E871F26,BOS_development_LR000046,BMP6,ACVR2B|BMPR1A,BMP6>>ACVR2B|BMPR1A,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,component_support,1,1,,,10504300;11401330,10504300;11401330,2,2,Legacy_native,0,,,1,unresolved_legacy,0,0,component_only_support;unresolved_provenance;complex_interaction;dominant_complex,,1,development,BOS_L_R_developmen.csv,BOS,Bos taurus,9913,development,legacy_context_member,,,0,,2
