L1,R1,R2,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
FGF2,SDC4,,1523,DEVCOMLR:9940:C5C738A7DC3B,sheep_development_LR001500,FGF2,SDC4,FGF2>>SDC4,simple,1,1,FGF2>>SDC4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8621465;15226297,8621465;15226297,8621465;15226297,2,2,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF2,SDC3,,1524,DEVCOMLR:9940:227E2D0F97BC,sheep_development_LR001501,FGF2,SDC3,FGF2>>SDC3,simple,1,1,FGF2>>SDC3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8344959,8344959,8344959,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF2,SDC1,,1525,DEVCOMLR:9940:5F6B87D63CD1,sheep_development_LR001502,FGF2,SDC1,FGF2>>SDC1,simple,1,1,FGF2>>SDC1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15226297;16982797,15226297;16982797,15226297;16982797,2,2,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF2,NRP1,,1526,DEVCOMLR:9940:DD44ACB56EF9,sheep_development_LR001503,FGF2,NRP1,FGF2>>NRP1,simple,1,1,FGF2>>NRP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15695515,15695515,15695515,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF2,GPC4,,1527,DEVCOMLR:9940:75AC5230FCCE,sheep_development_LR001504,FGF2,GPC4,FGF2>>GPC4,simple,1,1,FGF2>>GPC4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11066092,11066092,11066092,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF2,FGFRL1,,1528,DEVCOMLR:9940:68C01372EF4A,sheep_development_LR001505,FGF2,FGFRL1,FGF2>>FGFRL1,simple,1,1,FGF2>>FGFRL1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11418238,11418238,11418238,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF2,FGFR3,,1529,DEVCOMLR:9940:5D9E9A9ECA75,sheep_development_LR001506,FGF2,FGFR3,FGF2>>FGFR3,simple,1,1,FGF2>>FGFR3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10574949;21894939,10574949;21894939,10574949;21894939,2,2,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF2,FGFR2,,1530,DEVCOMLR:9940:29C6697F95E8,sheep_development_LR001507,FGF2,FGFR2,FGF2>>FGFR2,simple,1,1,FGF2>>FGFR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10950949,10950949,10950949,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF8,FGFR3,,1532,DEVCOMLR:9940:F981F2D1B821,sheep_development_LR001508,FGF8,FGFR3,FGF8>>FGFR3,simple,1,1,FGF8>>FGFR3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8663044;10574949;16597617,8663044;10574949;16597617,8663044;10574949;16597617,3,3,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF8,FGFR2,,1533,DEVCOMLR:9940:F317AA001C8C,sheep_development_LR001509,FGF8,FGFR2,FGF8>>FGFR2,simple,1,1,FGF8>>FGFR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8663044;16597617,8663044;16597617,8663044;16597617,2,2,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF7,NRP1,,1534,DEVCOMLR:9940:481E6556793D,sheep_development_LR001510,FGF7,NRP1,FGF7>>NRP1,simple,1,1,FGF7>>NRP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15695515,15695515,15695515,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF7,FGFR2,,1535,DEVCOMLR:9940:CF7C849EF4F7,sheep_development_LR001511,FGF7,FGFR2,FGF7>>FGFR2,simple,1,1,FGF7>>FGFR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7687739;16597617,7687739;16597617,7687739;16597617,2,2,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF6,FGFR3,,1536,DEVCOMLR:9940:B2AE70F945FB,sheep_development_LR001512,FGF6,FGFR3,FGF6>>FGFR3,simple,1,1,FGF6>>FGFR3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8663044,8663044,8663044,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF6,FGFR2,,1537,DEVCOMLR:9940:E98B271F5423,sheep_development_LR001513,FGF6,FGFR2,FGF6>>FGFR2,simple,1,1,FGF6>>FGFR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8663044,8663044,8663044,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF5,FGFR3,,1538,DEVCOMLR:9940:158B25E7F430,sheep_development_LR001514,FGF5,FGFR3,FGF5>>FGFR3,simple,1,1,FGF5>>FGFR3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8663044,8663044,8663044,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF5,FGFR2,,1539,DEVCOMLR:9940:9601E02E9341,sheep_development_LR001515,FGF5,FGFR2,FGF5>>FGFR2,simple,1,1,FGF5>>FGFR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8386828;8663044;38637504,8386828;8663044;38637504,8386828;8663044;38637504,3,3,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF4,NRP1,,1540,DEVCOMLR:9940:0F831F6D7BF4,sheep_development_LR001516,FGF4,NRP1,FGF4>>NRP1,simple,1,1,FGF4>>NRP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15695515,15695515,15695515,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,COL13A1,,1541,DEVCOMLR:9940:42E16E125386,sheep_development_LR001517,FN1,COL13A1,FN1>>COL13A1,simple,1,1,FN1>>COL13A1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11956183,11956183,11956183,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,CD44,,1542,DEVCOMLR:9940:0136ABBFE7AA,sheep_development_LR001518,FN1,CD44,FN1>>CD44,simple,1,1,FN1>>CD44,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1730778,1730778,1730778,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FLT3LG,FLT3,,1543,DEVCOMLR:9940:563FCDC4CF85,sheep_development_LR001519,FLT3LG,FLT3,FLT3LG>>FLT3,simple,1,1,FLT3LG>>FLT3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7505204;9651358;15147956,7505204;9651358;15147956,7505204;9651358;15147956,3,3,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
VEGFD,NRP2,,1544,DEVCOMLR:9940:98652B8C2BB8,sheep_development_LR001520,VEGFD,NRP2,VEGFD>>NRP2,simple,1,1,VEGFD>>NRP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,16816121,16816121,16816121,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
VEGFD,KDR,,1545,DEVCOMLR:9940:306A8FCE8ECE,sheep_development_LR001521,VEGFD,KDR,VEGFD>>KDR,simple,1,1,VEGFD>>KDR,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9435229,9435229,9435229,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
VEGFD,ITGB1,,1546,DEVCOMLR:9940:BB064F1F2FEB,sheep_development_LR001522,VEGFD,ITGB1,VEGFD>>ITGB1,simple,1,1,VEGFD>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15590642,15590642,15590642,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
VEGFD,ITGA9,,1547,DEVCOMLR:9940:7B4EFC0DF02C,sheep_development_LR001523,VEGFD,ITGA9,VEGFD>>ITGA9,simple,1,1,VEGFD>>ITGA9,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15590642,15590642,15590642,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
VEGFD,FLT4,,1548,DEVCOMLR:9940:E18F05450470,sheep_development_LR001524,VEGFD,FLT4,VEGFD>>FLT4,simple,1,1,VEGFD>>FLT4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9435229;21148085,9435229;21148085,9435229;21148085,2,2,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGG,ITGA2B,,1549,DEVCOMLR:9940:2A8D7BA318A0,sheep_development_LR001525,FGG,ITGA2B,FGG>>ITGA2B,simple,1,1,FGG>>ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,2018974;15031111;15378069;18710925;23551977;26631735,2018974;15031111;15378069;18710925;23551977;26631735,2018974;15031111;15378069;18710925;23551977;26631735,6,6,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF9,FGFR3,,1550,DEVCOMLR:9940:E0F41FFC7A13,sheep_development_LR001526,FGF9,FGFR3,FGF9>>FGFR3,simple,1,1,FGF9>>FGFR3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8576175;8663044;10574949;15231666;16597617,8576175;8663044;10574949;15231666;16597617,8576175;8663044;10574949;15231666;16597617,5,5,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FGF9,FGFR2,,1551,DEVCOMLR:9940:934E3343D2C7,sheep_development_LR001527,FGF9,FGFR2,FGF9>>FGFR2,simple,1,1,FGF9>>FGFR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8576175;8663044;16597617,8576175;8663044;16597617,8576175;8663044;16597617,3,3,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,TSHR,,1552,DEVCOMLR:9940:C7F6F18B6655,sheep_development_LR001528,FN1,TSHR,FN1>>TSHR,simple,1,1,FN1>>TSHR,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11981027,11981027,11981027,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,SDC2,,1553,DEVCOMLR:9940:E0C4B676A5D7,sheep_development_LR001529,FN1,SDC2,FN1>>SDC2,simple,1,1,FN1>>SDC2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10772816,10772816,10772816,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,MAG,,1554,DEVCOMLR:9940:A1E4F28CD708,sheep_development_LR001530,FN1,MAG,FN1>>MAG,simple,1,1,FN1>>MAG,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11423128,11423128,11423128,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGB8,,1555,DEVCOMLR:9940:FBC02594905D,sheep_development_LR001531,FN1,ITGB8,FN1>>ITGB8,simple,1,1,FN1>>ITGB8,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7542940,7542940,7542940,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGB7,,1556,DEVCOMLR:9940:9C7924210D0D,sheep_development_LR001532,FN1,ITGB7,FN1>>ITGB7,simple,1,1,FN1>>ITGB7,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1372909,1372909,1372909,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGB6,,1557,DEVCOMLR:9940:20FA680E73F4,sheep_development_LR001533,FN1,ITGB6,FN1>>ITGB6,simple,1,1,FN1>>ITGB6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1532572,1532572,1532572,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGB3,,1558,DEVCOMLR:9940:F94D1119D53F,sheep_development_LR001534,FN1,ITGB3,FN1>>ITGB3,simple,1,1,FN1>>ITGB3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15031111;26631735;28092265,15031111;26631735;28092265,15031111;26631735;28092265,3,3,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGB1,,1559,DEVCOMLR:9940:47C577DA132F,sheep_development_LR001535,FN1,ITGB1,FN1>>ITGB1,simple,1,1,FN1>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,18599809;26318455;33962943;36812915,18599809;26318455;33962943;36812915,18599809;26318455;33962943;36812915,4,4,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGAV,,1560,DEVCOMLR:9940:AD4BB52FF04D,sheep_development_LR001536,FN1,ITGAV,FN1>>ITGAV,simple,1,1,FN1>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1693626;15031111;18599809;33141174,1693626;15031111;18599809;33141174,1693626;15031111;18599809;33141174,4,4,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGA9,,1561,DEVCOMLR:9940:D6BCE5F6D62A,sheep_development_LR001537,FN1,ITGA9,FN1>>ITGA9,simple,1,1,FN1>>ITGA9,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11839764,11839764,11839764,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGA8,,1562,DEVCOMLR:9940:493A3F94BFD2,sheep_development_LR001538,FN1,ITGA8,FN1>>ITGA8,simple,1,1,FN1>>ITGA8,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7559467;7626807,7559467;7626807,7559467;7626807,2,2,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGA5,,1563,DEVCOMLR:9940:693555F25208,sheep_development_LR001539,FN1,ITGA5,FN1>>ITGA5,simple,1,1,FN1>>ITGA5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9211865;36812915,9211865;36812915,9211865;36812915,2,2,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGA4,,1564,DEVCOMLR:9940:A59B049EAF56,sheep_development_LR001540,FN1,ITGA4,FN1>>ITGA4,simple,1,1,FN1>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9117345,9117345,9117345,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGA3,,1565,DEVCOMLR:9940:5D40F2E4ABA7,sheep_development_LR001541,FN1,ITGA3,FN1>>ITGA3,simple,1,1,FN1>>ITGA3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,26318455,26318455,26318455,1,1,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
FN1,ITGA2B,,1566,DEVCOMLR:9940:24AA74E0D71D,sheep_development_LR001542,FN1,ITGA2B,FN1>>ITGA2B,simple,1,1,FN1>>ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8663002;15031111;26631735,8663002;15031111;26631735,8663002;15031111;26631735,3,3,Orthology_inferred,0,,VGNC/NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,sheep,Ovis aries,9940,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
