L1,R1,R2,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
LOC509956,VCAM1,,848,DEVCOMLR:9940:58AEF7607291,sheep_development_LR000848,LOC509956,VCAM1,LOC509956>>VCAM1,simple,1,1,LOC509956>>VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
AGRN,NCAM1,,849,DEVCOMLR:9940:582C4F0191EA,sheep_development_LR000849,AGRN,NCAM1,AGRN>>NCAM1,simple,1,1,AGRN>>NCAM1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8807193,8807193,8807193,1,1,Legacy_native,0,,VGNC/NCBI/Ensembl_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,Inferred,Inferred,0,,0
PLG,CDH1,,850,DEVCOMLR:9940:3AFB4E76F048,sheep_development_LR000850,PLG,CDH1,PLG>>CDH1,simple,1,1,PLG>>CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
COL1A1,MAG,,851,DEVCOMLR:9940:5B080EA30EFD,sheep_development_LR000851,COL1A1,MAG,COL1A1>>MAG,simple,1,1,COL1A1>>MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
COL4A1,NCAM1,,852,DEVCOMLR:9940:5A481723523B,sheep_development_LR000852,COL4A1,NCAM1,COL4A1>>NCAM1,simple,1,1,COL4A1>>NCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
COL4A1,MAG,,853,DEVCOMLR:9940:1AD921196725,sheep_development_LR000853,COL4A1,MAG,COL4A1>>MAG,simple,1,1,COL4A1>>MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
APOE,VCAM1,,854,DEVCOMLR:9940:34E9CDD29DF4,sheep_development_LR000854,APOE,VCAM1,APOE>>VCAM1,simple,1,1,APOE>>VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
APOE,LOC534578,,855,DEVCOMLR:9940:81C77913DDDB,sheep_development_LR000855,APOE,LOC534578,APOE>>LOC534578,simple,1,1,APOE>>LOC534578,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ANXA1,ITGA4,,856,DEVCOMLR:9940:0A7A5731BCC0,sheep_development_LR000856,ANXA1,ITGA4,ANXA1>>ITGA4,simple,1,1,ANXA1>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ANXA1,VCAM1,,857,DEVCOMLR:9940:EA99F89BED30,sheep_development_LR000857,ANXA1,VCAM1,ANXA1>>VCAM1,simple,1,1,ANXA1>>VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ANXA1,LOC534578,,858,DEVCOMLR:9940:A7FB00F38E6A,sheep_development_LR000858,ANXA1,LOC534578,ANXA1>>LOC534578,simple,1,1,ANXA1>>LOC534578,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
APP,NCAM1,,859,DEVCOMLR:9940:9EE3C2D4A332,sheep_development_LR000859,APP,NCAM1,APP>>NCAM1,simple,1,1,APP>>NCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
APP,MAG,,860,DEVCOMLR:9940:E79BDB82D109,sheep_development_LR000860,APP,MAG,APP>>MAG,simple,1,1,APP>>MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
APP,CNTN1,,861,DEVCOMLR:9940:6AF6503525DB,sheep_development_LR000861,APP,CNTN1,APP>>CNTN1,simple,1,1,APP>>CNTN1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
LAMB1,L1CAM,,862,DEVCOMLR:9940:55FFC58F9608,sheep_development_LR000862,LAMB1,L1CAM,LAMB1>>L1CAM,simple,1,1,LAMB1>>L1CAM,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
FGF2,GLG1,,863,DEVCOMLR:9940:E469ADBBAE3E,sheep_development_LR000863,FGF2,GLG1,FGF2>>GLG1,simple,1,1,FGF2>>GLG1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
GSTP1,ITGA4,,864,DEVCOMLR:9940:6B1F3075DD80,sheep_development_LR000864,GSTP1,ITGA4,GSTP1>>ITGA4,simple,1,1,GSTP1>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
LAMA1,L1CAM,,865,DEVCOMLR:9940:D35EA6E9AAB9,sheep_development_LR000865,LAMA1,L1CAM,LAMA1>>L1CAM,simple,1,1,LAMA1>>L1CAM,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
IL13,VCAM1,,866,DEVCOMLR:9940:B931599FA178,sheep_development_LR000866,IL13,VCAM1,IL13>>VCAM1,simple,1,1,IL13>>VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
EFNB1,CD99,,867,DEVCOMLR:9940:87CBC7E3A03F,sheep_development_LR000867,EFNB1,CD99,EFNB1>>CD99,simple,1,1,EFNB1>>CD99,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
RTN4,CD99,,868,DEVCOMLR:9940:3EFEC20775DE,sheep_development_LR000868,RTN4,CD99,RTN4>>CD99,simple,1,1,RTN4>>CD99,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
CX3CL1,ITGB1,,869,DEVCOMLR:9940:521CA0A52505,sheep_development_LR000869,CX3CL1,ITGB1,CX3CL1>>ITGB1,simple,1,1,CX3CL1>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
CX3CL1,ITGB2,,870,DEVCOMLR:9940:AB2107CF39DD,sheep_development_LR000870,CX3CL1,ITGB2,CX3CL1>>ITGB2,simple,1,1,CX3CL1>>ITGB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
PSEN1,CDH1,,871,DEVCOMLR:9940:A0A67CA733D3,sheep_development_LR000871,PSEN1,CDH1,PSEN1>>CDH1,simple,1,1,PSEN1>>CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
PVR,CDH1,,872,DEVCOMLR:9940:0DA5518B7247,sheep_development_LR000872,PVR,CDH1,PVR>>CDH1,simple,1,1,PVR>>CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
CCL5,CDH1,,873,DEVCOMLR:9940:6503BBC82601,sheep_development_LR000873,CCL5,CDH1,CCL5>>CDH1,simple,1,1,CCL5>>CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
RPS19,ICAM1,,874,DEVCOMLR:9940:CB17993C4042,sheep_development_LR000874,RPS19,ICAM1,RPS19>>ICAM1,simple,1,1,RPS19>>ICAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
HSP90B1,ITGB1,,875,DEVCOMLR:9940:55CF0AF9CCC2,sheep_development_LR000875,HSP90B1,ITGB1,HSP90B1>>ITGB1,simple,1,1,HSP90B1>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
MMP9,ITGB1,,876,DEVCOMLR:9940:8EB3231B971E,sheep_development_LR000876,MMP9,ITGB1,MMP9>>ITGB1,simple,1,1,MMP9>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
VEGFB,ITGB1,,877,DEVCOMLR:9940:0D2E7E370E12,sheep_development_LR000877,VEGFB,ITGB1,VEGFB>>ITGB1,simple,1,1,VEGFB>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
PSEN1,ITGB1,,878,DEVCOMLR:9940:E2F84BD8F5AE,sheep_development_LR000878,PSEN1,ITGB1,PSEN1>>ITGB1,simple,1,1,PSEN1>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
LTB,ITGB1,,879,DEVCOMLR:9940:0FB36C5A62BF,sheep_development_LR000879,LTB,ITGB1,LTB>>ITGB1,simple,1,1,LTB>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
TNFSF13B,ITGB1,,880,DEVCOMLR:9940:DC6B5CEF4350,sheep_development_LR000880,TNFSF13B,ITGB1,TNFSF13B>>ITGB1,simple,1,1,TNFSF13B>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
MMP9,CDH1,,881,DEVCOMLR:9940:17D15D217E21,sheep_development_LR000881,MMP9,CDH1,MMP9>>CDH1,simple,1,1,MMP9>>CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ADAM15,CDH1,,882,DEVCOMLR:9940:E997166346F3,sheep_development_LR000882,ADAM15,CDH1,ADAM15>>CDH1,simple,1,1,ADAM15>>CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
MDK,NCAM1,,883,DEVCOMLR:9940:AF3C7F078263,sheep_development_LR000883,MDK,NCAM1,MDK>>NCAM1,simple,1,1,MDK>>NCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
TNFSF9,LOC616254,,884,DEVCOMLR:9940:8A04A6700801,sheep_development_LR000884,TNFSF9,LOC616254,TNFSF9>>LOC616254,simple,1,1,TNFSF9>>LOC616254,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
TNFSF9,LOC100140873,,885,DEVCOMLR:9940:1C7EBF514CBC,sheep_development_LR000885,TNFSF9,LOC100140873,TNFSF9>>LOC100140873,simple,1,1,TNFSF9>>LOC100140873,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
RPS19,ITGA4,,886,DEVCOMLR:9940:BBDBD02FFCED,sheep_development_LR000886,RPS19,ITGA4,RPS19>>ITGA4,simple,1,1,RPS19>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
COPA,ITGA4,,887,DEVCOMLR:9940:F6E2B2D20178,sheep_development_LR000887,COPA,ITGA4,COPA>>ITGA4,simple,1,1,COPA>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
YARS,ITGA4,,888,DEVCOMLR:9940:9B3C48267CF3,sheep_development_LR000888,YARS,ITGA4,YARS>>ITGA4,simple,1,1,YARS>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ARF1,ITGA4,,889,DEVCOMLR:9940:77ED57A871F0,sheep_development_LR000889,ARF1,ITGA4,ARF1>>ITGA4,simple,1,1,ARF1>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
RPS19,VCAM1,,890,DEVCOMLR:9940:B80F4A2A5C08,sheep_development_LR000890,RPS19,VCAM1,RPS19>>VCAM1,simple,1,1,RPS19>>VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
COPA,VCAM1,,891,DEVCOMLR:9940:69C055984EF6,sheep_development_LR000891,COPA,VCAM1,COPA>>VCAM1,simple,1,1,COPA>>VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
YARS,VCAM1,,892,DEVCOMLR:9940:E005D9CFBC9B,sheep_development_LR000892,YARS,VCAM1,YARS>>VCAM1,simple,1,1,YARS>>VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
RPS19,LOC534578,,893,DEVCOMLR:9940:8AD9DF6BEAF4,sheep_development_LR000893,RPS19,LOC534578,RPS19>>LOC534578,simple,1,1,RPS19>>LOC534578,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
COPA,LOC534578,,894,DEVCOMLR:9940:354F7443D539,sheep_development_LR000894,COPA,LOC534578,COPA>>LOC534578,simple,1,1,COPA>>LOC534578,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
YARS,LOC534578,,895,DEVCOMLR:9940:08461C8752FC,sheep_development_LR000895,YARS,LOC534578,YARS>>LOC534578,simple,1,1,YARS>>LOC534578,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
PTPRC,MET,,896,DEVCOMLR:9940:89DCAA3230DA,sheep_development_LR000896,PTPRC,MET,PTPRC>>MET,simple,1,1,PTPRC>>MET,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ITGB1,DAG1,,897,DEVCOMLR:9940:DA55006B7599,sheep_development_LR000897,ITGB1,DAG1,ITGB1>>DAG1,simple,1,1,ITGB1>>DAG1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ITGB1,CD36,,898,DEVCOMLR:9940:3F4A089539F2,sheep_development_LR000898,ITGB1,CD36,ITGB1>>CD36,simple,1,1,ITGB1>>CD36,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ITGB1,PLAUR,,899,DEVCOMLR:9940:73EB9B3CB3E4,sheep_development_LR000899,ITGB1,PLAUR,ITGB1>>PLAUR,simple,1,1,ITGB1>>PLAUR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ITGB1,CD47,,900,DEVCOMLR:9940:352C848E0428,sheep_development_LR000900,ITGB1,CD47,ITGB1>>CD47,simple,1,1,ITGB1>>CD47,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ITGB1,ITGAV,,901,DEVCOMLR:9940:5A7A620233A6,sheep_development_LR000901,ITGB1,ITGAV,ITGB1>>ITGAV,simple,1,1,ITGB1>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ITGB2,PLAUR,,902,DEVCOMLR:9940:3D3DEF2E2905,sheep_development_LR000902,ITGB2,PLAUR,ITGB2>>PLAUR,simple,1,1,ITGB2>>PLAUR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
ITGA4,CD44,,903,DEVCOMLR:9940:82D6D46369D1,sheep_development_LR000903,ITGA4,CD44,ITGA4>>CD44,simple,1,1,ITGA4>>CD44,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
CDH2,FGFR4,,904,DEVCOMLR:9940:7D8A718B448E,sheep_development_LR000904,CDH2,FGFR4,CDH2>>FGFR4,simple,1,1,CDH2>>FGFR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,sheep_L-R-develoment.csv,sheep,Ovis aries,9940,development,legacy_context_member,,,0,,0
