from,to
Edn1,Myl9
Kit,Hck
Flt1,Hck
Cd4,Hck
Hsd17b3,Tm9sf4
F3,Tm9sf4
Dnmt3l,Tm9sf4
Bgn,Samhd1
Hif1a,Samhd1
Eng,Kif3b
Dcaf13,Nop56
Tbr1,Nop56
Amot,Nop56
Dnmt1,Nop56
Egln1,Nop56
Hyou1,Nop56
Acta2,Nop56
Hspa5,Nop56
Ppp2ca,Idh3b
Hif1a,Idh3b
Hspa5,Idh3b
Acta2,Idh3b
Hyou1,Idh3b
Ldha,Idh3b
Dnmt1,Idh3b
Atp6ap2,Idh3b
Tbr1,Idh3b
Cul1,Idh3b
Amot,Idh3b
Pdk1,Idh3b
Egln1,Idh3b
Hspa5,Mapre1
Ppp2ca,Mapre1
Adh5,Snta1
Aqp4,Snta1
Edn1,Snta1
Nos1,Snta1
Mtor,Tti1
Cd274,Tti1
Igf1,E2f1
Hsd17b1,E2f1
Sirt1,E2f1
Cul1,E2f1
Bak1,E2f1
Dnmt1,E2f1
Epas1,E2f1
Hmgb1,E2f1
Atf4,E2f1
Vegfa,E2f1
Hmox1,E2f1
Cnr1,E2f1
Hif1a,E2f1
Prl2c5,E2f1
Prl7b1,E2f1
Prl3b1,E2f1
Ccng2,E2f1
Prl8a2,E2f1
Prl2c2,E2f1
Prl3d1,E2f1
Mtor,Rprd1b
Slc2a1,Rprd1b
Hspa5,Rprd1b
Serpinh1,Rprd1b
Ldha,Rprd1b
Serpinh1,Chmp4b
Hyou1,Slc32a1
Egln1,Slc32a1
Tbr1,Slc32a1
Vegfa,Slc32a1
Amot,Slc32a1
Dnmt1,Slc32a1
Hspa5,Slc32a1
Pou6f2,Cst3
Ighg2b,Cst3
Gcn1l1,Cst3
Tgfb1,Cst3
Peg3,Cst3
Dgkg,Cst3
Dmd,Cst3
Tln2,Cst3
Hp,Cst3
Lsm3,Cst3
Agpat1,Cst3
Palb2,Cst3
Ighg3,Cst3
Cts7,Cst3
Snapc5,Cst3
Mt3,Cst3
Cts8,Cst3
Umod,Cst3
BC051665,Cst3
Krt6b,Cst3
Stc1,Cst3
Slc1a5,Cst3
Ighg1,Cst3
Jarid2,Cst3
Ap4e1,Cst3
Oasl1,Cst3
Trappc8,Cst3
Scaf1,Cst3
Shroom3,Cst3
Dbp,Cst3
Cckbr,Cst3
Irf2,Cst3
Apoe,Cst3
Setx,Cst3
Derl1,Cst3
Krt10,Cst3
Pon1,Cst3
Aplp2,Cst3
Ldb3,Cst3
Ddx31,Cst3
Ap1m1,Cst3
Spag4,Cst3
Lrba,Cst3
Ranbp3,Cst3
Cstb,Cst3
Gjc2,Cst3
Cdc45,Cst3
C4b,Cst3
Krt9,Cst3
Krt6a,Cst3
Grap2,Cst3
Fam20a,Cst3
Ctsb,Cst3
Gm5414,Cst3
Obsl1,Cst3
Thrap3,Cst3
Ctsr,Cst3
Krt1,Cst3
Eya1,Cst3
Fga,Cst3
Ctsd,Cst3
Etv3,Cst3
Scn5a,Cst3
Cables1,Cst3
Ctsj,Cst3
Ranbp2,Cst3
Nphs1,Cst3
Gpr64,Cst3
Ighg2c,Cst3
Itih1,Cst3
Myl4,Cst3
Ngb,Cst3
Ctsm,Cst3
Prss2,Cst3
Igkc,Cst3
Prg4,Cst3
Prss3,Cst3
Tsc22d1,Cst3
App,Cst3
Adra1b,Cst3
Cep44,Cst3
Slc25a13,Cst3
Mmp9,Cst3
Sacs,Cst3
Tnf,Cst3
Crp,Cst3
Gm4788,Cst3
Icam1,Cst3
Atm,Cst3
Pdzd2,Cst3
F2,Cst3
Akap9,Cst3
Apoa2,Cst3
Itgb5,Cst3
Gm5771,Cst3
Rlf,Cst3
St13,Cst3
Cnot1,Cst3
4930486L24Rik,Cst3
Pf4,Cst3
Tiam1,Cst3
Gatm,Cst3
Gsn,Cst3
Nlrc4,Cst3
Itga2,Cst3
Ctage5,Cst3
Qtrtd1,Cst3
Sh3bp5,Cst3
Ctsq,Cst3
Ttn,Cst3
Fas,Cst3
Prss1,Cst3
Acr,Cst3
Nup214,Cst3
Cysltr1,Cst3
Camta1,Cst3
Ryr2,Cst3
Serpinc1,Cst3
Crb1,Cst3
Apoa4,Cst3
Sorbs3,Cst3
Slc9a8,Cst3
Try10,Cst3
Ahsg,Cst3
Cst9,Cst3
Ppbp,Cst3
Mmp2,Cst3
Crot,Cst3
Hpx,Cst3
Brd4,Cst3
Pla2g4f,Cst3
Lat,Cst3
Cdcp1,Cst3
F7,Cst3
Zfp330,Cst3
Pth,Cst3
Clca5,Cst3
Gfap,Cst3
Hdlbp,Cst3
Ctsll3,Cst3
Gm23245,Cst3
Try5,Cst3
Apoc1,Cst3
Cts6,Cst3
Hsd17b10,Cst3
Krt13,Cst3
Zfp639,Cst3
Gm10334,Cst3
Trappc11,Cst3
Cts3,Cst3
Cfd,Cst3
Fam20c,Cst3
Try4,Cst3
Gm20547,Cst3
Olfr720,Cst3
Cfh,Cst3
Pced1b,Cst3
Sgol2,Cst3
Gdf15,Cst3
Sec61b,Cst3
Zfp292,Cst3
Sla2,Cst3
Fn1,Cst3
Krt16,Cst3
Egfr,Cst3
Ncoa3,Cst3
Plag1,Cst3
Cfhr1,Cst3
Cfb,Cst3
Tuba8,Cst3
Shbg,Cst3
Pcdh1,Cst3
Rpl38,Cst3
Atp7a,Cst3
Pde4b,Cst3
Spast,Cst3
Ttr,Cst3
Nudc,Cst3
Ctsh,Cst3
Igdcc4,Cst3
Padi4,Cst3
Alb,Cst3
Olfr411,Cst3
Pdzrn4,Cst3
Klk1b16,Cst3
Gabbr1,Cst3
Apoc3,Cst3
Cfhr2,Cst3
Zfp12,Cst3
Krt14,Cst3
Ctss,Cst3
Chkb,Cst3
Cdh17,Cst3
Ampd3,Cst3
Gm24265,Cst3
Poli,Cst3
Cfhr3,Cst3
Apoc2,Cst3
Il6,Cst3
Ptgs1,Cst3
Apoa1,Cst3
Gm4975,Cst3
Dicer1,Cst3
Kcnma1,Cst3
Serping1,Cst3
Olfr152,Cst3
Sucla2,Cst3
Krt5,Cst3
Tmem115,Cst3
Aga,Cst3
Sema6c,Cst3
Ttpal,Cst3
Gm23435,Cst3
Acta2,Actr5
Grn,Wfdc2
Acta2,Ahcy
Acta2,Gm4737
Dnmt1,Ahcy
Dnmt1,Gm4737
Sirt1,Ahcy
Sirt1,Gm4737
Ldha,Ahcy
Ldha,Gm4737
Sod1,Ahcy
Sod1,Gm4737
Krt7,Ahcy
Krt7,Gm4737
Hspa5,Ahcy
Hspa5,Gm4737
Ppp2ca,Ahcy
Ppp2ca,Gm4737
Cul1,Ahcy
Cul1,Gm4737
Serpinh1,Ahcy
Serpinh1,Gm4737
Slc2a1,Ahcy
Slc2a1,Gm4737
Hspa5,Eppin
Amot,Dhx35
Epas1,Map1lc3a
Prkaa1,Map1lc3a
Nlrp3,Map1lc3a
Hspa5,Map1lc3a
Acta2,Map1lc3a
Synb,Map1lc3a
Syna,Map1lc3a
Agtr1a,Pigu
Kit,Tnnc2
Ascl2,Acot8
Ttr,Acot8
Krt7,Apmap
Krt8,Apmap
Hyou1,Apmap
Hspa5,Apmap
Acta2,Cdh20
Sirt1,Rbfa
Lgals1,Usp14
Mtor,Usp14
Col1a1,Usp14
Ttr,Vapa
Bak1,Vapa
Ascl2,Vapa
Nfatc1,Vapa
Igf1,Lpin2
Ephb4,Myl12a
Dnmt1,Myl12a
Acta2,Myl12a
Cd4,Myl12a
Cul1,Myl12a
Amot,Cep76
Hspa5,Cep76
Cul1,Rnmt
Sirt1,Smad7
Egr1,Smad7
Col1a1,Smad7
Mmp9,Lipg
Hyou1,Ankrd12
Lgals1,Ankrd12
Hyou1,Nol4
Cst3,Poli
Atp6ap2,Poli
Dnmt3l,Poli
Erg,Poli
Grn,Mib1
Hspa5,Mib1
Amot,Mib1
Mus81,Rbbp8
Ptma,Cstf2
Hif1a,Psmd10
Agtr1a,Psmd10
Hspa5,Psmd10
Pdk1,Atg4a
Ppp2ca,Atg4a
C1qa,Pgrmc1
Cd74,Pgrmc1
Serpine1,Pgrmc1
Bak1,Pgrmc1
Ppp2ca,Pola1
Ppp2ca,Gm21857
Ppp2ca,Mid1
Hspa5,Nkap
Hyou1,Gucy2f
Prkaa1,Prps2
Hspa5,Prps2
Hyou1,Prps2
Slc2a1,Prps2
Tlr4,Tlr8
Dnmt1,Ammecr1
Id2,Suv39h1
Sirt1,Suv39h1
Dnmt1,Suv39h1
Pdk1,Srpx
Mus81,Srpx
Edn1,Srpx
Lnpep,Glra2
Amot,Xiap
Pdk1,Xiap
Hspa5,Xiap
Grn,Xiap
Cspg4,Xiap
Vegfa,Xiap
Ppp2ca,Stag2
Grn,Stag2
F3,F9
Adam17,F9
Aplnr,Abcd1
Hspa5,Abcd1
Ldha,Abcd1
Epas1,Ccdc22
Adam17,Ccdc22
Hif1a,Ccdc22
Dcaf13,Ccdc22
Ascl2,Cacna1f
Ttr,Cacna1f
Cnr1,Cacna1f
Il11,Syp
Amot,Syp
Aqp2,Gm6169
Aqp2,Plp2
Flt1,Bmx
Acta2,Pls3
Hspa5,Pls3
Sod1,Pls3
Serpinh1,Pls3
Hyou1,Naa10
Krt8,Naa10
Cd4,Naa10
Ttr,Renbp
Ldha,Renbp
Krt7,Renbp
Tlr4,Elf4
Ephb4,Elf4
Edn1,Smarca1
Rbfox2,Smarca1
Hif1a,Smarca1
Hif1a,Asb9
Ldha,Asb9
Slc2a1,Asb9
Prl3b1,Rbbp7
Nlrp3,Rbbp7
Prl7b1,Rbbp7
Prl8a2,Rbbp7
Prkaa1,Rbbp7
Prl2c5,Rbbp7
Hsd17b1,Rbbp7
Krt8,Rbbp7
Adh5,Rbbp7
Prl3d1,Rbbp7
Prl2c2,Rbbp7
Hspa5,Rbbp7
Krt7,Rbbp7
Igf1,Rbbp7
Slc2a1,Kcnd1
Ascl2,Opn1mw
Kit,Slc25a14
Sirt1,Slc25a14
Prkaa1,Fmr1
Egln1,Fmr1
Hyou1,Fmr1
Dnmt1,Fmr1
Amot,Fmr1
Mus81,Fmr1
Hspa5,Fmr1
Hif1a,Fmr1
Serpinh1,Fmr1
Sod1,Fmr1
Tbr1,Fmr1
Bak1,Scml2
Dnmt1,Scml2
Cd69,Scml2
Ascl2,Pcsk1n
Serpinh1,Pcsk1n
Hyou1,Emd
Cd4,Emd
Cul1,Emd
Lin28a,Emd
Lrp8,Emd
Bak1,Emd
Hspa5,Emd
Atp6ap2,Emd
Serpinh1,Emd
Epas1,Emd
Ephb4,Emd
Dnmt3l,Emd
Sod1,Emd
Hif1a,Pgk1
Hif1a,Pgk1-rs7
Vegfa,Pgk1
Vegfa,Pgk1-rs7
Hyou1,Pgk1
Hyou1,Pgk1-rs7
Hspa5,Pgk1
Hspa5,Pgk1-rs7
Acta2,Pgk1
Acta2,Pgk1-rs7
Slc2a1,Pgk1
Slc2a1,Pgk1-rs7
Krt8,Pgk1
Krt8,Pgk1-rs7
Sod1,Pgk1
Sod1,Pgk1-rs7
Serpinh1,Pgk1
Serpinh1,Pgk1-rs7
Dnmt1,Pgk1
Dnmt1,Pgk1-rs7
Ldha,Pgk1
Ldha,Pgk1-rs7
Tbr1,Pgk1
Tbr1,Pgk1-rs7
Epas1,Pgk1
Epas1,Pgk1-rs7
Krt7,Pgk1
Krt7,Pgk1-rs7
Egln1,Pgk1
Egln1,Pgk1-rs7
Amot,Pgk1
Amot,Pgk1-rs7
Prkaa1,Gata1
Pdk1,Gata1
Nfe2l2,Gata1
Dnmt3l,Gata1
Egr1,Gata1
Tbr1,Magt1
Dnmt1,Magt1
Atp6ap2,Magt1
Hspa5,Magt1
Hyou1,Magt1
Amot,Magt1
Vegfa,Magt1
Egln1,Magt1
Ldha,Sms
Serpinh1,Ubl4
Hspa5,Ubl4
Sod1,Ubl4
Hyou1,Ubl4
Mtor,Ubl4
Acta2,Ubl4
Cul1,Ubl4
Hmox1,Ubl4
Hif1a,Ubl4
Sod1,Eea1
Flt1,Eea1
Bak1,Eea1
Cd274,Gpr50
Serpinh1,Rp2h
Mtor,Rp2h
Slc2a1,Rp2h
Bak1,Rp2h
Hspa5,Phf16
Mus81,Phf16
Bak1,Cdk16
Cul1,Usp11
Lrp8,Usp11
Amot,Usp11
Acta2,Pcyt1b
Amh,Brs3
Ascl2,Vgll1
Kit,Cd40lg
Nfatc1,Cd40lg
Cd69,Cd40lg
Pycard,Cd40lg
C1qa,Cd40lg
Egr1,Cd40lg
Hmox1,Cd40lg
Agtr1a,Cd40lg
Ephb4,Gabre
Bak1,Pin4
Hspa5,Pin4
Hif1a,Pin4
Hspa5,Maged2
Cul1,Rbm3
Hif1a,Rbm3
Mus81,Rbm3
Cd274,Cenpi
Hspa5,Cenpi
Mtor,Cenpi
Ppp2ca,Cenpi
Edn1,Gla
Cd4,Gla
Hyou1,Armcx3
Edn1,Htr2a
Ednrb,Htr2a
Agtr1a,Htr2a
Serpine1,Htr2a
Cnr1,Htr2a
Aqp2,Ndfip2
Edn1,Trhr2
Ednrb,Trhr2
Slc16a1,Trhr2
Agtr1a,Trhr2
Acta2,Klf5
Egr1,Klf5
Edn1,Stk24
Tlr4,Stk24
Ppp2ca,Stk24
Acta2,Stk24
Hspa5,Acp5
Hspa5,Dnajc3
Prl3b1,Dnajc3
Prl7b1,Dnajc3
Prl3d1,Dnajc3
Hyou1,Dnajc3
Prl2c5,Dnajc3
Prl8a2,Dnajc3
Prl2c2,Dnajc3
Sox9,Dnajc3
Hyou1,Uggt2
Kit,Arhgef7
Igf1,Arhgef7
Cd4,Arhgef7
Ephb4,Arhgef7
Atp6ap2,Arhgef7
Hspa5,Arhgef7
Hif1a,Arhgef7
Ambp,Sgcg
Bak1,Sgcg
Serpine1,Sgcg
Hif1a,Parp4
Amot,Parp4
Ldha,Parp4
Aqp2,Supt20
Pdk1,Mrps31
Ascl2,Slc25a15
Nos3,Slc25a15
Sirt1,Kpna3
Serpinh1,Kpna3
Nfe2l2,Kpna3
Hif1a,Kpna3
Epas1,Kpna3
Cyp2c40,Flt1
Fgfbp1,Flt1
Cyp2c68,Flt1
Ubc,Flt1
Igf2,Flt1
Pgf,Flt1
Ppp1r13b,Flt1
Lhb,Flt1
Nr0b2,Flt1
Thpo,Flt1
Hsd17b12,Flt1
Eea1,Flt1
Hif1a,Flt1
Hspg2,Flt1
Daxx,Flt1
Ifnar2,Flt1
Cyp2c39,Flt1
Igf1,Flt1
Cyp2c54,Flt1
Vegfb,Flt1
Plg,Flt1
Anxa2,Flt1
Actg1,Flt1
Mdm2,Flt1
Tmc4,Flt1
Tnf,Flt1
Figf,Flt1
Cyp2c37,Flt1
Cyp2c65,Flt1
Vegfa,Flt1
Nrp2,Flt1
Insr,Flt1
Sh3gl2,Flt1
Kdr,Flt1
Tgfb1,Flt1
Esr1,Flt1
Serpinb12,Flt1
Pnn,Flt1
Alpi,Flt1
Pdgfd,Flt1
Itgav,Flt1
Rc3h1,Flt1
Ptprj,Flt1
S100a9,Flt1
Hck,Flt1
Angpt1,Flt1
Ptpn11,Flt1
Agtr1a,Flt1
Traf6,Flt1
Akp3,Flt1
Ptk2,Flt1
Tek,Flt1
Med19,Flt1
Cyp2c67,Flt1
Prkcb,Flt1
Hsd17b4,Flt1
Pdgfc,Flt1
Cblc,Flt1
Bmp15,Flt1
Mmp9,Flt1
Prl6a1,Flt1
Csf1,Flt1
Fgf2,Flt1
Cyp2c66,Flt1
Cyp2c29,Flt1
Hsd17b2,Flt1
Il2,Flt1
Mapk1,Flt1
Prl3d3,Flt1
Cxcl1,Flt1
Rnf41,Flt1
Src,Flt1
Cyp2c50,Flt1
Srpk1,Flt1
Cxcl3,Flt1
Lgals1,Flt1
Il13,Flt1
Crebbp,Flt1
Setd2,Flt1
Egf,Flt1
Prl2c2,Flt1
Cysltr2,Flt1
Pkm,Flt1
Nedd4,Flt1
Scarb1,Flt1
Cd2ap,Flt1
Nedd4l,Flt1
Gm2617,Flt1
Robo4,Flt1
Pigf,Flt1
Prl2c5,Flt1
Cbl,Flt1
Comt,Flt1
Crkl,Flt1
Cyp2c69,Flt1
Flt4,Flt1
Nrp1,Flt1
Cblb,Flt1
Agtr1b,Flt1
C330027C09Rik,Flt1
Soga1,Flt1
Hsd17b1,Flt1
Cdh5,Flt1
Erbb2,Flt1
Grem1,Flt1
Smad1,Flt1
Pdgfa,Flt1
Tmem245,Flt1
Akr1c20,Flt1
Gpi1,Flt1
Gm1840,Flt1
Tpo,Flt1
Vegfc,Flt1
Cyp2c38,Flt1
Gpc4,Flt1
Nfatc1,Flt1
Epas1,Flt1
Prl2c3,Flt1
Prl8a9,Flt1
Prl8a8,Flt1
Hgf,Flt1
Fgfr2,Flt1
Hbb-bh1,Flt1
Trap1,Flt1
Prl3d1,Flt1
Prl3d2,Flt1
Prl2a1,Flt1
Ephb6,Flt1
Ets1,Flt1
Gpc3,Flt1
Prl2b1,Flt1
Aimp2,Flt1
Prl3b1,Flt1
Prl7b1,Flt1
Rad54b,Flt1
Csf1r,Flt1
Cga,Flt1
Csf2,Flt1
Cyp19a1,Flt1
Fgf9,Flt1
Atr,Flt1
Ms4a1,Flt1
Gdf9,Flt1
Prl2c1,Flt1
Prl7a1,Flt1
Bank1,Flt1
Inpp5d,Flt1
Gli2,Flt1
Nphs1,Flt1
Lep,Flt1
Il10,Flt1
Vwf,Flt1
Prl8a6,Flt1
Tie1,Flt1
P2ry2,Flt1
Ctr9,Flt1
Col18a1,Flt1
Insl5,Flt1
Dag1,Flt1
Il4,Flt1
Il6,Flt1
Wwp1,Flt1
Prl8a1,Flt1
Prl7d1,Flt1
Prl4a1,Flt1
Itch,Flt1
App,Flt1
Akr1c12,Flt1
Gopc,Flt1
Fgf8,Flt1
Prl5a1,Flt1
Gpc1,Flt1
Smurf1,Flt1
Mapk9,Flt1
Ifng,Flt1
Pdpk1,Flt1
Alppl2,Flt1
Akr1c13,Flt1
Hsd17b7,Flt1
Nampt,Flt1
Ptk2b,Flt1
Esrra,Flt1
Arnt,Flt1
Akr1c18,Flt1
Hmgcs1,Flt1
Fcnb,Flt1
Sparc,Flt1
Adipoq,Flt1
Egfr,Flt1
Prl3c1,Flt1
Met,Flt1
Prl8a2,Flt1
Prl7c1,Flt1
Fshb,Flt1
Sult1e1,Flt1
Gsk3b,Flt1
Hspa4,Flt1
Akr1c6,Flt1
Mmp2,Flt1
Prl3a1,Flt1
Prlh,Flt1
Pdgfb,Flt1
Plat,Flt1
Abcg3,Flt1
Nfatc2,Flt1
Prl7a2,Flt1
Prl,Flt1
Itgb1,Flt1
Tmco4,Flt1
Irf5,Flt1
Bmp2,Flt1
Slc5a1,Flt1
Abcg2,Flt1
Smurf2,Flt1
Akr1c19,Flt1
Stab1,Flt1
Abcc2,Flt1
Epo,Flt1
Hspbap1,Flt1
Akr1c14,Flt1
Akr1cl,Flt1
Akr1c21,Flt1
Ascl2,Rgcc
Ttr,Rgcc
Cd74,Vwa8
Pdk1,Vwa8
Hspa5,Vwa8
Hif1a,Vwa8
Lin28a,Katnal1
Ppp2ca,Ints6
Ttr,Tsc22d1
Serpinh1,Tsc22d1
Slc16a1,Tsc22d1
Cst3,Tsc22d1
Ctsq,Tsc22d1
Cts7,Tsc22d1
Cts8,Tsc22d1
Krt8,Cln5
Aqp2,Olfm4
Ascl2,Msln
Ttr,Msln
Krt8,Tradd
S1pr2,Tradd
Tlr4,Tradd
Hyou1,Tradd
Cd4,Tradd
Egr1,Hsf4
Kdm6b,Coro1a
Ppp2ca,Coro1a
Hsd17b3,Coro1a
Acta2,Coro1a
Hif1a,Mapk3
Ppp2ca,Mapk3
Id2,Mapk3
Igf1,Mapk3
Vegfa,Mapk3
Eif2a,Mapk3
Krt8,Mapk3
Sirt1,Mapk3
Eng,Mapk3
Krt7,Mapk3
Amot,Mapk3
Sod1,Mapk3
S1pr2,Mapk3
Il11,Mapk3
Mtor,Mapk3
Hmgb1,Mapk3
Aqp2,Mapk3
Edn1,Mapk3
Cd4,Mapk3
F3,Mapk3
Adam17,Mapk3
Cnr1,Mapk3
Acta2,Mapk3
Nos1,Mapk3
Hspa5,Mapk3
Ldha,Mapk3
Ttr,Mapk3
Bak1,Elmo3
Mtor,Elmo3
Sod1,Nutf2
Sod1,Nutf2-ps1
Lgals1,Nutf2
Lgals1,Nutf2-ps1
Acta2,Nutf2
Acta2,Nutf2-ps1
Hmox1,Nutf2
Hmox1,Nutf2-ps1
Ptma,Nutf2
Ptma,Nutf2-ps1
Edn1,Nutf2
Edn1,Nutf2-ps1
Grn,Nup93
Hif1a,Nup93
Kit,Nup93
Ldha,Nup93
Acta2,Nup93
Sod1,Nup93
Mtor,Nup93
Krt7,Nup93
Hspa5,Cenpt
Ppp2ca,Cenpt
Amot,Lonp2
Grn,Pllp
Ldha,Dhodh
Hmgb1,Ctcf
Slc16a1,Ctcf
Egr1,Ctcf
Ldha,Acd
Acta2,Polr2c
Rbfox2,Polr2c
Hspa5,Polr2c
Cul1,Polr2c
Ppp2ca,Polr2c
Mtor,Pard6a
Ephb4,Pard6a
Hspa5,Cyb5b
Atp6ap2,Cyb5b
Hyou1,Cyb5b
Acta2,Nme3
Slc16a3,Nme3
Adh5,Nme3
Ldha,Nme3
Bak1,Nme3
Sod1,Nme3
Hspa5,Nme3
Prkaa1,Nme3
Aplnr,Ndrg4
Amot,Psmd7
Tbr1,Psmd7
Acta2,Psmd7
Hspa5,Psmd7
Dnmt1,Psmd7
Slc2a1,Psmd7
Serpinh1,Psmd7
Hyou1,Psmd7
Aqp2,Slc38a7
Ppp2ca,Vac14
Rbfox2,Vac14
Acta2,Vac14
Nos1,Vac14
Nlrp3,Vac14
Cd274,Vac14
Agtr1a,Vac14
Bak1,Has3
Cd274,Has3
Cd274,Cog4
Pdk1,Cog4
Ascl2,Cog4
Nfe2l2,Cog4
Mmp2,Smpd3
Slc16a3,Slc7a6
Ldha,Slc7a6
Nos3,Slc7a6
Rbfox2,Pla2g15
Nkx2-5,Pla2g15
Rbfox2,Esrp2
Mtor,Esrp2
Amot,Wdr59
Hif1a,Wdr59
Egln1,Cmc2
Dnmt1,Cmc2
Hspa5,Cmc2
Mus81,Cmc2
Hif1a,Cmc2
Tbr1,Cmc2
Krt8,Cmc2
Hyou1,Cmc2
Amot,Cmc2
Krt7,Cmc2
Cul1,Cmc2
Amot,Axin1
Ppp2ca,Axin1
Cul1,Axin1
Hif1a,Axin1
Prkaa1,Axin1
Hmox1,Nprl3
Eif2a,Mpg
Ttr,Necab2
Sirt1,Taf1c
Kit,Taf1c
Ttr,Taf1c
Mtor,Taf1c
Kdm6b,Sec14l5
Mmp9,Cotl1
Edn1,Cotl1
Synb,Cotl1
Syna,Cotl1
Prkaa1,Usp10
Acta2,Usp10
Hsd17b3,Usp10
Mtor,Usp10
Ppp2ca,Usp10
Krt7,Tsc2
Igf1,Tsc2
Pdk1,Tsc2
Ppp2ca,Tsc2
Ldha,Tsc2
Prkaa1,Tsc2
Tlr4,Tsc2
Sirt1,Tsc2
Kit,Tsc2
Cd4,Tsc2
Krt8,Tsc2
Hey2,Tsc2
Ttr,Tsc2
Sod1,Nme4
Adh5,Nme4
Slc16a3,Nme4
Prkaa1,Nme4
Hspa5,Nme4
Ldha,Nme4
Pdk1,Nme4
Acta2,Nme4
Ephb4,Abcc1
Hmox1,Abcc1
Nfe2l2,Abcc1
Tlr4,Abcc1
Atp6ap2,Abcc1
Lrp8,Abcc1
Edn1,Abcc1
Ptma,Abcc1
Bak1,Abcc1
Slc16a1,Foxf1
Hspa5,Narfl
Lrp8,Clcn7
Ephb4,Clcn7
Atp6ap2,Clcn7
Hspa5,Clcn7
Hyou1,Clcn7
Nos3,Slc7a5
Hspa5,Stub1
Cul1,Stub1
Sod1,Stub1
Nos1,Stub1
Erg,Stub1
Igf1,Stub1
Atp6ap2,Stub1
Tlr4,Stub1
Prl8a2,Stub1
Hsd17b1,Stub1
Serpinh1,Stub1
Hyou1,Stub1
Aqp2,Stub1
Cd4,Stub1
Prl3d1,Stub1
Prl2c2,Stub1
Prl2c5,Stub1
Prl7b1,Stub1
Prl3b1,Stub1
Lgals1,Stub1
Ldha,Stub1
Sox9,Stub1
F3,Stub1
Tbr1,Stub1
Nlrp3,Stub1
Slc2a1,Stub1
Amot,Stub1
Kit,Rhbdl1
Slc2a1,Nubp1
Hif1a,Ube2i
Cul1,Ube2i
Sox9,Ube2i
Igf1,Ube2i
Prl7b1,Ube2i
Sirt1,Ube2i
Hspa5,Ube2i
Prl3d1,Ube2i
Acta2,Ube2i
Slc2a1,Ube2i
Hsd17b1,Ube2i
Prl8a2,Ube2i
Prl2c2,Ube2i
Prl3b1,Ube2i
Prl2c5,Ube2i
Nfe2l2,Eef2k
Mtor,Eef2k
Prkaa1,Eef2k
Igf1,Eef2k
Nfe2l2,Capn15
Ppp2ca,Capn15
Ppp2ca,Gspt1
Cspg4,Gspt1
Acta2,Gspt1
Cul1,Ubfd1
Hif1a,Ears2
Acta2,Ears2
Egln1,Tceb2
Tbr1,Tceb2
Hyou1,Tceb2
Dnmt1,Tceb2
Cul1,Tceb2
Amot,Tceb2
Hspa5,Tceb2
Cd74,Hmox2
Atp6ap2,Hmox2
Hyou1,Hmox2
Nfe2l2,Hmox2
Lrp8,Hmox2
Hspa5,Hmox2
Hmox1,Hmox2
Ephb4,Hmox2
Hspa5,Dnaja3
Cul1,Dnaja3
Hif1a,Dnaja3
Igf1,Dnaja3
Prl3b1,Dnaja3
Prl3d1,Dnaja3
Ppp2ca,Dnaja3
Prl2c2,Dnaja3
Prl8a2,Dnaja3
Prl2c5,Dnaja3
Acta2,Dnaja3
Prl7b1,Dnaja3
Serpinh1,Dnaja3
Hsd17b1,Dnaja3
Ascl2,Bfar
Dnmt1,Tox3
Atp6ap2,Tox3
Acta2,Rbl2
Prl3b1,Rbl2
Id2,Rbl2
Prl2c5,Rbl2
Ppp2ca,Rbl2
Cul1,Rbl2
Prl2c2,Rbl2
Sirt1,Rbl2
Dnmt1,Rbl2
Prl3d1,Rbl2
Serpine1,Rbl2
Bak1,Rbl2
Cnr1,Rbl2
Prl8a2,Rbl2
Ccng2,Rbl2
Epas1,Rbl2
Hmox1,Rbl2
Igf1,Rbl2
Hif1a,Rbl2
Hsd17b1,Rbl2
Prl7b1,Rbl2
Serpinh1,Qprt
Insr,Pycard
Mndal,Pycard
Cyp1b1,Pycard
Nlrp1b,Pycard
Casp8,Pycard
Pstpip1,Pycard
Ifi204,Pycard
Aim2,Pycard
Nlrp12,Pycard
A1cf,Pycard
Hlf,Pycard
Armc2,Pycard
Casp1,Pycard
Yme1l1,Pycard
Bmpr2,Pycard
Mavs,Pycard
Tmprss15,Pycard
Mcm4,Pycard
BC094916,Pycard
Nlrp3,Pycard
Slc22a12,Pycard
Sqstm1,Pycard
Bcl2,Pycard
Nlrp2,Pycard
Nfat5,Pycard
Ubc,Pycard
Dnajc28,Pycard
Ccdc135,Pycard
Nlrp1a,Pycard
Rfwd2,Pycard
Prkcd,Pycard
Chuk,Pycard
Nup107,Pycard
Nlrp10,Pycard
Atxn2,Pycard
Hsf1,Pycard
Abcc4,Pycard
Ifi205,Pycard
Syk,Pycard
Becn1,Pycard
Nod2,Pycard
Myo1c,Pycard
Cdk15,Pycard
Fam184a,Pycard
Cnot8,Pycard
Srf,Pycard
Lamp1,Pycard
Ciita,Pycard
Ikbkb,Pycard
Pigp,Pycard
Exoc5,Pycard
Slc2a9,Pycard
Azi1,Pycard
Arih2,Pycard
Tmem171,Pycard
Ripk1,Pycard
Zyg11b,Pycard
Ripk2,Pycard
Eif2ak2,Pycard
Max,Pycard
Lemd3,Pycard
Nlrc4,Pycard
Tep1,Pycard
Il6st,Pycard
Card9,Pycard
Bcl10,Pycard
Ube2q2,Pycard
