from,to
Nos3,Egfr
Amh,Egfr
Slc2a1,Egfr
Eng,Egfr
Hyou1,Egfr
Cd4,Egfr
Hspa5,Egfr
Lrp8,Egfr
Ephb4,Egfr
Mmp2,Egfr
Prl8a2,Egfr
Il33,Egfr
Timp1,Egfr
Grn,Egfr
Egr1,Egfr
Prl2c5,Egfr
Ppp2ca,Egfr
Tlr4,Egfr
Cnr1,Egfr
Mmp9,Egfr
Igf1,Egfr
Hmox1,Egfr
Kit,Egfr
Rgs2,Egfr
C1qa,Egfr
Vegfa,Egfr
Lnpep,Egfr
Sod1,Egfr
Il11,Egfr
S1pr2,Egfr
Nlrp3,Egfr
Grn,Cdca5
Ppp2ca,Cdca5
Igf1,Igfbp1
Mmp9,Igfbp1
Bak1,Igfbp1
Hsd3b1,Igfbp1
Cyp11a1,Igfbp1
Prl2c5,Igfbp1
Hsd17b1,Igfbp1
Hif1a,Igfbp1
Prl2c2,Igfbp1
Prl7b1,Igfbp1
Edn1,Igfbp1
Prl8a2,Igfbp1
Prl3b1,Igfbp1
Prl3d1,Igfbp1
Hspa5,Mdh2
Nfatc1,Mdh2
Acta2,Mdh2
Cul1,Mdh2
Igf1,Mdh2
Serpinh1,Mdh2
Ldha,Mdh2
Amot,Gbas
Hspa5,Gbas
Krt8,Gbas
Tbr1,Cct6a
Hyou1,Cct6a
Ppp2ca,Cct6a
Egln1,Cct6a
Vegfa,Cct6a
Cul1,Cct6a
Dcaf13,Cct6a
Acta2,Cct6a
Hspa5,Cct6a
Serpinh1,Cct6a
Dnmt1,Cct6a
Bak1,Cct6a
Grn,Cct6a
Ldha,Cct6a
Amot,Cct6a
Lin28a,Trim50
Rbfox2,Trim50
Nos1,Trim50
Atf4,Trim50
Hyou1,Gigyf1
Amot,Gigyf1
Acta2,Mepce
Hspa5,Mepce
Lin28a,Mepce
Krt7,Mepce
Ddx4,Mepce
Mus81,Mepce
Grn,Mepce
Kit,Mepce
Krt8,Mepce
Edn1,Zan
Amot,Tlk2
Prl7b1,Tlk2
Prl3d1,Tlk2
Prl3b1,Tlk2
Grn,Tlk2
Prl2c5,Tlk2
Prl8a2,Tlk2
Prl2c2,Tlk2
Ephb4,Epha1
Kit,Epha1
Hspa5,Nom1
Mtor,Nom1
Dnmt1,Nom1
Amot,Nom1
Hyou1,Nom1
Egln1,Nom1
Tbr1,Nom1
Ddx4,Ncapg2
Ldha,Rab19
Acta2,Luc7l2
Dnmt1,Sh3kbp1
Kit,Sh3kbp1
Slc2a1,Sh3kbp1
Ldha,Sh3kbp1
Amot,Sh3kbp1
Serpinh1,Sh3kbp1
Il33,Sh3kbp1
Vegfa,Sh3kbp1
Hspa5,Sh3kbp1
Ctsq,Cask
Vegfa,Cask
Cts8,Cask
Serpinh1,Cask
Id2,Cask
Cts7,Cask
Hyou1,Cask
Ttr,Cask
Mest,Kdm6a
Erg,Kdm6a
Nkx2-5,Kdm6a
Serpine1,Kdm6a
Kdm6b,Kdm6a
Cd274,Spin2e
Cd274,Gm2854
Cd274,Gm5926
Cd274,Spin2-ps5
Cd274,Spin2-ps6
Cd274,Spin2f
Cd274,Spin2d
Ascl2,Spin2e
Ascl2,Gm2854
Ascl2,Gm5926
Ascl2,Spin2-ps5
Ascl2,Spin2-ps6
Ascl2,Spin2f
Ascl2,Spin2d
Ptma,Msn
Adam17,Msn
Hspa5,Msn
Hmgb1,Msn
Edn1,Msn
Rgs2,Msn
Hmox1,Hdac8
Vegfa,Slc16a2
Lnpep,Slc16a2
Lgals1,Slc16a2
Nfatc1,Zmym3
Hyou1,Zmym3
Grn,Zmym3
Adh5,Zmym3
Atf4,Taf1
S1pr2,Taf1
Ppp2ca,Taf1
Lnpep,Taf1
Hmgb1,Taf1
Mtor,Taf1
Sirt1,Taf1
Slc2a1,Taf1
Adam17,Taf1
Ccng2,Taf1
Adm,Taf1
Hsd17b1,Taf1
Lrp8,Taf1
Cnr1,Taf1
Cd74,Taf1
Sox9,Taf1
Sod1,Taf1
Srd5a1,Taf1
Ldha,Taf1
F3,Taf1
Slc16a1,Taf1
Serpine1,Taf1
Grn,Taf1
Hmox1,Taf1
Mmp2,Taf1
Epas1,Taf1
Id2,Taf1
Krt8,Nono
Hyou1,Nono
Egln1,Nono
Erg,Nono
Krt7,Nono
Sox9,Nono
Dnmt1,Nono
Amot,Nono
Tbr1,Nono
Hspa5,Nono
Sod1,Nono
Edn1,Lpar4
Slc2a1,Lpar4
Ednrb,Lpar4
Agtr1a,Lpar4
Aplnr,Ebp
Cd69,Ebp
Bmp10,Ebp
Atp6ap2,Ebp
Mtor,Ebp
Hyou1,Ebp
Hspa5,Ebp
Adh5,Awat2
Krt7,Ogt
Hspa5,Ogt
Cul1,Ogt
Pdk1,Ogt
Serpinh1,Ogt
Grn,Ogt
Nfatc1,Ogt
Id2,Ogt
Slc2a1,Snx12
Kdm6b,Itgb1bp2
Vegfa,Itgb1bp2
Hsd3b1,Il2rg
Hsd3b1,Gm20489
Il11,Il2rg
Il11,Gm20489
Cd4,Il2rg
Cd4,Gm20489
Nfe2l2,Cpxcr1
Ppp2ca,Diap2
Tbr1,Prps1l3
Dnmt1,Prps1l3
Hyou1,Prps1l3
Prkaa1,Prps1l3
Egln1,Prps1l3
Cul1,Prps1l3
Hif1a,Prps1l3
Amot,Prps1l3
Hspa5,Prps1l3
Acta2,Htr2c
Atp6ap2,Htr2c
Ednrb,Htr2c
Edn1,Htr2c
Agtr1a,Htr2c
Prl3b1,Igsf1
Vegfa,Igsf1
Prl7b1,Igsf1
Prl2c2,Igsf1
F3,Igsf1
Adam17,Igsf1
Aqp4,Igsf1
Nfe2l2,Igsf1
Inhba,Igsf1
Prl3d1,Igsf1
Prl8a2,Igsf1
Prl2c5,Igsf1
Hif1a,Igsf1
Hspa5,Igsf1
Slc2a1,Gpr119
Hspa5,Rbmxl1
Amot,Rbmxl1
Tbr1,Rbmxl1
Dnmt1,Rbmxl1
Hyou1,Rbmxl1
Egln1,Rbmxl1
Nfe2l2,Rbmxl1
Cts7,Mcph1
Cts8,Mcph1
Col1a1,Mcph1
Ctsq,Mcph1
Lgals1,Fbxo25
Hspa5,Fbxo25
Krt8,Fbxo25
Nkx2-5,Fbxo25
Cul1,Fbxo25
Lnpep,Fate1
Amot,Magea5
Amot,Magea4
Amot,Magea2
Amot,1700080O16Rik
Amot,Magea6
Amot,Magea1
Amot,Magea3
Amot,Magea8
Amot,3830417A13Rik
Amot,Magea10
Hspa5,Nsdhl
Slc2a1,Nsdhl
Lrp8,Nsdhl
Acta2,Nsdhl
Hyou1,Nsdhl
Ephb4,Nsdhl
Atp6ap2,Nsdhl
Tlr4,Zfp185
Mmp9,Zfp185
Adam17,Cetn2
Mtor,Cetn2
Ppp2ca,Rpl10-ps3
Ppp2ca,Rpl10
Mus81,Rpl10-ps3
Mus81,Rpl10
Acta2,Rpl10-ps3
Acta2,Rpl10
Atp6ap2,Atp6v1b2
Hspa5,Atp6v1b2
Ppp2ca,Atp6v1b2
Aqp2,Atp6v1b2
Cul1,Atp6v1b2
Prkaa1,Atp6v1b2
Hsd17b3,Atp6v1b2
Aqp4,Atp6v1b2
Ctsq,Atp6v1b2
Cts7,Atp6v1b2
Acta2,Atp6v1b2
Hyou1,Atp6v1b2
Sod1,Atp6v1b2
Cts8,Atp6v1b2
Cyp11a1,Atp6v1b2
Aqp1,Atp6v1b2
Dcaf13,Atp6v1b2
Agtr1a,Ccdc25
Prkaa1,Hmbox1
Cspg4,Bin3
Mtor,Bin3
Ascl2,Slc25a37
Nfe2l2,Slc25a37
Atp6ap2,Chmp7
Hspa5,Chmp7
Ppp2ca,Dock5
Grn,Dock5
Fyn,Star
Magea8,Star
Ncf2,Star
Il1a,Star
Cyp19a1,Star
Egf,Star
Magea3,Star
Atox1,Star
Nr5a1,Star
Mapk3,Star
Cebpb,Star
Magea2,Star
Frem1,Star
Cmtm4,Star
Magea4,Star
Mxd4,Star
Col15a1,Star
Stx8,Star
Fam135b,Star
Ptges2,Star
Prkg2,Star
Cchcr1,Star
Atf2,Star
Magea1,Star
Gm26493,Star
1700080O16Rik,Star
Gstm4,Star
Nos2,Star
Sirt1,Star
Ifng,Star
Fgf20,Star
Gm6665,Star
Prkaca,Star
3830417A13Rik,Star
Ccl26,Star
Wt1,Star
Sf1,Star
Gstm7,Star
Gm4845,Star
Strn3,Star
Cybb,Star
Prmt5,Star
Vegfa,Star
Npc1,Star
Ifnar1,Star
Magea6,Star
Lipe,Star
Gm26204,Star
Pln,Star
Papola,Star
Acbd3,Star
Cyp2b23,Star
Hmox1,Star
Agtrap,Star
Abcc6,Star
Pld1,Star
Tap1,Star
Numbl,Star
Gstm2,Star
Cfdp1,Star
Pcp4,Star
Gstm5,Star
Cyp2b9,Star
Gm5414,Star
Nr0b1,Star
Ptgs2,Star
Kpna6,Star
Il1b,Star
Nucb2,Star
Gstm3,Star
Tesk2,Star
Sec24b,Star
Krt6b,Star
Rabep1,Star
Sstr4,Star
Micu1,Star
Lypla1,Star
Ear5,Star
Shbg,Star
Prkca,Star
Magea5,Star
Dkkl1,Star
Dusp1,Star
Cyp2b10,Star
Cyp2b19,Star
Cd47,Star
Tnf,Star
Cdipt,Star
Cpne6,Star
Ear11,Star
Smpd2,Star
Magea10,Star
Pkdrej,Star
A1cf,Star
Igf1,Star
Gstm1,Star
Amh,Star
Mkrn2,Star
Arih2,Star
Ear6,Star
Hpgd,Star
Ins2,Star
Bhlhe40,Star
Cat,Star
Ace,Star
B3gnt8,Star
Dgat2l6,Star
Fez1,Star
Mapk1,Star
Cdc42ep2,Star
Ecel1,Star
Tsc22d3,Star
Stard5,Star
Rbm12b1,Star
Anxa1,Star
Nr5a2,Star
Hif1a,Star
Ins1,Star
Ear14,Star
Pcbp1,Star
Lonp1,Star
Skiv2l2,Star
Ptges,Star
Ear10,Star
Ear2,Star
Mpo,Star
Pdgfa,Star
Pld2,Star
Tll1,Star
Inha,Star
Lep,Star
Ptgs1,Star
Crem,Star
Ear1,Star
Cyp2b13,Star
Brd2,Star
Il10,Star
Tspo,Star
Cd2bp2,Star
Taf7,Star
Gstm6,Star
Rbm12b2,Star
T,Star
Pgrmc2,Star
Tubgcp3,Star
Adrb2,Star
Spata7,Star
Taf11,Star
Ubac1,Star
Nr2f2,Star
Mbp,Star
Krt4,Star
Srm,Star
Tmem147,Star
Kif5c,Star
Mios,Star
Krt6a,Star
Pomc,Star
Ptma,Prosc
Hspa5,Erlin2
Serpinh1,Erlin2
Vegfa,Erlin2
Il33,Erlin2
Kit,Erlin2
Krt7,Erlin2
Aqp4,Sntg1
Lnpep,St18
Aqp1,Rgs20
Cul1,Tacc1
Hspa5,Tacc1
Mtor,Whsc1l1
Adh5,Adhfe1
Sod1,Pmp2
Sod1,Lactb2
Vegfa,Lactb2
Atp6ap2,Lactb2
Serpine1,Lactb2
Aqp1,Prdm14
Ppp2ca,Terf1
Ldha,Terf1
Hmox1,Terf1
Ptma,Terf1
Mtor,Terf1
Col1a1,Terf1
Lnpep,Terf1
Cd4,Rpl7
Ppp2ca,Rpl7
Ldha,Rpl7
Eif2a,Rpl7
Hyou1,Rpl7
Mtor,Rpl7
Hsd17b3,Rpl7
Acta2,Rpl7
Aqp1,Atp6v0d2
Aqp4,Atp6v0d2
Aqp2,Atp6v0d2
Acta2,Atp6v0d2
Nfatc1,Atp6v0d2
Adm,Dpys
Atp6ap2,Mtdh
Egln1,Mtdh
Tbr1,Mtdh
Hspa5,Mtdh
Dnmt1,Mtdh
Amot,Mtdh
Hyou1,Mtdh
Lrp8,Lrp12
Tlr4,Lrp12
Vegfa,Ebag9
Rbfox2,Polr2k
Serpinh1,Eif3h
Mtor,Eif3h
Cd74,Eif3h
Ldha,Eif3h
Sod1,Eif3h
Vegfa,Eif3h
Hyou1,Eif3h
Ascl2,Eif3h
Nfe2l2,Eif3h
Grn,Utp23
Hif1a,Utp23
Mus81,Utp23
Ptma,Tatdn1
Slc2a1,Gsdmc2
Slc2a1,Gsdmc4
Slc2a1,Gsdmc
Slc2a1,Gsdmcl1
Slc2a1,Gsdmc3
Slc2a1,Gsdmcl2
Star,Fam135b
Lrp8,Arhgap39
Hspa5,Arhgap39
Lnpep,Naprt1
Eif2a,Naprt1
Lrp8,Vldlr
Vegfa,Vldlr
Lnpep,Vldlr
Pdk1,Ak3
Dnmt1,Uhrf2
Hif1a,Plin2
Hyou1,Haus6
Amot,Haus6
Hif1a,Cdkn2b
Rbfox2,Fbxo10
Vegfa,Sigmar1
Cspg4,Sigmar1
Hspa5,Sigmar1
Mtor,Cep78
Prl2c5,Ntrk2
Prl3d1,Ntrk2
Prl2c2,Ntrk2
Prl3b1,Ntrk2
Igf1,Ntrk2
Prl7b1,Ntrk2
Prl8a2,Ntrk2
Slc2a1,Idnk
Col1a1,Shc3
Bgn,Shc3
Vegfa,Shc3
Kit,Shc3
Cd4,Shc3
Flt1,Shc3
Lrp8,2010111I01Rik
Ttr,2010111I01Rik
Aqp1,Stom
Lnpep,Stom
Vegfa,Stom
Ttr,Stom
Ctsq,Gsn
Prl7b1,Gsn
Serpinh1,Gsn
Prl3b1,Gsn
Cts8,Gsn
Egr1,Gsn
Cst3,Gsn
Igf1,Gsn
Acta2,Gsn
Cts7,Gsn
Ttr,Gsn
Prl8a2,Gsn
Hsd17b1,Gsn
Hif1a,Gsn
Prl3d1,Gsn
Prl2c5,Gsn
Slc2a1,Gsn
Prl2c2,Gsn
Dnmt3l,Nr6a1
Cd4,Nr6a1
Hmox1,Nr6a1
Kit,Gm21827
Kit,Pole3
Hspa5,Surf4
Lgals1,Surf4
Atp6ap2,Surf4
Bak1,Surf4
Hyou1,Surf4
Lin28a,Surf6
Adam17,Surf6
Lnpep,Surf6
Epas1,Med22
Serpine1,Med22
Lgals1,Med22
Erg,Rpl7a
Erg,Gm14214
Erg,Gm5619
Erg,Rpl7a-ps5
Erg,Rpl7a-ps3
Erg,Rpl7a-ps8
Erg,Gm16477
Erg,Rpl7a-ps10
Erg,Gm4877
Erg,Gm8226
Acta2,Rpl7a
Acta2,Gm14214
Acta2,Gm5619
Acta2,Rpl7a-ps5
Acta2,Rpl7a-ps3
Acta2,Rpl7a-ps8
Acta2,Gm16477
Acta2,Rpl7a-ps10
Acta2,Gm4877
Acta2,Gm8226
Ppp2ca,Rpl7a
Ppp2ca,Gm14214
Ppp2ca,Gm5619
Ppp2ca,Rpl7a-ps5
Ppp2ca,Rpl7a-ps3
Ppp2ca,Rpl7a-ps8
Ppp2ca,Gm16477
Ppp2ca,Rpl7a-ps10
Ppp2ca,Gm4877
Ppp2ca,Gm8226
Mtor,Rpl7a
Mtor,Gm14214
Mtor,Gm5619
Mtor,Rpl7a-ps5
Mtor,Rpl7a-ps3
Mtor,Rpl7a-ps8
Mtor,Gm16477
Mtor,Rpl7a-ps10
Mtor,Gm4877
Mtor,Gm8226
Cd4,Rpl7a
Cd4,Gm14214
Cd4,Gm5619
Cd4,Rpl7a-ps5
Cd4,Rpl7a-ps3
Cd4,Rpl7a-ps8
Cd4,Gm16477
Cd4,Rpl7a-ps10
Cd4,Gm4877
Cd4,Gm8226
Mtor,Gtf3c5
Cul1,Gtf3c5
Dnmt3l,Gtf3c5
Hif1a,Asb6
Hyou1,Ptges2
Sod1,Ptges2
Prkaa1,Ptges2
Dnmt3l,Ntmt1
Grn,Ciz1
Nfe2l2,Ciz1
Bak1,Ciz1
Amot,Ciz1
Hyou1,Ptges
Lnpep,Gpr107
Adam17,Notch1
Sirt1,Notch1
Prkaa1,Notch1
Cul1,Notch1
Prl3b1,Notch1
Ppp2ca,Notch1
Hey2,Notch1
Prl8a2,Notch1
Prl7b1,Notch1
Prl3d1,Notch1
Prl2c2,Notch1
Prl2c5,Notch1
Hif1a,Notch1
Serpine1,Notch1
Hsd17b1,Notch1
Sod1,Notch1
Igf1,Notch1
Cnr1,Cacna1b
Mmp9,Cacna1b
Cd274,Cacna1b
Nos1,Cacna1b
Ascl2,Usp6nl
Ppp2ca,Usp6nl
Epas1,Commd3
Dcaf13,Commd3
Hif1a,Commd3
Cd69,Pdss1
Aqp2,Tmem236
Amot,Pard3
Ephb4,Pard3
Hspa5,Pard3
Ldha,Zeb1
Sirt1,Zeb1
Serpinh1,Zeb1
Cd4,Zeb1
Hif1a,Zeb1
Krt7,Zeb1
Ccng2,Zeb1
Mtor,Zeb1
Prl3d1,Nrbf2
Prl3b1,Nrbf2
Hyou1,Nrbf2
Dnmt1,Nrbf2
Mtor,Nrbf2
Prl7b1,Nrbf2
Amot,Nrbf2
Prl2c5,Nrbf2
Igf1,Nrbf2
Prl2c2,Nrbf2
Prkaa1,Nrbf2
Dnmt3l,Nrbf2
Prl8a2,Nrbf2
Hsd17b1,Nrbf2
Lgals1,A1cf
Star,A1cf
Ascl2,A1cf
Slc2a1,A1cf
Acta2,Cdhr1
Cd74,Polr3a
Acta2,Polr3a
Hspa5,Polr3a
Ppp2ca,Camk2g
Lnpep,Camk2g
Hmox1,Camk2g
Vegfa,Camk2g
Hif1a,Glud1
Erg,Glud1
Prl3d1,Glud1
Prl8a2,Glud1
Prl7b1,Glud1
Prl2c2,Glud1
Hsd17b1,Glud1
Pdk1,Glud1
Igf1,Glud1
Prl2c5,Glud1
Prl3b1,Glud1
Igf1,Ankrd1
Nos1,Ankrd1
Agtr1a,Ankrd1
Hspa5,Htr7
Adm,Htr7
Dnmt1,Rpp30
Mus81,Rpp30
Hspa5,Rpp30
Hyou1,Rpp30
Egln1,Rpp30
Tbr1,Rpp30
Amot,Rpp30
Srd5a1,Add3
Serpinh1,Add3
Agtr1a,Add3
Tlr4,Habp2
Serpine1,Habp2
Nfe2l2,Habp2
Serpinh1,Dnajb12
Cd74,Dnajb12
Bak1,Dnajb12
Mtor,Eif4ebp2
Tlr4,Eif4ebp2
Ednrb,Npffr1
Agtr1a,Npffr1
Edn1,Npffr1
Cul1,Tcf7l2
Hmgb1,Tcf7l2
Krt7,Tcf7l2
Ccng2,Tcf7l2
Ldha,Tcf7l2
Ttr,Tcf7l2
Ldha,Mki67
Dcaf13,Mki67
Akr1c13,Cyp17a1
Ptprj,Cyp17a1
Lepr,Cyp17a1
Scly,Cyp17a1
Cyp2b23,Cyp17a1
Akr1c12,Cyp17a1
Cyp4x1,Cyp17a1
Cyp4v3,Cyp17a1
Tgfb1,Cyp17a1
Cyp11b2,Cyp17a1
Cyp4a12b,Cyp17a1
Cyp2d12,Cyp17a1
Cx3cl1,Cyp17a1
Cyp2d34,Cyp17a1
Trerf1,Cyp17a1
Cyp11a1,Cyp17a1
Hsp90ab1,Cyp17a1
Prl3a1,Cyp17a1
Cyp3a25,Cyp17a1
Cyp2c69,Cyp17a1
Cyp3a13,Cyp17a1
Cyb5,Cyp17a1
Erbb2,Cyp17a1
Cyp11b1,Cyp17a1
Igf1r,Cyp17a1
Cyp2e1,Cyp17a1
Cyp2a5,Cyp17a1
Cyp3a16,Cyp17a1
Fshb,Cyp17a1
Srd5a3,Cyp17a1
Barx1,Cyp17a1
Cyp2a4,Cyp17a1
Cyp4f15,Cyp17a1
Akr1cl,Cyp17a1
Cyp2c38,Cyp17a1
Apc,Cyp17a1
Cyp2b9,Cyp17a1
Hsd3b3,Cyp17a1
Cyp3a44,Cyp17a1
Cyp3a11,Cyp17a1
Rad51,Cyp17a1
Cyp3a41a,Cyp17a1
Cyp2j12,Cyp17a1
Cyp2c66,Cyp17a1
Fgf9,Cyp17a1
Akr1c19,Cyp17a1
Hsd11b2,Cyp17a1
Cyp2j8,Cyp17a1
Prl8a6,Cyp17a1
Gm4450,Cyp17a1
Akr1c18,Cyp17a1
Nr5a1,Cyp17a1
Cyp2a12,Cyp17a1
Cyp2j11,Cyp17a1
Cyp2d26,Cyp17a1
Ppp2r4,Cyp17a1
Cdh1,Cyp17a1
Ltk,Cyp17a1
Smad2,Cyp17a1
Ppp4c,Cyp17a1
Prl8a9,Cyp17a1
Mamld1,Cyp17a1
Hfe,Cyp17a1
Cyp39a1,Cyp17a1
Gm10681,Cyp17a1
Cyp3a41b,Cyp17a1
Cyp3a57,Cyp17a1
Cyp2a22,Cyp17a1
Acadm,Cyp17a1
Cyp2c68,Cyp17a1
Ctbp1,Cyp17a1
Cyp2c54,Cyp17a1
Akr1c20,Cyp17a1
Fads2,Cyp17a1
Cyp2c55,Cyp17a1
Cyp46a1,Cyp17a1
Cyp2f2,Cyp17a1
Cyp2d22,Cyp17a1
Cyp2d40,Cyp17a1
Pomc,Cyp17a1
Prkaca,Cyp17a1
Acox2,Cyp17a1
Cyp2c29,Cyp17a1
Chdh,Cyp17a1
Cyp2j5,Cyp17a1
Prl7a1,Cyp17a1
Prl3d2,Cyp17a1
Prl3b1,Cyp17a1
Cyp21a1,Cyp17a1
Pten,Cyp17a1
Cyp2d9,Cyp17a1
Cyp4f18,Cyp17a1
Rpain,Cyp17a1
Akr1c14,Cyp17a1
Chek2,Cyp17a1
Akr1c6,Cyp17a1
Hsd3b1,Cyp17a1
Cyp26c1,Cyp17a1
Hsd3b2,Cyp17a1
Prl7d1,Cyp17a1
Ch25h,Cyp17a1
Cga,Cyp17a1
Cyp3a59,Cyp17a1
Tnf,Cyp17a1
F2,Cyp17a1
Akr1c21,Cyp17a1
Vip,Cyp17a1
Prl,Cyp17a1
Srd5a1,Cyp17a1
Bmp2,Cyp17a1
Prl5a1,Cyp17a1
Prl8a1,Cyp17a1
Prl2c3,Cyp17a1
Cyp2d11,Cyp17a1
Acad8,Cyp17a1
Retsat,Cyp17a1
F2rl3,Cyp17a1
Cyp2s1,Cyp17a1
Cyp2j7-ps,Cyp17a1
Por,Cyp17a1
Prl6a1,Cyp17a1
Cyp24a1,Cyp17a1
Pappa,Cyp17a1
Jrk,Cyp17a1
Dusp1,Cyp17a1
F2r,Cyp17a1
Lhb,Cyp17a1
Fzr1,Cyp17a1
Cyp26a1,Cyp17a1
Cyp2c67,Cyp17a1
Cyp4f13,Cyp17a1
Prl3d1,Cyp17a1
Hsd3b6,Cyp17a1
Cyp2d10,Cyp17a1
Cyp2u1,Cyp17a1
Adcyap1r1,Cyp17a1
Cyp8b1,Cyp17a1
Cyp2c50,Cyp17a1
Prl2c1,Cyp17a1
Cyp2c40,Cyp17a1
Stk11,Cyp17a1
Prl7b1,Cyp17a1
Acads,Cyp17a1
Atp5e,Cyp17a1
Smad3,Cyp17a1
Cyp2j13,Cyp17a1
Cyp2b19,Cyp17a1
Cyp51,Cyp17a1
Cdo1,Cyp17a1
Hsd3b4,Cyp17a1
Cyp2c39,Cyp17a1
Sdha,Cyp17a1
Sqle,Cyp17a1
9130409I23Rik,Cyp17a1
Cyp2c37,Cyp17a1
Cyp4f14,Cyp17a1
Cyp2c65,Cyp17a1
Adipoq,Cyp17a1
Hsd3b5,Cyp17a1
Crh,Cyp17a1
Igf1,Cyp17a1
Lep,Cyp17a1
Cyp2j6,Cyp17a1
Plod1,Cyp17a1
Cyp4b1,Cyp17a1
Cyp2w1,Cyp17a1
Cyp2r1,Cyp17a1
Cyp7a1,Cyp17a1
Cyp27a1,Cyp17a1
Prl4a1,Cyp17a1
Mapk14,Cyp17a1
Cyp2b10,Cyp17a1
Prl2b1,Cyp17a1
Gnrh1,Cyp17a1
Dek,Cyp17a1
Cyp20a1,Cyp17a1
Cyp27b1,Cyp17a1
Degs1,Cyp17a1
Prl3d3,Cyp17a1
Gsta2,Cyp17a1
Prl8a8,Cyp17a1
Sf1,Cyp17a1
Cyp26b1,Cyp17a1
Acadsb,Cyp17a1
Prl2a1,Cyp17a1
Ctbp2,Cyp17a1
Gusb,Cyp17a1
Nog,Cyp17a1
Pms2,Cyp17a1
Gm8074,Cyp17a1
Trp53,Cyp17a1
Prl8a2,Cyp17a1
Prl3c1,Cyp17a1
Sp1,Cyp17a1
Nampt,Cyp17a1
Adcyap1,Cyp17a1
Prl2c2,Cyp17a1
Prl7c1,Cyp17a1
Cyp2b13,Cyp17a1
Prl2c5,Cyp17a1
Cyp4f39,Cyp17a1
Akr1d1,Cyp17a1
Prl7a2,Cyp17a1
Cyp2j9,Cyp17a1
Hmox1,Lrrc27
Lgals1,Mtg1
Igf1,Paox
Slc2a1,Gsto1
Ldha,Gsto1
Tlr4,Taf5
Hspa5,Taf5
Sod1,Taf5
Prl3d1,Pprc1
Prl3b1,Pprc1
Hsd17b1,Pprc1
Igf1,Pprc1
Prl8a2,Pprc1
Prl2c2,Pprc1
Sirt1,Pprc1
Prl7b1,Pprc1
Prl2c5,Pprc1
Nfe2l2,Pprc1
Lrp8,Cnnm2
Atp6ap2,Cnnm2
Ephb4,Cnnm2
Mtor,Pdcd11
Dcaf13,Pdcd11
Hyou1,Pdcd11
Adh5,Pdcd11
Hspa5,Pdcd11
Tbr1,Pdcd11
Atp6ap2,Pdcd11
Amot,Pdcd11
Egln1,Pdcd11
Acta2,Pdcd11
Dnmt1,Pdcd11
Krt8,Adam12
Dnmt1,Rgs10
Ppp2ca,Btbd10
Slc2a1,Gas2
Slc2a1,Slc5a12
Slc2a9,Slc5a12
Amot,Lin7c
Lrp8,Lin7c
Cul1,Lin7c
Atp6ap2,Lin7c
Ephb4,Lin7c
Hyou1,Lin7c
Bmp10,Lrrc4c
Ascl2,Immp1l
Lnpep,Pgap2
Ttr,Zfp53
Ttr,Gm14443
Ttr,Gm26919
Ttr,Gm13242
Ttr,Zfp109
Ttr,Rex2
Ttr,Zfp948
Ttr,Zfp677
Ttr,Zfp229
Ttr,Zfp54
Ttr,Zfp760
Hsd3b1,Hsd17b12
Ldha,Hsd17b12
Cyp17a1,Hsd17b12
Hif1a,Hsd17b12
Hsd17b1,Hsd17b12
Atp6ap2,Apip
Prl7b1,Pamr1
Prl3b1,Pamr1
Prl8a2,Pamr1
Prl3d1,Pamr1
Prl2c5,Pamr1
Prl2c2,Pamr1
Mtor,Eif3m
Cd4,Eif3m
Ldha,Eif3m
Serpinh1,Eif3m
Cd74,Eif3m
Serpinh1,Tnks1bp1
Krt8,Glyat
Adh5,Glyat
Hspa5,Ssrp1
Cd4,Ssrp1
Amot,Ssrp1
Hyou1,Ssrp1
Cul1,Ssrp1
Egr1,Ssrp1
Egln1,Ssrp1
Hmgb1,Ssrp1
Dnmt1,Ssrp1
Tbr1,Ssrp1
Ldha,Slc43a1
Erg,Slc43a1
Nfe2l2,Slc43a1
Vegfa,Slc43a1
Ascl2,Slc43a1
Krt7,Slc43a1
Flt1,Ptprj
Vegfa,Ptprj
Kit,Ptprj
Cyp17a1,Ptprj
Ephb4,Ptprj
Pdk1,Ptprj
Hspa5,l7Rn6
Prkaa1,Sesn3
Srd5a1,Tenm4
Myof,Serpinh1
Coro1b,Serpinh1
Sorbs2,Serpinh1
Eef1g,Serpinh1
Kpnb1,Serpinh1
Col16a1,Serpinh1
Shkbp1,Serpinh1
C530008M17Rik,Serpinh1
Jun,Serpinh1
Hspa1a,Serpinh1
Pdia6,Serpinh1
Col1a2,Serpinh1
2310033P09Rik,Serpinh1
Tbc1d4,Serpinh1
Mcm2,Serpinh1
Anxa2,Serpinh1
Ddx17,Serpinh1
Jup,Serpinh1
Cd9,Serpinh1
Tk1,Serpinh1
Lgi1,Serpinh1
Tctn1,Serpinh1
Xrn2,Serpinh1
Actl11,Serpinh1
Col13a1,Serpinh1
Cct3,Serpinh1
C1qbp,Serpinh1
Hnrnpa0,Serpinh1
Col5a2,Serpinh1
Tmod1,Serpinh1
Fxr1,Serpinh1
Hspa1b,Serpinh1
Bzw1,Serpinh1
Ddx6,Serpinh1
Hspbp1,Serpinh1
Aurka,Serpinh1
Pcna,Serpinh1
Plod1,Serpinh1
Lgals1,Serpinh1
Pparg,Serpinh1
Col5a1,Serpinh1
Matr3,Serpinh1
Hsbp1,Serpinh1
