L1,L2,R1,R2,R3,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
GNAI2,,NPY1R,,,2270,DEVCOMLR:9541:7AC420836578,mfascicularis_development_LR002216,GNAI2,NPY1R,GNAI2>>NPY1R,simple,1,1,GNAI2>>NPY1R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,NPY2R,,,2271,DEVCOMLR:9541:DD7AFA43EE7B,mfascicularis_development_LR002217,GNAI2,NPY2R,GNAI2>>NPY2R,simple,1,1,GNAI2>>NPY2R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,NPY5R,,,2272,DEVCOMLR:9541:5C0178A4BE4B,mfascicularis_development_LR002218,GNAI2,NPY5R,GNAI2>>NPY5R,simple,1,1,GNAI2>>NPY5R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,OPRK1,,,2273,DEVCOMLR:9541:DE18942E7331,mfascicularis_development_LR002219,GNAI2,OPRK1,GNAI2>>OPRK1,simple,1,1,GNAI2>>OPRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,OPRL1,,,2274,DEVCOMLR:9541:D1BC7552969B,mfascicularis_development_LR002220,GNAI2,OPRL1,GNAI2>>OPRL1,simple,1,1,GNAI2>>OPRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,OXER1,,,2275,DEVCOMLR:9541:1A2D3266E9AA,mfascicularis_development_LR002221,GNAI2,OXER1,GNAI2>>OXER1,simple,1,1,GNAI2>>OXER1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,OXGR1,,,2276,DEVCOMLR:9541:9ECB9582BE24,mfascicularis_development_LR002222,GNAI2,OXGR1,GNAI2>>OXGR1,simple,1,1,GNAI2>>OXGR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,P2RY13,,,2277,DEVCOMLR:9541:9C43F7B49401,mfascicularis_development_LR002223,GNAI2,P2RY13,GNAI2>>P2RY13,simple,1,1,GNAI2>>P2RY13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,P2RY14,,,2278,DEVCOMLR:9541:9B349E9E8AC0,mfascicularis_development_LR002224,GNAI2,P2RY14,GNAI2>>P2RY14,simple,1,1,GNAI2>>P2RY14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,RXFP1,,,2279,DEVCOMLR:9541:BCDBE2AFB2A8,mfascicularis_development_LR002225,GNAI2,RXFP1,GNAI2>>RXFP1,simple,1,1,GNAI2>>RXFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,RXFP3,,,2280,DEVCOMLR:9541:90EBD5DEF0F8,mfascicularis_development_LR002226,GNAI2,RXFP3,GNAI2>>RXFP3,simple,1,1,GNAI2>>RXFP3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,SSTR1,,,2281,DEVCOMLR:9541:1E76B53EAA65,mfascicularis_development_LR002227,GNAI2,SSTR1,GNAI2>>SSTR1,simple,1,1,GNAI2>>SSTR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,SSTR2,,,2282,DEVCOMLR:9541:D63DB746B1B3,mfascicularis_development_LR002228,GNAI2,SSTR2,GNAI2>>SSTR2,simple,1,1,GNAI2>>SSTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,SSTR4,,,2283,DEVCOMLR:9541:81B4146FD0AB,mfascicularis_development_LR002229,GNAI2,SSTR4,GNAI2>>SSTR4,simple,1,1,GNAI2>>SSTR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,SSTR5,,,2284,DEVCOMLR:9541:D489754F972C,mfascicularis_development_LR002230,GNAI2,SSTR5,GNAI2>>SSTR5,simple,1,1,GNAI2>>SSTR5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,SUCNR1,,,2285,DEVCOMLR:9541:0C62623E43E3,mfascicularis_development_LR002231,GNAI2,SUCNR1,GNAI2>>SUCNR1,simple,1,1,GNAI2>>SUCNR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS1R1,,,2286,DEVCOMLR:9541:5664F3C8DBB0,mfascicularis_development_LR002232,GNAI2,TAS1R1,GNAI2>>TAS1R1,simple,1,1,GNAI2>>TAS1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS1R2,,,2287,DEVCOMLR:9541:3462268B6306,mfascicularis_development_LR002233,GNAI2,TAS1R2,GNAI2>>TAS1R2,simple,1,1,GNAI2>>TAS1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R1,,,2288,DEVCOMLR:9541:1A09F576B9B4,mfascicularis_development_LR002234,GNAI2,TAS2R1,GNAI2>>TAS2R1,simple,1,1,GNAI2>>TAS2R1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R10,,,2289,DEVCOMLR:9541:9EB2BBC226EF,mfascicularis_development_LR002235,GNAI2,TAS2R10,GNAI2>>TAS2R10,simple,1,1,GNAI2>>TAS2R10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R13,,,2290,DEVCOMLR:9541:0DC8CD97F73F,mfascicularis_development_LR002236,GNAI2,TAS2R13,GNAI2>>TAS2R13,simple,1,1,GNAI2>>TAS2R13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R16,,,2291,DEVCOMLR:9541:EA1B73F80E6F,mfascicularis_development_LR002237,GNAI2,TAS2R16,GNAI2>>TAS2R16,simple,1,1,GNAI2>>TAS2R16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R3,,,2292,DEVCOMLR:9541:C05AE952E8F9,mfascicularis_development_LR002238,GNAI2,TAS2R3,GNAI2>>TAS2R3,simple,1,1,GNAI2>>TAS2R3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R38,,,2293,DEVCOMLR:9541:F5D19567BD92,mfascicularis_development_LR002239,GNAI2,TAS2R38,GNAI2>>TAS2R38,simple,1,1,GNAI2>>TAS2R38,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R39,,,2294,DEVCOMLR:9541:F5C68B386F36,mfascicularis_development_LR002240,GNAI2,TAS2R39,GNAI2>>TAS2R39,simple,1,1,GNAI2>>TAS2R39,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R4,,,2295,DEVCOMLR:9541:93D4FA5A48D4,mfascicularis_development_LR002241,GNAI2,TAS2R4,GNAI2>>TAS2R4,simple,1,1,GNAI2>>TAS2R4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R40,,,2296,DEVCOMLR:9541:0C9AA9F6E46B,mfascicularis_development_LR002242,GNAI2,TAS2R40,GNAI2>>TAS2R40,simple,1,1,GNAI2>>TAS2R40,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R41,,,2297,DEVCOMLR:9541:3ED7B1FC8BD0,mfascicularis_development_LR002243,GNAI2,TAS2R41,GNAI2>>TAS2R41,simple,1,1,GNAI2>>TAS2R41,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R5,,,2298,DEVCOMLR:9541:F19548BDF619,mfascicularis_development_LR002244,GNAI2,TAS2R5,GNAI2>>TAS2R5,simple,1,1,GNAI2>>TAS2R5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R60,,,2299,DEVCOMLR:9541:C67081327D10,mfascicularis_development_LR002245,GNAI2,TAS2R60,GNAI2>>TAS2R60,simple,1,1,GNAI2>>TAS2R60,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R7,,,2300,DEVCOMLR:9541:0D0DC3722F05,mfascicularis_development_LR002246,GNAI2,TAS2R7,GNAI2>>TAS2R7,simple,1,1,GNAI2>>TAS2R7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R8,,,2301,DEVCOMLR:9541:7ACA222EEC5E,mfascicularis_development_LR002247,GNAI2,TAS2R8,GNAI2>>TAS2R8,simple,1,1,GNAI2>>TAS2R8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAI2,,TAS2R9,,,2302,DEVCOMLR:9541:AE0746BFE945,mfascicularis_development_LR002248,GNAI2,TAS2R9,GNAI2>>TAS2R9,simple,1,1,GNAI2>>TAS2R9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,ADCYAP1R1,,,2303,DEVCOMLR:9541:51EDB136D984,mfascicularis_development_LR002249,GNAS,ADCYAP1R1,GNAS>>ADCYAP1R1,simple,1,1,GNAS>>ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,ADORA2B,,,2304,DEVCOMLR:9541:55DEA9797ACA,mfascicularis_development_LR002250,GNAS,ADORA2B,GNAS>>ADORA2B,simple,1,1,GNAS>>ADORA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,AGTR2,,,2305,DEVCOMLR:9541:4C7ECDFDCF38,mfascicularis_development_LR002251,GNAS,AGTR2,GNAS>>AGTR2,simple,1,1,GNAS>>AGTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,CALCRL,,,2306,DEVCOMLR:9541:40674F36EE54,mfascicularis_development_LR002252,GNAS,CALCRL,GNAS>>CALCRL,simple,1,1,GNAS>>CALCRL,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,CCR3,,,2307,DEVCOMLR:9541:B00244DC2C9C,mfascicularis_development_LR002253,GNAS,CCR3,GNAS>>CCR3,simple,1,1,GNAS>>CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,CCR5,,,2308,DEVCOMLR:9541:AE6200335603,mfascicularis_development_LR002254,GNAS,CCR5,GNAS>>CCR5,simple,1,1,GNAS>>CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,CRHR2,,,2309,DEVCOMLR:9541:13AE55451707,mfascicularis_development_LR002255,GNAS,CRHR2,GNAS>>CRHR2,simple,1,1,GNAS>>CRHR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,CXCR4,,,2310,DEVCOMLR:9541:705FBA1240E8,mfascicularis_development_LR002256,GNAS,CXCR4,GNAS>>CXCR4,simple,1,1,GNAS>>CXCR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,DRD1,,,2311,DEVCOMLR:9541:05B983166591,mfascicularis_development_LR002257,GNAS,DRD1,GNAS>>DRD1,simple,1,1,GNAS>>DRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,DRD5,,,2312,DEVCOMLR:9541:2FE152E1D853,mfascicularis_development_LR002258,GNAS,DRD5,GNAS>>DRD5,simple,1,1,GNAS>>DRD5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,EDNRA,,,2313,DEVCOMLR:9541:63C979B3A255,mfascicularis_development_LR002259,GNAS,EDNRA,GNAS>>EDNRA,simple,1,1,GNAS>>EDNRA,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,FPR1,,,2314,DEVCOMLR:9541:19C34A3B0404,mfascicularis_development_LR002260,GNAS,FPR1,GNAS>>FPR1,simple,1,1,GNAS>>FPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,FSHR,,,2315,DEVCOMLR:9541:16086AD8891F,mfascicularis_development_LR002261,GNAS,FSHR,GNAS>>FSHR,simple,1,1,GNAS>>FSHR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,GHRHR,,,2316,DEVCOMLR:9541:82098745E246,mfascicularis_development_LR002262,GNAS,GHRHR,GNAS>>GHRHR,simple,1,1,GNAS>>GHRHR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,GIPR,,,2317,DEVCOMLR:9541:FC9A5CBC6DF0,mfascicularis_development_LR002263,GNAS,GIPR,GNAS>>GIPR,simple,1,1,GNAS>>GIPR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,GLP2R,,,2318,DEVCOMLR:9541:6FD7C2C17721,mfascicularis_development_LR002264,GNAS,GLP2R,GNAS>>GLP2R,simple,1,1,GNAS>>GLP2R,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,GPR176,,,2319,DEVCOMLR:9541:471705F07E9C,mfascicularis_development_LR002265,GNAS,GPR176,GNAS>>GPR176,simple,1,1,GNAS>>GPR176,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,GPR20,,,2320,DEVCOMLR:9541:BA3B5D8245E8,mfascicularis_development_LR002266,GNAS,GPR20,GNAS>>GPR20,simple,1,1,GNAS>>GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,GPR27,,,2321,DEVCOMLR:9541:9D939C5F998E,mfascicularis_development_LR002267,GNAS,GPR27,GNAS>>GPR27,simple,1,1,GNAS>>GPR27,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GNAS,,GPR32,,,2322,DEVCOMLR:9541:16E175C5F2B1,mfascicularis_development_LR002268,GNAS,GPR32,GNAS>>GPR32,simple,1,1,GNAS>>GPR32,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
