from,to
TP63,MIR595
TP63,METTL22
TP63,NOBOX
TP63,SLC2A8
TP63,ZNF414
TP63,ZNF606
TP63,PFKFB4
TP63,HDAC6
TP63,KCNJ1
TP63,NETO2
TP63,ZNF132
TP63,OR52E8
TP63,SLC35C2
TP63,IFI30
TP63,PIN4
TP63,SLC38A5
TP63,KRT34
TP63,WFDC5
TP63,MGP
TP63,SCO2
TP63,ZNF236
TP63,TGM5
TP63,FLNA
TP63,STAC3
TP63,CTRL
TP63,CCDC65
TP63,RAPGEFL1
TP63,RPTN
TP63,CLEC3B
TP63,GALNT15
TP63,STK17A
TP63,ZNF518B
TP63,ADAM30
TP63,LMF2
TP63,PXT1
TP63,PRSS3
TP63,ANKRD19P
TP63,TAC3
TP63,LINC00189
TP63,GML
TP63,REXO1L1P
TP63,ZNF627
TP63,BPESC1
TP63,SNORD93
TP63,CCL23
TP63,RNASE7
TP63,TMEM255A
TP63,CEP170P1
TP63,FRMPD4
TP63,HAO2
TP63,C7
TP63,MROH2B
TP63,ZNF658B
TP63,PIFO
TP63,CCDC185
TP63,IL19
TP63,CCDC144NL
TP63,MIR615
TP63,SUMO4
TP63,SPANXN2
TP63,IGFL2
TP63,KRTAP19-1
TP63,RSC1A1
TP63,FCAMR
TP63,ERP27
TP63,BBS12
TP63,SLFN12L
TP63,EMD
TP63,CLEC18B
TP63,RTP3
TP63,CSTA
TP63,MRAP2
TP63,TMEM130
TP63,PLD6
TP63,RASD2
TP63,PRSS35
TP63,CRYGS
TP63,SEC14L5
TP63,TRANK1
TP63,PLA2R1
TP63,CYP2W1
TP63,GINM1
TP63,SLC52A2
TP63,SLC9A6
TP63,PHF6
TP63,PIGA
TP63,ZBTB33
TP63,ALDH1A1
TP63,LCA5
TP63,RNF152
TP63,SCML4
TP63,GJB1
TP63,MAP7D2
TP63,SLC25A43
TP63,NOX1
TP63,KIF12
TP63,ORM1
TP63,TAB3
TP63,TMEM200A
TP63,ARL9
TP63,OCRL
TP63,TUBG2
TP63,CAGE1
TP63,MIR26B
TP63,FANCE
TP63,IGSF10
TP63,TMEM174
TP63,CLCA2
TP63,OR5K4
TP63,OR13F1
TP63,OR8K5
TP63,CLEC2B
TP63,MIR181A1
TP63,NSDHL
TP63,CCDC172
TP63,SLCO6A1
TP63,EQTN
TP63,FAM170A
TP63,PRB1
TP63,OR5K1
TP63,NDP
TP63,UGT2B7
TP63,RPS6KA6
TP63,CDON
TP63,FABP7
TP63,SERPINI2
TP63,FSHB
TP63,OR5K3
TP63,LCE5A
TP63,LMOD2
TP63,NMBR
TP63,LOC652276
TP63,SMYD4
TP63,PAAF1
TP63,ZNF267
TP63,METTL25
TP63,ANXA2P2
TP63,SLC5A4
TP63,HCP5
TP63,NCF1C
TP63,NSUN5P2
TP63,DDX12P
TP63,DBIL5P
TP63,TMEM254
TP63,FAM200A
TP63,ZNF251
TP63,ZNF576
TP63,XIST
TP63,LRRC8E
TP63,FAM183A
TP63,RNU4ATAC
TP63,POLR2J2
TP63,PDXDC2P
TP63,CHTOP
TP63,SLC35G6
TP63,ZNF425
TP63,MSTO2P
TP63,ZNF195
TP63,CABP2
TP63,CGB5
TP63,GH1
TP63,CYP21A2
TP63,ATG4A
TP63,CLDN17
TP63,LOC286359
TP63,HHLA2
TP63,NEB
TP63,C4A
TP63,CLCN1
TP63,LY6D
TP63,SLC17A8
TP63,ZNF345
TP63,UBQLN2
TP63,PHKA2
TP63,CD79B
TP63,TRIM43
TP63,LRRTM2
TP63,TAS2R60
TP63,CRCT1
TP63,FXYD6
TP63,FGF21
TP63,HHLA1
TP63,ARMC8
TP63,HSD17B4
TP63,AACSP1
TP63,LGALS9C
TP63,LINC00265
TP63,MIR4257
TP63,MIR4310
TP63,MIR449B
TP63,SNORA38
TP63,SNORD124
TP63,SNORD19B
TP63,VENTXP1
TP63,WFDC10A
TP63,FLJ46906
TP63,CEACAM20
TP63,MIR1284
TP63,MIR181A2
TP63,PRB2
TP63,AQP10
TP63,P2RX6P
TP63,TMEM61
TP63,MIR152
TP63,AGAP9
TP63,ANP32A-IT1
TP63,CCDC144CP
TP63,CCDC168
TP63,CDRT15L2
TP63,CEACAM22P
TP63,CELP
TP63,CGB7
TP63,CGB8
TP63,CLEC4GP1
TP63,COLCA1
TP63,CYCSP52
TP63,DPRXP4
TP63,EIF3IP1
TP63,FAM153B
TP63,FAM181A-AS1
TP63,FAM215A
TP63,FAM25G
TP63,FAM99A
TP63,FDPSP2
TP63,FLJ42351
TP63,HOTAIR
TP63,KRT16P2
TP63,KRT16P3
TP63,KRT42P
TP63,LGALS7B
TP63,LINC00163
TP63,LOC100128398
TP63,LOC100129148
TP63,LOC100129931
TP63,LOC100192426
TP63,LOC202181
TP63,LOC283299
TP63,LOC284344
TP63,LOC442497
TP63,LOC643201
TP63,LOC728554
TP63,LRIT3
TP63,LY86-AS1
TP63,MIR1238
TP63,MIR1244-1
TP63,MIR1244-2
TP63,MIR1244-3
TP63,MIR1258
TP63,MIR1279
TP63,MIR1305
TP63,MIR1322
TP63,MIR138-2
TP63,MIR200A
TP63,MIR29B2
TP63,MIR29C
TP63,MIR3074
TP63,MIR3126
TP63,MIR3138
TP63,MIR3150A
TP63,MIR3165
TP63,MIR3188
TP63,MIR3193
TP63,MIR3199-1
TP63,MIR3199-2
TP63,MIR320E
TP63,MIR4262
TP63,MIR4279
TP63,MIR4287
TP63,MIR429
TP63,MIR4290
TP63,MIR4298
TP63,MIR4301
TP63,MIR4309
TP63,MIR4312
TP63,MIR4313
TP63,MIR4318
TP63,MIR4322
TP63,MIR4323
TP63,MIR449A
TP63,MIR451A
TP63,MIR454
TP63,MIR548G
TP63,MIR548J
TP63,MIR548N
TP63,MIR575
TP63,MIR602
TP63,MIR631
TP63,MIR657
TP63,MIR711
TP63,MIR891A
TP63,MIR933
TP63,MIR939
TP63,MRPL42P5
TP63,MT1L
TP63,MTRNR2L8
TP63,NSFP1
TP63,OCM2
TP63,OR5T1
TP63,PRINS
TP63,PRR21
TP63,RNF148
TP63,RNU5D-1
TP63,RPL13AP3
TP63,RPL23AP64
TP63,RPL31P11
TP63,RSPH10B
TP63,RSPH10B2
TP63,SMIM4
TP63,SNORA10
TP63,SNORA36C
TP63,SNORA49
TP63,SNORA5A
TP63,SNORA5B
TP63,SNORA66
TP63,SNORA67
TP63,SNORA69
TP63,SNORD113-1
TP63,SNORD121B
TP63,SNORD125
TP63,SNORD21
TP63,SPDYE2
TP63,SPDYE2B
TP63,TMEM89
TP63,TPTE2P3
TP63,TTC28-AS1
TP63,ZNF702P
TP63,ANKRD18A
TP63,SCARNA12
TP63,SNORA48
TP63,SNORD24
TP63,SNORD36A
TP63,SNORD36B
TP63,SNORD36C
TP63,NHEG1
TP63,MT1E
TP63,MIR27B
TP63,LOC646870
TP63,LGALS9B
TP63,CD99P1
TP63,SCARNA14
TP63,FLJ44635
TP63,PCA3
TP63,MIR1286
TP63,ZNF30
TP63,MIR125B1
TP63,SNORA13
TP63,ZSCAN1
TP63,PPAN-P2RY11
TP63,CLTCL1
TP63,CEMP1
TP63,P2RY11
TP63,DDX53
TP63,LCE4A
TP63,MIR1182
TP63,MIR1228
TP63,SNORD96B
TP63,PLEKHG7
TP63,MIR222
TP63,LOC646214
TP63,FUNDC2P2
TP63,MIR26A1
TP63,TSTD1
TP63,TRABD2A
TP63,FAM47B
TP63,LOC284009
TP63,SRPK3
TP63,TFDP3
TP63,BLID
TP63,RGS21
TP63,MIR1225
TP63,TEX13B
TP63,ZNF135
TP63,LRRC19
TP63,OR1N2
TP63,OLAH
TP63,AKR1C6P
TP63,PLSCR5
TP63,DEFB136
TP63,CLLU1
TP63,IGFL4
TP63,MIR548H4
TP63,TPRXL
TP63,KLHL30
TP63,AKR1B15
TP63,MIR1200
TP63,MIR938
TP63,MIR944
TP63,FAM177B
TP63,MIR1231
TP63,AGPAT4-IT1
TP63,PYDC1
TP63,CALML6
TP63,PLAC9
TP63,MIOX
TP63,AKR7A2P1
TP63,DGCR5
TP63,ITPK1-AS1
TP63,KDM4E
TP63,LINC00304
TP63,LOC100132215
TP63,MIR320B1
TP63,ZNF853
TP63,MIRLET7A2
TP63,LINC00520
TP63,HSBP1L1
TP63,CAPS
TP63,DNM1P35
TP63,MYH16
TP63,ZNF311
TP63,ZNF843
TP63,ARHGEF35
TP63,PHGR1
TP63,PRR22
TP63,SRRM5
TP63,CKMT1A
TP63,ZNF581
TP63,SPEM1
TP63,GPR62
TP63,SLC2A11
TP63,POMZP3
TP63,MIR564
TP63,MIR639
TP63,MIR190B
TP63,NOX4
TP63,NUTM2A
TP63,SNORA5C
TP63,MIR497
TP63,SNORD99
TP63,ZNF543
TP63,CCL15
TP63,IL36B
TP63,IL20
TP63,SLC6A16
TP63,MIR34A
TP63,MIR208A
TP63,PI4KAP2
TP63,RAET1E
TP63,AMELY
TP63,DSG1
TP63,TBL1Y
TP63,CLDN16
TP63,CLCA3P
TP63,DAW1
TP63,SUPT20H
TP63,SNORD19
TP63,SNORD64
TP63,SNORD69
TP63,ZFP91-CNTF
TP63,LOC100133091
TP63,INS-IGF2
TP63,LINC00114
TP63,MIR611
TP63,SCARNA15
TP63,ZNF324B
TP63,ULBP1
TP63,CAMSAP1
TP63,LOC100268168
TP63,PMS2CL
TP63,EID2B
TP63,MIR320A
TP63,ZNF577
TP63,ULBP2
TP63,ARHGAP5-AS1
TP63,NKAPP1
TP63,GABARAPL3
TP63,KRTAP11-1
TP63,PRKY
TP63,SPTBN5
TP63,FLJ40194
TP63,LINC00482
TP63,MIR122
TP63,PSG4
TP63,CIRBP-AS1
TP63,COL18A1-AS1
TP63,NMRK1
TP63,KRT82
TP63,ZNF750
TP63,JADE3
TP63,PSG1
TP63,PSG9
TP63,TGM4
TP63,ATP1A1-AS1
TP63,LINC00313
TP63,ZNF767P
TP63,TMEM51-AS1
TP63,GJC3
TP63,S100B
TP63,PGBD2
TP63,LOC730668
TP63,EXD3
TP63,LOC145783
TP63,ALOX15B
TP63,CD177
TP63,FAM184B
TP63,GAS2L2
TP63,GJD2
TP63,WEE2
TP63,MYH6
TP63,PLA2G4D
TP63,CHP2
TP63,ESPNL
TP63,ZNF34
TP63,FPR1
TP63,KLRB1
TP63,ANKRD22
TP63,PCDH12
TP63,LALBA
TP63,PYHIN1
TP63,CFD
TP63,IGFL3
TP63,FOXR1
TP63,GPX3
TP63,MS4A13
TP63,MYOG
TP63,CYB5R2
TP63,EXPH5
TP63,LYSMD4
TP63,PMEL
TP63,YY1AP1
TP63,CERS3
TP63,DAPL1
TP63,PADI6
TP63,SPINK5
TP63,MUSK
TP63,PAPPA2
TP63,RNASE11
TP63,HSD17B1
TP63,TSSK1B
TP63,NHLRC4
TP63,PLA2G4B
TP63,CAPN8
TP63,SNX31
TP63,FAM221B
TP63,IL34
TP63,MMP1
TP63,HBE1
TP63,CCR5
TP63,PIGR
TP63,MT1M
TP63,PDIA3P1
TP63,SLC2A4RG
TP63,ZNF503-AS2
TP63,MIR1204
TP63,MIR1301
TP63,MIR1208
TP63,MIR181B2
TP63,MIR1910
TP63,MIR2117
TP63,TMEM249
TP63,MIR583
TP63,MIR663B
TP63,KHDC1
TP63,DHRS7C
TP63,PI4KAP1
TP63,DLEU2L
TP63,BDKRB2
TP63,TTC7B
TP63,HMHB1
TP63,ESRRG
TP63,SGCG
TP63,CTSL3P
TP63,ZNF648
TP63,TMSB4XP8
TP63,LRRC15
TP63,APC2
TP63,USHBP1
TP63,MS4A15
TP63,FAM171A2
TP63,ATP8B3
TP63,DHX58
TP63,SNORA64
TP63,SNORD60
TP63,CYP3A4
TP63,SNORD53
TP63,JMJD7
TP63,FUT5
TP63,MIR608
TP63,TNXA
TP63,NME2P1
TP63,ECT2L
TP63,MIR24-1
TP63,BTN3A1
TP63,GUCA1A
TP63,ZNF57
TP63,MIR147A
TP63,OST4
TP63,LCE1A
TP63,SRRM3
TP63,ELANE
TP63,MT4
TP63,TADA2B
TP63,ZNF85
TP63,ZNF440
TP63,TYW1B
TP63,DKFZP586I1420
TP63,LOC642846
TP63,OR5B2
TP63,DDX60L
TP63,UGT2B4
TP63,LINC00339
TP63,OSTCP1
TP63,SNHG20
TP63,CCL8
TP63,CLECL1
TP63,DTNA
TP63,INS
TP63,MIR141
TP63,MIR449C
TP63,MIR194-2
TP63,THNSL2
TP63,CHIT1
TP63,PABPN1L
TP63,PROK1
TP63,CAV3
TP63,FCN2
TP63,PSG2
TP63,MAP3K7CL
TP63,PSG11
TP63,SHROOM4
TP63,CPSF4
TP63,PTCD1
TP63,SPCS1
TP63,ZNF8
TP63,KCNJ10
TP63,P4HTM
TP63,SARM1
TP63,A2ML1
TP63,TBPL2
TP63,OR6X1
TP63,ADARB2-AS1
TP63,TRIM43B
TP63,ATXN3L
TP63,DCAF8L1
TP63,SCARNA3
TP63,GABRQ
TP63,OR5AK2
TP63,ETV7
TP63,TP73-AS1
TP63,COL28A1
TP63,CSNK1A1L
TP63,TSHB
TP63,RFPL4B
TP63,NBPF3
TP63,CXCR2
TP63,CPO
TP63,LINC00474
TP63,LOC407835
TP63,ADORA2A-AS1
TP63,MIR548A1
TP63,MIR548D2
TP63,RNU5E-1
TP63,LINC00158
TP63,MIR1246
TP63,RPSAP52
TP63,MIR383
TP63,SNORA70C
TP63,POU5F2
TP63,ASAP1-IT1
TP63,LOC153910
TP63,RPL21P44
TP63,MIR2053
TP63,MIR585
TP63,MIR569
TP63,MIR1976
TP63,MIR221
TP63,SNORA84
TP63,MIR600HG
TP63,HULC
TP63,POU5F1B
TP63,LINC00051
TP63,LINC00173
TP63,LINC00161
TP63,LOC100133920
TP63,RNF217-AS1
TP63,SFTA1P
TP63,CLRN3
TP63,TINAG
TP63,RFX8
TP63,WDFY4
TP63,KLHL36
TP63,DGCR6L
TP63,CCDC62
TP63,VSIG10
TP63,LY6K
TP63,MIR1293
TP63,RUNX1-IT1
TP63,RAD51AP2
TP63,DDI1
TP63,MED7
TP63,POP1
TP63,ANTXRL
TP63,SNORA28
TP63,SP6
TP63,CEP76
TP63,FUT1
TP63,GPR153
TP63,STXBP1
TP63,RMDN1
TP63,ZNF319
TP63,BVES
TP63,RANBP3L
TP63,CCDC85C
TP63,CRIP3
TP63,ZNF658
TP63,GDPD4
TP63,MYOC
TP63,S100G
TP63,MIR345
TP63,SNORA24
TP63,CSF3
TP63,PLCD1
TP63,GTF2H2C
TP63,GTF2H2C_2
TP63,LIMS3-LOC440895
TP63,LOC100131257
TP63,SNAR-G1
TP63,SNORD10
TP63,NSUN5P1
TP63,POM121C
TP63,FKBP9P1
TP63,LINC00111
TP63,LINC00475
TP63,DPM3
TP63,HNRNPA1L2
TP63,ANKUB1
TP63,CCDC80
TP63,GPER1
TP63,MON1A
TP63,EDNRA
TP63,FCRLA
TP63,PXDN
TP63,TWIST1
TP63,GPX8
TP63,SP140L
TP63,TRIM73
TP63,TRIM74
TP63,LINC00476
TP63,ZNF721
TP63,MTRF1
TP63,NAT8
TP63,ZNF682
TP63,AGAP11
TP63,ZBED8
TP63,MIR1253
TP63,MIR1287
TP63,STAR
TP63,MIR550A1
TP63,LOC100130872
TP63,LINC00696
TP63,RNF175
TP63,DNAAF1
TP63,CCER1
TP63,IL18
TP63,IRF6
TP63,OR10P1
TP63,OR4C12
TP63,LCE1E
TP63,SMCP
TP63,CSH1
TP63,OR13J1
TP63,SPRR1B
TP63,BPI
TP63,CABP5
TP63,SPDYC
TP63,BNIPL
TP63,CCDC73
TP63,CNTF
TP63,CCL11
TP63,MED30
TP63,KRT25
TP63,MIR483
TP63,CCK
TP63,SNAI2
TP63,CES3
TP63,CHMP1A
TP63,LRRC52
TP63,CACNA1F
TP63,XCR1
TP63,HCG26
TP63,BDKRB1
TP63,TP53I3
TP63,BTNL8
TP63,SPAG8
TP63,TMEM8B
TP63,IL36RN
TP63,PELI1
TP63,SPRTN
TP63,VTI1B
TP63,STAB1
TP63,FAM151A
TP63,MIR195
TP63,TMEM204
TP63,FLJ42969
TP63,MIR3178
TP63,HCG22
TP63,PLAC8L1
TP63,MIR365A
TP63,MPEG1
TP63,WDR91
TP63,TEX26
TP63,GPR89B
TP63,LIMS3
TP63,HACL1
TP63,FAM106A
TP63,FAM27C
TP63,FCHSD1
TP63,SOX10
TP63,CTHRC1
CREB1,C3
CREB1,C9
CREB1,GSDMD
CREB1,CHPF
CREB1,HDAC4
CREB1,SLC2A1
CREB1,AHNAK
CREB1,GNG7
CREB1,LMNA
CREB1,BCL6
CREB1,PDE10A
CREB1,NRIP1
CREB1,CPEB4
CREB1,FOXO1
CREB1,STRN
CREB1,DUSP5
CREB1,SLC2A9
CREB1,BCL2
CREB1,PVT1
CREB1,TIMP3
CREB1,PTPN11
CREB1,BMP7
CREB1,HOXC8
CREB1,LMX1B
CREB1,NR4A2
CREB1,HAS2
CREB1,WNT7A
CREB1,ARG2
CREB1,HMGN3
CREB1,CASP3
CREB1,USP5
CREB1,ACVR1B
CREB1,BAG6
CREB1,PTEN
CREB1,BECN1
CREB1,EIF3D
CREB1,EFTUD2
CREB1,PIGF
CREB1,WNK1
CREB1,FTO
CREB1,METTL14
CREB1,BIRC5
CREB1,GPX4
CREB1,PTMA
CREB1,KDM3A
CREB1,GANAB
CREB1,CALR
CREB1,SOD2
CREB1,FN1
CREB1,KDM6B
CREB1,FOXO3
CREB1,ID3
CREB1,CDKN1A
CREB1,STAT3
CREB1,HSPA8
CREB1,MAPK1
CREB1,HNRNPK
CREB1,ABCG1
CREB1,CPT1A
CREB1,LIN28A
CREB1,WDR5
CREB1,SPOP
CREB1,KMT2A
CREB1,ERP44
CREB1,USP22
CREB1,USP14
CREB1,CCNG2
CREB1,MMAB
CREB1,GDF15
CREB1,DVL2
CREB1,MUS81
CREB1,CTF1
CREB1,ALKBH5
CREB1,XRN1
CREB1,HMGB1
CREB1,MALAT1
CREB1,BSG
CREB1,USP8
CREB1,ATP2B1
CREB1,ATM
CREB1,VDR
CREB1,LRP6
CREB1,JMJD6
CREB1,TXN
CREB1,MIF
CREB1,HDAC5
CREB1,SETD1A
CREB1,EGR1
CREB1,ARHGDIA
CREB1,NEAT1
CREB1,MMP9
CREB1,MFN2
CREB1,RHOA
CREB1,VPS51
CREB1,IFT140
CREB1,DNAJB11
CREB1,ATP6AP2
CREB1,MTHFR
CREB1,FADS2
CREB1,TFCP2
CREB1,E2F1
CREB1,RGS2
CREB1,MEN1
CREB1,HSD11B2
CREB1,CHGA
CREB1,HLA-A
CREB1,CD74
CREB1,NUCB2
CREB1,COL1A1
CREB1,HLA-G
CREB1,LGALS1
CREB1,TPP1
CREM,GNG7
CREM,RPS6KA1
CREM,BCL6
CREM,BMPR2
CREM,HIF1A
CREM,PDE10A
CREM,FOXO1
CREM,STRN
CREM,DUSP5
CREM,RYBP
CREM,PVT1
CREM,AHR
CREM,PTK2
CREM,PPARG
CREM,ZEB1
CREM,HIPK3
CREM,PTPN11
CREM,IGF2BP2
CREM,PBX3
CREM,CYP24A1
CREM,WNT3
CREM,NR4A2
CREM,HTRA1
CREM,WNT3A
CREM,ARG2
CREM,CNR1
CREM,AREG
CREM,STOX1
CREM,CTPS1
CREM,HSF2
CREM,PKD2
CREM,MOV10
CREM,YAP1
CREM,ACVR1B
CREM,BAG6
CREM,PTEN
CREM,BECN1
CREM,EIF3D
CREM,EFTUD2
CREM,WNK1
CREM,METTL14
CREM,BIRC5
CREM,GPX4
CREM,PTMA
CREM,KDM3A
CREM,GANAB
CREM,WTAP
CREM,CALR
CREM,PRDX2
CREM,SOD2
CREM,YBX1
CREM,SLC7A5
CREM,FN1
CREM,ACTN4
CREM,ITGB1
CREM,SASH1
CREM,KDM6B
CREM,FOXO3
CREM,CDKN1A
CREM,KHDRBS1
CREM,STAT3
CREM,HSPA8
CREM,MAPK1
CREM,ABL1
CREM,MCL1
CREM,PRDX1
CREM,HNRNPK
CREM,PARK7
CREM,PFN1
CREM,CASP9
CREM,GCLM
CREM,ARID1A
CREM,WDR5
CREM,PUM1
CREM,KCMF1
CREM,SPOP
CREM,USP22
CREM,USP14
CREM,CCNG2
CREM,MMAB
CREM,GDF15
CREM,DVL2
CREM,FUS
CREM,SIRT1
CREM,ALKBH5
CREM,XRN1
CREM,HMGB1
CREM,MALAT1
CREM,MYLIP
CREM,PPP1R12A
CREM,RASA1
CREM,BSG
CREM,USP8
CREM,HDAC2
CREM,EP300
CREM,NAMPT
CREM,ATP2B1
CREM,ATM
CREM,VDR
CREM,HMGA1
CREM,LRP6
CREM,MMAA
CREM,XPC
CREM,MBTPS1
CREM,MIF
CREM,SMAD4
CREM,SETD1A
CREM,EZH2
CREM,SPINT2
CREM,EGR1
CREM,ARHGDIA
CREM,NEAT1
CREM,SNAI1
CREM,MFN2
CREM,MAPK14
CREM,RHOA
CREM,IL4I1
CREM,IFT140
CREM,HIF3A
CREM,PKD1
CREM,DNAJB11
CREM,ATP6AP2
CREM,SETD2
CREM,CREBBP
CREM,MTHFR
CREM,FADS2
CREM,KEAP1
CREM,ARRDC3
CREM,ARNT
CREM,TFCP2
CREM,IL3RA
CREM,PFN2
CREM,E2F1
CREM,RGS2
CREM,VASH1
CREM,ACE
CREM,NOVA2
CREM,HLA-A
CREM,FXR1
CREM,CXCL16
CREM,HLA-G
CREM,PCGF1
CREM,FTMT
E2F1,ZSCAN5A
E2F1,MTIF3
E2F1,AKR7A2
E2F1,DHX34
E2F1,BID
E2F1,SLC18A1
E2F1,MATN2
E2F1,OTULIN
E2F1,TMEM216
E2F1,PTGR2
E2F1,USP37
E2F1,ZSCAN12
E2F1,APBA3
E2F1,MRPL30
E2F1,TMEM186
E2F1,TSR3
E2F1,GPKOW
E2F1,MKRN3
E2F1,SLC25A38
E2F1,COG7
E2F1,LRWD1
E2F1,DPH1
E2F1,MRPS15
E2F1,METTL2B
E2F1,FPR3
E2F1,OR52A1
E2F1,PLET1
E2F1,CD226
E2F1,TNK1
E2F1,CHST5
E2F1,MPZL2
E2F1,FXYD5
E2F1,LYN
E2F1,EFHC2
E2F1,MUC2
E2F1,ITM2A
E2F1,NYX
E2F1,S100A6
E2F1,CAPN6
E2F1,RCVRN
E2F1,OR7G1
E2F1,OR52D1
E2F1,DHTKD1
E2F1,ALPK2
E2F1,FAM222A
E2F1,ZNRF3
E2F1,XRRA1
E2F1,SERPINA7
E2F1,DIAPH2
E2F1,SETMAR
E2F1,WDR44
E2F1,LINC00242
E2F1,CHM
E2F1,DNAH17
E2F1,HCCS
E2F1,IDNK
E2F1,YIPF6
E2F1,TMCO5A
E2F1,CAPNS2
E2F1,CHAC2
E2F1,OXGR1
E2F1,TPRG1
E2F1,NEIL3
E2F1,TRHDE
E2F1,CNTN1
E2F1,AKAP11
E2F1,LEMD3
E2F1,DCBLD2
E2F1,CTH
E2F1,PMFBP1
E2F1,GSDMB
E2F1,SERPINA5
E2F1,CCL16
E2F1,NID1
E2F1,EXOC1
E2F1,BCHE
E2F1,LIN28B
E2F1,ABCC6
E2F1,AGT
E2F1,C3
E2F1,GLYATL1
E2F1,ZBED9
E2F1,ERI2
E2F1,RBM23
E2F1,ACP2
E2F1,SAMD8
E2F1,APMAP
E2F1,CBFA2T2
E2F1,PRIM1
E2F1,SAMHD1
E2F1,DDI2
E2F1,ELL
E2F1,HADHB
E2F1,RND1
E2F1,VTN
E2F1,SFXN5
E2F1,CEP162
E2F1,MRPL33
E2F1,TEP1
E2F1,SPC25
E2F1,PPP1R27
E2F1,DDB2
E2F1,AKT2
E2F1,D2HGDH
E2F1,MPC1
E2F1,ECHS1
E2F1,GUCD1
E2F1,POMGNT1
E2F1,GUCY1B2
E2F1,LRP11
E2F1,SPTLC3
E2F1,CEP152
E2F1,CCDC93
E2F1,LMO3
E2F1,NHEJ1
E2F1,USP43
E2F1,MTMR7
E2F1,PRDM5
E2F1,ZNF334
E2F1,LRCH3
E2F1,KIF16B
E2F1,PMM1
E2F1,NT5DC1
E2F1,PDLIM5
E2F1,VWA1
E2F1,LURAP1L
E2F1,PCOLCE2
E2F1,WDR20
E2F1,ACSM6
E2F1,FMO5
E2F1,LAMP2
E2F1,SPOPL
E2F1,OLFML1
E2F1,PRND
E2F1,ANKRD39
E2F1,ANKRD46
E2F1,NR2C1
E2F1,PSMC4
E2F1,ENTPD5
E2F1,FSD2
E2F1,PLD1
E2F1,ANXA2
E2F1,LITAF
E2F1,EFNA1
E2F1,NDRG1
E2F1,EXT2
E2F1,NOTCH2
E2F1,VPS13C
E2F1,DTL
E2F1,INTS7
E2F1,CHPF
E2F1,ABCC1
E2F1,ST7
E2F1,TNIK
E2F1,FLNB
E2F1,MBNL2
E2F1,MYH9
E2F1,SOX5
E2F1,ABTB2
E2F1,NFIA
E2F1,BCOR
E2F1,RUNX1
E2F1,EFNA5
E2F1,IGF1R
E2F1,PRKAG2
E2F1,FZD8
E2F1,JAG1
E2F1,SLC22A23
E2F1,FANCC
E2F1,RNF144A
E2F1,ZC3HAV1
E2F1,PPP1R16B
E2F1,ASAP1
E2F1,LIPC
E2F1,SLC1A2
E2F1,SDK1
E2F1,TSHZ2
E2F1,ATL2
E2F1,FOXN2
E2F1,CXXC5
E2F1,KLF3
E2F1,TGM2
E2F1,COL18A1
E2F1,PITPNC1
E2F1,MTHFD1L
E2F1,TNS3
E2F1,SERTAD2
E2F1,SLC38A2
E2F1,EED
E2F1,TNPO1
E2F1,ADK
E2F1,CHD2
E2F1,RCC2
E2F1,MPHOSPH6
E2F1,MDM4
E2F1,TXNRD1
E2F1,PARN
E2F1,TSKU
E2F1,APBB2
E2F1,MSI2
E2F1,DPYSL2
E2F1,CD9
E2F1,WWOX
E2F1,ANKRD11
E2F1,TRAPPC9
E2F1,CUX1
E2F1,SLC20A2
E2F1,SLC25A13
E2F1,COBL
E2F1,GLDC
E2F1,DLC1
E2F1,SMYD3
E2F1,ADAM19
E2F1,MB21D2
E2F1,SH3BP4
E2F1,MTUS1
E2F1,UTRN
E2F1,MCTP2
E2F1,RND3
E2F1,SGK1
E2F1,ANK3
E2F1,KAT6B
E2F1,TBL1XR1
E2F1,EXT1
E2F1,DDC
E2F1,SLC2A1
E2F1,MBP
E2F1,STARD13
E2F1,NEDD4L
E2F1,TANC1
E2F1,KIF13A
E2F1,LRIG1
E2F1,SORBS1
E2F1,AHNAK
E2F1,NXN
E2F1,MEIS2
E2F1,TEAD4
E2F1,EPB41L1
E2F1,PDE8A
E2F1,BHLHE40
E2F1,SETD7
E2F1,LMNA
E2F1,LPIN1
E2F1,CAMTA1
E2F1,ANXA4
E2F1,IQSEC1
E2F1,NEK6
E2F1,ECE1
E2F1,TBC1D14
E2F1,KIAA0232
E2F1,SKAP1
E2F1,CMIP
E2F1,ERC1
E2F1,MYH10
E2F1,RRBP1
E2F1,AKAP13
E2F1,CLDN14
E2F1,ELL2
E2F1,PPP2R5C
E2F1,CLYBL
E2F1,RPS6KA1
E2F1,NRXN2
E2F1,TEX2
E2F1,PHLPP1
E2F1,SFSWAP
E2F1,LRRC8D
E2F1,BACH1
E2F1,WASF2
E2F1,MBOAT2
E2F1,BAZ2B
E2F1,MOB3B
E2F1,WWTR1
E2F1,TANK
E2F1,BTG1
E2F1,GOLPH3
E2F1,EFCAB2
E2F1,MAN2A1
E2F1,CEBPB
E2F1,ITPK1
E2F1,FAH
E2F1,TIAM1
E2F1,CAPZB
E2F1,MREG
E2F1,ARHGAP21
E2F1,SLC1A3
E2F1,GAS7
E2F1,MGAT5
E2F1,COMMD10
E2F1,SERINC5
E2F1,STAG1
E2F1,CCND1
E2F1,NCOA2
E2F1,CDH1
E2F1,MYO1E
E2F1,NF1
E2F1,TACC2
E2F1,NR6A1
E2F1,HIF1A
E2F1,MAP2K6
E2F1,RORA
E2F1,GLI3
