from,to
Prdm16,Serpine1
Osm,Serpine1
Grhl2,Serpine1
Angptl4,Serpine1
Fgf21,Serpine1
Usf2,Serpine1
Uts2,Serpine1
Tsc22d4,Serpine1
Sp100,Serpine1
Nr0b2,Serpine1
Lep,Serpine1
Egfr,Serpine1
Atoh8,Serpine1
Mta3,Serpine1
Pdgfd,Serpine1
Id1,Serpine1
Dusp1,Serpine1
Msx1,Serpine1
Gabpa,Serpine1
Hoxa10,Serpine1
Brca1,Serpine1
Rad21,Serpine1
Kat2a,Serpine1
Gyk,Serpine1
Elk3,Serpine1
Flt1,Serpine1
Ros1,Serpine1
Chd2,Serpine1
Adm,Serpine1
Cdk9,Serpine1
Ski,Serpine1
Setd2,Serpine1
Upf1,Serpine1
Maff,Serpine1
Clpp,Serpine1
Pten,Serpine1
Tgfbr2,Serpine1
Mxi1,Serpine1
Rcor1,Serpine1
Sox11,Serpine1
Gltscr1,Serpine1
Klf5,Serpine1
Wnt3a,Serpine1
Fgf4,Serpine1
Junb,Serpine1
Zfp281,Serpine1
Erbb2,Serpine1
Rb1,Serpine1
Srebf1,Serpine1
Hcfc1,Serpine1
Bhlhe40,Serpine1
Hdac2,Serpine1
Cdk8,Serpine1
Mitf,Serpine1
Inhba,Serpine1
Nfyb,Serpine1
Sulf1,Serpine1
Nfe2l1,Serpine1
Snca,Serpine1
Braf,Serpine1
Agt,Serpine1
Ptk7,Serpine1
Loxl2,Serpine1
Ncor2,Serpine1
Nelfe,Serpine1
Hdac6,Serpine1
Notch2,Serpine1
Irf4,Serpine1
Mstn,Serpine1
Runx3,Serpine1
Prss55,Serpine1
Tgif2,Serpine1
Tcf7l2,Serpine1
Trp73,Serpine1
Pou4f1,Serpine1
Ppif,Serpine1
Nipbl,Serpine1
Zic5,Serpine1
Irf9,Serpine1
Aqp11,Serpine1
Arid5a,Serpine1
Foxg1,Serpine1
Pbp2,Serpine1
Gm7148,Serpine1
Neurog2,Serpine1
Bmp6,Serpine1
Notch3,Serpine1
Pgf,Serpine1
Tgfb3,Serpine1
Notch4,Serpine1
Zfp384,Serpine1
Tnfsf11,Serpine1
Foxk2,Serpine1
Rac1,Serpine1
Pou3f2,Serpine1
Brca2,Serpine1
Maz,Serpine1
Lef1,Serpine1
Foxj1,Serpine1
Sin3b,Serpine1
Net1,Serpine1
Egr2,Serpine1
Egr1,Ap1s1
Nfe2l2,Ap1s1
Ascl2,Ap1s1
Hmgb1,C1galt1
Erg,C1galt1
Hif1a,C1galt1
Nfatc1,C1galt1
Pdk1,C1galt1
Nfe2l2,C1galt1
Egr1,C1galt1
Egr1,Plod3
Erg,Plod3
Hif1a,Plod3
Erg,Rpa3
Pdk1,Rpa3
Atf4,Rpa3
Egr1,Rpa3
Dnmt1,Znhit1
Egr1,Znhit1
Pcdh12,Znhit1
Hif1a,Znhit1
Erg,Znhit1
Nfe2l2,Cldn15
Dnmt1,Cldn15
Sox9,Cldn15
Igf1,Cldn15
Pdk1,Cldn15
Atf4,Cldn15
Egr1,Cldn15
Egr1,Glcci1
Nfatc1,Glcci1
Epas1,Glcci1
Erg,Glcci1
Sox9,Glcci1
Egr1,Myl10
Adm,Myl10
Egr1,Phf14
Sirt1,Phf14
Erg,Phf14
Nfe2l2,Phf14
Egr1,Nrf1
Nfatc1,Nrf1
Sirt1,Nrf1
Nfe2l2,Nrf1
Hif1a,Nrf1
Hmox1,Nrf1
Erg,Nrf1
Epas1,Nrf1
Adm,Nrf1
Erg,Tmem106b
Egr1,Tmem106b
Hif1a,Tmem106b
Epas1,Tmem106b
Atf4,Ezh2
Erg,Ezh2
Dnmt1,Ezh2
Egr1,Ezh2
Nfatc1,Ezh2
Cd274,Ezh2
Igf1,Ezh2
Hif1a,Ezh2
Sirt1,Ezh2
Vegfa,Ezh2
Atf4,Cep41
Nfe2l2,Cep41
Erg,Cep41
Egr1,Cep41
Pcdh12,Sfrp4
Cnr1,Sfrp4
Dnmt1,Sfrp4
Hif1a,Sfrp4
Zfp248,Mest
Klf4,Mest
Pdgfrb,Mest
Rad21,Mest
Esrra,Mest
Batf,Mest
Carm1,Mest
Gata2,Mest
Tgfbr2,Mest
Pdgfc,Mest
Vegfa,Mest
Nog,Mest
Zfp148,Mest
Pml,Mest
Pdgfb,Mest
Akt1,Mest
Ntf5,Mest
Retnlg,Mest
Creb1,Mest
Bmyc,Mest
Fhl2,Mest
Hmgn3,Mest
Trp53,Mest
Chd1,Mest
Ctcf,Mest
Chd2,Mest
Jarid2,Mest
Zfp493,Mest
Barhl1,Mest
Retnla,Mest
Srsf7,Mest
Wnt1,Mest
Hinfp,Mest
Elk1,Mest
Zfp281,Mest
Nr2f2,Mest
Sox17,Mest
Maz,Mest
Kdm5a,Mest
Fos,Mest
Col5a2,Mest
Zfp667,Mest
Tet1,Mest
Jund,Mest
Smad3,Mest
Kdm5b,Mest
Bmp2,Mest
Wrnip1,Mest
Nr3c1,Mest
Taf1,Mest
Setx,Mest
Zfp719,Mest
Rela,Mest
E2f6,Mest
Runx1,Mest
Stat3,Mest
Etv4,Mest
Mlxip,Mest
Brd4,Mest
Gyk,Mest
Klf15,Mest
Zfp384,Mest
Atf3,Mest
Ccnd1,Mest
Trim28,Mest
Cel,Mest
Hsd17b4,Mest
Srebf1,Mest
Yy1,Mest
Tead2,Mest
Gata1,Mest
Wt1,Mest
Pou5f1,Mest
Erbb2,Mest
Zeb2,Mest
Kdm4c,Mest
Rara,Mest
Zbtb33,Mest
Cdk8,Mest
Bhlhe40,Mest
Tal1,Mest
Sox5,Mest
Fgfr1,Mest
Zhx2,Mest
Xbp1,Mest
Max,Mest
Runx3,Mest
Foxl1,Mest
Bmi1,Mest
Sap30,Mest
Hcfc1,Mest
Zfp191,Mest
Lrrk2,Mest
Tbp,Mest
Mybl2,Mest
Pde10a,Mest
Zbtb7a,Mest
Elf1,Mest
Mta3,Mest
Rnf2,Mest
Nrf1,Mest
4921501E09Rik,Mest
Stat1,Mest
Pou2f1,Mest
Bcl11b,Mest
Mxi1,Mest
Ash2l,Mest
Prdm5,Mest
Foxm1,Mest
Sp4,Mest
Cbx3,Mest
Wwtr1,Mest
Ar,Mest
E2f4,Mest
Rcor1,Mest
Tnf,Mest
Foxp2,Mest
Gata3,Mest
Gsk3a,Mest
Atxn7,Mest
Hoxa1,Mest
Fgf7,Mest
Phf8,Mest
Myog,Mest
Spib,Mest
Rps6ka3,Mest
Nacc1,Mest
Cav3,Mest
Sp2,Mest
Elk3,Mest
Col1a1,Mest
Sp1,Mest
Ets1,Mest
Tfap2c,Mest
Lef1,Mest
Irf2,Mest
Fli1,Mest
Sin3a,Mest
Zic5,Mest
H6pd,Mest
Hdac1,Mest
Cidec,Mest
Mafk,Mest
Tbl1xr1,Mest
Rest,Mest
Gtf2f1,Mest
Zfp445,Mest
Mef2a,Mest
Arid3a,Mest
E2f1,Mest
H2afz,Mest
Crx,Mest
Rif1,Mest
Tcf12,Mest
Bmp6,Mest
Syk,Mest
Mbd4,Mest
Foxc1,Mest
Gata6,Mest
Hoxb3,Mest
Gm10093,Mest
Zfp217,Mest
Atf2,Mest
Rbbp5,Mest
Bdnf,Mest
Mta1,Mest
Tgfb3,Mest
Jdp2,Mest
Pfkl,Mest
Erg,Mest
Smarcb1,Mest
Zfp260,Mest
Chd7,Mest
Tcf7l2,Mest
Nfic,Mest
Ezh2,Mest
Il4,Mest
Tmod3,Mest
Bnc2,Mest
Setdb1,Mest
Cux1,Mest
Zkscan1,Mest
Col17a1,Mest
Foxa2,Mest
Egr1,Mest
Nfix,Mest
Jak2,Mest
Nr5a2,Mest
Foxp1,Mest
Ppargc1a,Mest
Ybx1,Mest
Nrl,Mest
Gata4,Mest
Fgf8,Mest
Fgf17,Mest
Suz12,Mest
Ep300,Mest
Cebpb,Mest
Esr2,Mest
Fosl1,Mest
Trp63,Mest
Trim33,Mest
Etv1,Mest
Rfx5,Mest
Il25,Mest
Jun,Mest
Hnf4a,Mest
Il17a,Mest
Retnlb,Mest
Smc3,Mest
Bcl11a,Mest
Hdac9,Mest
Fgf15,Mest
Arid2,Mest
Mnat1,Mest
Zfp143,Mest
Ccl2,Mest
Tead4,Mest
Usf2,Mest
Nr2e1,Mest
Gm10068,Mest
Il13,Mest
Hdac2,Mest
Syncrip,Mest
Tfap2a,Mest
Zfp941,Mest
Smarcc1,Mest
Polr2a,Mest
Wdhd1,Mest
Bach1,Mest
Usf1,Mest
Cebpa,Mest
Tgfbr1,Mest
Pax2,Mest
Kdm4a,Mest
Bcl3,Mest
Brca1,Mest
Smarca5,Mest
Twist1,Mest
Fgf2,Mest
Nfia,Mest
Zfx,Mest
Zeb1,Mest
Klf7,Mest
Taf7,Mest
Ncor1,Mest
Nfatc1,Meox2
Sirt1,Meox2
Ttr,Meox2
Egr1,Ankmy2
Nfatc1,Ankmy2
Kit,Ankmy2
Nfe2l2,Ankmy2
Erg,Ankmy2
Erg,Pou6f2
Adm,Pou6f2
Nfatc1,Pou6f2
Egr1,Pou6f2
Hif1a,Tspan13
Egr1,Tspan13
Vegfa,Tspan13
Nfe2l2,Tspan13
Hmgb1,Tspan13
Hnf1a,Rarres2
Zfp473,Rarres2
Phf8,Rarres2
Bmyc,Rarres2
Runx1,Rarres2
Polr2a,Rarres2
Bhlhe40,Rarres2
Zfp560,Rarres2
Postn,Rarres2
Ilk,Rarres2
Zbtb7a,Rarres2
Aire,Rarres2
Nfya,Rarres2
Nrf1,Rarres2
Setdb1,Rarres2
Cebpb,Rarres2
Cbfb,Rarres2
Zfp454,Rarres2
Ctcf,Rarres2
Mycn,Rarres2
Eomes,Rarres2
Kdm4a,Rarres2
Nfe2l2,Rarres2
Otx2,Rarres2
Pax4,Rarres2
Gata2,Rarres2
Irf9,Rarres2
Zfp354a,Rarres2
Neurog2,Rarres2
Srsf4,Rarres2
Lhx8,Rarres2
Ccnt2,Rarres2
Pou5f1,Rarres2
Tfap2a,Rarres2
Mxi1,Rarres2
Rcor1,Rarres2
Tcf12,Rarres2
Tmem88,Rarres2
Zfp459,Rarres2
Nrl,Rarres2
Sap30,Rarres2
Sall1,Rarres2
Zfp384,Rarres2
Sin3a,Rarres2
Zfp605,Rarres2
Elk1,Rarres2
Ptrf,Rarres2
E2f6,Rarres2
Klf15,Rarres2
Lama2,Rarres2
Nfyb,Rarres2
Gli2,Rarres2
Pax3,Rarres2
Abl1,Rarres2
Trip13,Rarres2
Hnf4a,Rarres2
Pou3f2,Rarres2
Hoxa10,Rarres2
Ets2,Rarres2
Jarid2,Rarres2
Il1b,Rarres2
Wwtr1,Rarres2
Hoxc13,Rarres2
Tead4,Rarres2
Bach1,Rarres2
Sirt3,Rarres2
Rfx5,Rarres2
Stat3,Rarres2
Igf1,Rarres2
Tgfb1,Rarres2
Taf1,Rarres2
Gata3,Rarres2
Usf2,Rarres2
Lef1,Rarres2
Whsc1,Rarres2
Hmgn3,Rarres2
Lin28a,Rarres2
Arid5a,Rarres2
Kdm5a,Rarres2
Ctnnb1,Rarres2
Arnt,Rarres2
Egr1,Rarres2
Etv4,Rarres2
Nfatc1,Rarres2
Smad3,Rarres2
Kras,Rarres2
Bhlhe22,Rarres2
Lhx2,Rarres2
Kdm5b,Rarres2
Zeb1,Rarres2
Zfp941,Rarres2
Pttg1,Rarres2
Smad2,Rarres2
Prkag3,Rarres2
Rbpj,Rarres2
Pdgfb,Rarres2
Tbp,Rarres2
Ago1,Rarres2
Ar,Rarres2
Ep300,Rarres2
4921501E09Rik,Rarres2
Irs1,Rarres2
Zik1,Rarres2
Pou2f2,Rarres2
Smc3,Rarres2
Ets1,Rarres2
Pax8,Rarres2
Suz12,Rarres2
Erf,Rarres2
Ezh2,Rarres2
Elf1,Rarres2
Syncrip,Rarres2
Met,Rarres2
Rest,Rarres2
Irs2,Rarres2
Glis2,Rarres2
Tead2,Rarres2
Mir133b,Rarres2
Hdac2,Rarres2
Zfp263,Rarres2
Max,Rarres2
Foxc1,Rarres2
Zkscan3,Rarres2
Runx3,Rarres2
Tmem88b,Rarres2
Foxf1,Rarres2
Pou1f1,Rarres2
Stat2,Rarres2
Dicer1,Rarres2
Zfpm2,Rarres2
Ybx1,Rarres2
Sox4,Rarres2
Ebf1,Rarres2
Park7,Rarres2
Tnf,Rarres2
Zfp143,Rarres2
Zfp644,Rarres2
Creb1,Rarres2
Cxcl12,Rarres2
Prdm14,Rarres2
Aebp2,Rarres2
Hif1a,Rarres2
Pou2f1,Rarres2
Srf,Rarres2
Tcf3,Rarres2
Etv5,Rarres2
Cftr,Rarres2
Fli1,Rarres2
Smarcc2,Rarres2
Sox2,Rarres2
Mybl2,Rarres2
Pcbp1,Rarres2
Emx2,Rarres2
Brca1,Rarres2
Zfp217,Rarres2
Snai1,Rarres2
Twist1,Rarres2
Akt1,Rarres2
Zc3h11a,Rarres2
Rock1,Rarres2
Zfp292,Rarres2
Nog,Rarres2
Mta3,Rarres2
Maz,Rarres2
Nfic,Rarres2
Itk,Rarres2
Yy1,Rarres2
Trp53,Rarres2
Usf1,Rarres2
Chd2,Rarres2
Net1,Rarres2
Gfap,Rarres2
Tfap2c,Rarres2
Socs3,Rarres2
Rbbp5,Rarres2
Esr1,Rarres2
H2afz,Rarres2
Myocd,Rarres2
Cnr1,Agr2
Nfe2l2,Agr2
Sirt1,Ahr
Nfe2l2,Ahr
Egr1,Ahr
Atf4,Ahr
Nfatc1,Ahr
Cd274,Ahr
Egr1,Chchd3
Epas1,Chchd3
Atf4,Chchd3
Nfatc1,Tmem176b
Igf1,Tmem176b
Erg,Tmem176b
Pdk1,Tmem176b
Sox9,Gli3
Erg,Gli3
Atf4,Gli3
Nfe2l2,Gli3
Hmgb1,Gli3
Egr1,Gli3
Nfe2l2,Gm6578
Nfe2l2,Mrpl32
Nkx2-5,Gm6578
Nkx2-5,Mrpl32
Erg,Gm6578
Erg,Mrpl32
Egr1,Gm6578
Egr1,Mrpl32
Nfatc1,Gm6578
Nfatc1,Mrpl32
Erg,Blvra
Igf1,Blvra
Egr1,Blvra
Nfatc1,Blvra
Pdk1,Blvra
Hif1a,Blvra
Erg,Urgcp
Sirt1,Urgcp
Nfatc1,Urgcp
Nfe2l2,Urgcp
Egr1,Urgcp
Epas1,Tmem248
Nfatc1,Tmem248
Flt1,Tmem248
Dnmt1,Tmem248
Egr1,Tmem248
Egr1,Rheb
Erg,Rheb
Hif1a,Rheb
Nfe2l2,Rheb
Flt1,Rheb
Epas1,Rheb
Atf4,Rheb
Egr1,Prkag2
Nkx2-5,Prkag2
Epas1,Prkag2
Hif1a,Prkag2
Sirt1,Prkag2
Atf4,Prkag2
Erg,Prkag2
Hmgb1,Prkag2
Lin28a,Prkag2
Egr1,Aebp1
Hey2,Aebp1
Rarres2,Aebp1
Nfe2l2,Aebp1
Igf1,Aebp1
Krt7,Aebp1
Il11,Aebp1
Cd274,Pold2
Hif1a,Pold2
Hey2,Pold2
Nfatc1,Pold2
Vegfa,Pold2
Pdk1,Pold2
Inhba,Myl7
Lin28a,Myl7
Adm,Myl7
Egr1,Myl7
Egr1,Gck
Sirt1,Gck
Hif1a,Gck
Adm,Gck
Sox9,Gck
Hif1a,Bcl7b
Sox9,Bcl7b
Atf4,Bcl7b
Dnmt1,Bcl7b
Nfatc1,Bcl7b
Egr1,Bcl7b
Erg,Bcl7b
Nfatc1,Ykt6
Kit,Ykt6
Atf4,Ykt6
Hif1a,Ykt6
Erg,Ykt6
Hif1a,Tbl2
Egr1,Tbl2
Sox9,Tbl2
Nfatc1,Tbl2
Epas1,Tbl2
Pdk1,Galntl5
Egr1,Clip2
Il11,Clip2
Nfe2l2,Clip2
Vegfa,Clip2
Erg,Clip2
Hmgb1,Clip2
Nfatc1,Clip2
Hif1a,Eif4h
Epas1,Eif4h
Egr1,Eif4h
Nfatc1,Eif4h
Sox9,Eif4h
Pdk1,Eif4h
Flt1,Eif4h
Nfe2l2,Eif4h
Sirt1,Eif4h
Hmgb1,Eif4h
Nfe2l2,Limk1
Egr1,Limk1
Hif1a,Limk1
Hmgb1,Limk1
Egr1,4430402I18Rik
Hif1a,4430402I18Rik
Nfatc1,4430402I18Rik
Adm,4430402I18Rik
Hmgb1,Slc1a1
Prl7b1,Slc1a1
Nfatc1,Slc1a1
Prl3d1,Slc1a1
Prl2c2,Slc1a1
Prl2c5,Slc1a1
Prl8a2,Slc1a1
Egr1,Slc1a1
Erg,Slc1a1
Prl3b1,Slc1a1
Sox9,Lhx2
Egr1,Lhx2
Mtor,Lhx2
Vegfa,Lhx2
Hif1a,Lhx2
Adm,Lhx2
Nfe2l2,Lhx2
Sirt1,Lhx2
Erg,Lhx2
Egr1,Fktn
Nfatc1,Fktn
Hif1a,Fsd1l
Egr1,Fsd1l
Nfatc1,Fsd1l
Hif1a,Cntnap3
Nfatc1,Cntnap3
Egr1,Spin1
Erg,Spin1
Hif1a,Spin1
Cd274,Nmrk1
Egr1,Nmrk1
Nfe2l2,Tmem245
Egr1,Tmem245
Hif1a,Tmem245
Cd74,Tmem245
Nfe2l2,Prune2
Il11,Prune2
Inhba,Prune2
Atf4,Prune2
Erg,Prune2
Hey2,Prune2
Egr1,Prune2
Hif1a,Megf9
Nfe2l2,Megf9
Egr1,Megf9
Hey2,Megf9
Egr1,Trim14
Nfatc1,Trim14
Hif1a,Trim14
Sox9,Trim14
Ascl2,Trim14
Nfe2l2,Trim14
Egr1,Coro2a
Dnmt1,Coro2a
Hif1a,Coro2a
Hmgb1,Coro2a
Ascl2,Coro2a
Sox9,Coro2a
Adm,Tgfbr1
Egr1,Tgfbr1
Il11,Tgfbr1
Vegfa,Tgfbr1
Pdk1,Tgfbr1
Erg,Tgfbr1
Sox9,Tgfbr1
Egr1,Sec61b
Cd274,Sec61b
Atf4,Sec61b
Nfatc1,Sec61b
Erg,Sec61b
Nfe2l2,Sec61b
Hif1a,Sec61b
Adm,Hc
Inhba,Hc
Pcdh12,Hc
Sirt1,Hc
Atf4,Hc
Erg,Ogn
Mtor,Ogn
Sirt1,Ogn
Atf4,Ecm2
Nfatc1,Ecm2
Hif1a,Ecm2
Nfatc1,Tle4
Hmgb1,Tle4
Egr1,Tle4
Sox9,Tle4
Erg,Tle4
Nfe2l2,Tle4
Hif1a,Tle4
Egr1,Lhx6
Hmgb1,Lhx6
Nfe2l2,Lhx6
Erg,Lhx6
Sox9,Lhx6
Hif1a,Lhx6
Egr1,Ptgr1
Nfe2l2,Ptgr1
Hif1a,Ptgr1
Il11,Ptgr1
Egr1,Susd1
Nfe2l2,Susd1
Epas1,Susd1
Chd2,Ambp
Nrl,Ambp
Hnf4a,Ambp
Nfix,Ambp
Maf,Ambp
Kat2b,Ambp
Ppard,Ambp
Foxa1,Ambp
Mafk,Ambp
H2afz,Ambp
Stat3,Ambp
Cebpz,Ambp
Prdm1,Ambp
Zfp46,Ambp
Stat1,Ambp
Egr4,Ambp
Bnip3l,Ambp
Hhex,Ambp
Yy1,Ambp
Irf2,Ambp
Tcf3,Ambp
Mnat1,Ambp
Foxa2,Ambp
Hdac1,Ambp
Dusp1,Ambp
Rb1,Ambp
Mcm5,Ambp
Polr2a,Ambp
Ep300,Ambp
Shank3,Ambp
Tcf12,Ambp
Hdac2,Ambp
Socs3,Ambp
Rest,Ambp
4921501E09Rik,Ambp
Furin,Ambp
Cebpb,Ambp
Zmym3,Ambp
Smc3,Ambp
Cebpa,Ambp
Foxf2,Ambp
Srsf4,Ambp
Cav3,Ambp
Lcorl,Ambp
Mef2d,Ambp
Irf6,Ambp
Cux1,Ambp
Tsc22d4,Ambp
Usf2,Ambp
Ybx1,Ambp
Stat4,Ambp
Sp1,Ambp
Bach2,Ambp
Zbtb7a,Ambp
Wt1,Ambp
Pten,Ambp
Ccl19,Ambp
Bmyc,Ambp
Phf8,Ambp
Jund,Ambp
Ffar4,Ambp
Ubb,Ambp
Sirt6,Ambp
Onecut1,Ambp
Stat5a,Ambp
Rbbp5,Ambp
Atxn1,Ambp
Slc9a3,Ambp
Ezh2,Ambp
Nr1i2,Ambp
Nfic,Ambp
Bach1,Ambp
Sftpc,Ambp
Nfe2l2,Ambp
Arid3a,Ambp
Fosl2,Ambp
Pdx1,Ambp
Zfp263,Ambp
Nfe2l1,Ambp
Maff,Ambp
Ctnnb1,Ambp
Dicer1,Ambp
Rbpj,Ambp
Tbp,Ambp
Mecp2,Ambp
Maz,Ambp
Mxi1,Ambp
Mbd4,Ambp
Max,Ambp
Aire,Ambp
Tle3,Ambp
Cdx2,Ambp
Gfi1,Ambp
Snai1,Ambp
Fmr1,Ambp
Mapk1,Ambp
Apod,Ambp
Nr2f2,Ambp
Ncoa2,Ambp
Klf15,Ambp
Erbb2,Ambp
Ptbp1,Ambp
Hnf1a,Ambp
Rcor1,Ambp
Ezh1,Ambp
Rxra,Ambp
Hmgn1,Ambp
Spi1,Ambp
Ager,Ambp
Hnf4g,Ambp
Myb,Ambp
Rasgrf1,Ambp
Gata2,Ambp
Safb,Ambp
Irf8,Ambp
Syk,Ambp
Pbx1,Ambp
Bhlhe40,Ambp
Tead4,Ambp
Rad21,Ambp
Jun,Ambp
Taf1,Ambp
Ctcf,Ambp
Tcf4,Ambp
Abl1,Ambp
Tgfa,Ambp
Foxc1,Ambp
Elf1,Ambp
Gm2564,Ambp
Nlgn1,Ambp
Nr2c2,Ambp
Met,Ambp
Setd2,Ambp
Ikzf2,Ambp
Brca1,Ambp
Ssfa2,Ambp
Whsc1,Ambp
Zfp493,Ambp
Rbp2,Ambp
Trp63,Ambp
Klf5,Ambp
Pparg,Ambp
Sin3a,Ambp
Ltbr,Ambp
Tal1,Ambp
Tia1,Ambp
Kras,Ambp
Foxo3,Ambp
Cacybp,Ambp
Gm10093,Ambp
Gata3,Ambp
Rfx5,Ambp
Runx2,Ambp
Zfp143,Ambp
Dmd,Ambp
Sall4,Ambp
Rxrb,Ambp
Adnp,Ambp
Mybl2,Ambp
Ahr,Ambp
Mef2a,Ambp
Creb1,Ambp
Chd7,Ambp
Nfe2,Ambp
Ppargc1b,Ambp
Stat5b,Ambp
Nlgn3,Ambp
Cdk4,Ambp
Snai2,Ambp
Rcor3,Ambp
Stat2,Ambp
Cxcl1,Ambp
Nog,Ambp
Stat6,Ambp
Ikzf1,Ambp
Akt1,Ambp
Elk1,Ambp
Zfpm2,Ambp
Braf,Ambp
Atf4,Akna
Egr1,Akna
Cd274,Tnfsf8
Egr1,Dnm1
Nfe2l2,Dnm1
Sox9,Dnm1
Erbb2,Eng
Zfpm2,Eng
Fli1,Eng
Ubtf,Eng
Gata1,Eng
Phf8,Eng
Bmyc,Eng
Ar,Eng
Batf3,Eng
Smarcb1,Eng
Gata2,Eng
Apod,Eng
Tbp,Eng
Lmo2,Eng
Gabpa,Eng
E2f1,Eng
Sin3a,Eng
Sap30,Eng
Myog,Eng
Pttg1,Eng
Adnp,Eng
Sp1,Eng
Tfeb,Eng
Cby1,Eng
Elk1,Eng
Ets1,Eng
Nkx2-1,Eng
Klf4,Eng
Gata3,Eng
Yy1,Eng
Prkacb,Eng
Chd2,Eng
Zfp143,Eng
Cbx3,Eng
Nr1h3,Eng
Elf3,Eng
Il11,Eng
Erg,Eng
Arnt,Eng
Tgfb3,Eng
Srebf2,Eng
Jun,Eng
Cldn18,Eng
Lcorl,Eng
Polr2a,Eng
Gfi1b,Eng
Foxa1,Eng
Nfkb1,Eng
Rela,Eng
Samd9l,Eng
Cacybp,Eng
Cdk4,Eng
Sqstm1,Eng
Ssxb8,Eng
Gm6592,Eng
Rnf2,Eng
Bmi1,Eng
Nfix,Eng
Mafk,Eng
Smarca4,Eng
Rps14,Eng
Zfp454,Eng
Smad4,Eng
Il13,Eng
Plk1,Eng
Nfil3,Eng
Ssxb1,Eng
Ssxa1,Eng
Pprc1,Eng
Spi1,Eng
4921501E09Rik,Eng
Pten,Eng
Tgfb1,Eng
Ikzf1,Eng
Usf2,Eng
Lef1,Eng
Ptrf,Eng
Maz,Eng
Cebpa,Eng
Rfx5,Eng
Gm5751,Eng
Elf1,Eng
Thra,Eng
Irs2,Eng
Smc3,Eng
Zmym3,Eng
Max,Eng
Pou1f1,Eng
Smad5,Eng
Kras,Eng
Ctcf,Eng
Rest,Eng
Zfp644,Eng
Pou2f2,Eng
Srebf1,Eng
Gm10068,Eng
Foxo1,Eng
Il5,Eng
Lta,Eng
Gtf2f1,Eng
Tfap2c,Eng
Cebpb,Eng
H2afz,Eng
Esr1,Eng
Klf7,Eng
Myb,Eng
Runx1,Eng
Met,Eng
Zfp263,Eng
Sox10,Eng
Rxra,Eng
Zkscan3,Eng
Bmp2,Eng
Vdr,Eng
Gm21876,Eng
Ssxb6,Eng
Trp53,Eng
Bnc1,Eng
Zfp397,Eng
Nr1h2,Eng
Hif1a,Eng
Stat1,Eng
Chd7,Eng
Braf,Eng
Ezh2,Eng
Gm14459,Eng
Ssx9,Eng
Syk,Eng
Usf1,Eng
Smad3,Eng
Klf13,Eng
Rbbp5,Eng
Pparg,Eng
Klf11,Eng
Ssxb10,Eng
Ssxb9,Eng
Ssxb2,Eng
Nr5a2,Eng
Eed,Eng
Zkscan1,Eng
Ep300,Eng
Etv1,Eng
Hdac2,Eng
Ascl1,Eng
Shank3,Eng
Kdm5b,Eng
Smad1,Eng
Ltbr,Eng
Mxi1,Eng
Gli2,Eng
Taf1,Eng
Nfe2,Eng
Ppard,Eng
Zfp148,Eng
Foxc1,Eng
Atf3,Eng
Zfx,Eng
Zfp768,Eng
Hnf4a,Eng
Hdac6,Eng
Prkca,Eng
Setdb1,Eng
Tfap2a,Eng
Trerf1,Eng
Kdm5a,Eng
Cdk9,Eng
Pitx2,Eng
Zfp318,Eng
Ssxb3,Eng
Suz12,Eng
Ybx1,Eng
Cux1,Eng
Ifnb1,Eng
Mta3,Eng
Ssxb5,Eng
Zhx1,Eng
Fmr1,Eng
Ss18,Eng
Il4,Eng
Crebbp,Eng
Nfyb,Eng
Nkx2-5,Eng
Rad21,Eng
Tnfsf11,Eng
Foxp2,Eng
Rcor1,Eng
Il10,Eng
Atf4,Eng
Eomes,Eng
Nr3c1,Eng
Whsc1,Eng
Cdkn1b,Eng
Hif1a,Ak1
Sox9,Ak1
Egr1,Ak1
Nfe2l2,Ak1
Nfatc1,Cdc37l1
Erg,Cdc37l1
Egr1,Cdc37l1
Atf4,Cdc37l1
Erg,Rln1
Adm,Rln1
Igf1,Rln1
Sox9,Rln1
Erg,Plgrkt
Vegfa,Plgrkt
Nfatc1,Plgrkt
Egr1,Plgrkt
Nfe2l2,Plgrkt
Atf4,Plgrkt
Egr1,Tbc1d13
Erg,Tbc1d13
Nfe2l2,Tbc1d13
Nfatc1,Tbc1d13
Epas1,Tbc1d13
Atf4,Tbc1d13
Cd74,C030046E11Rik
Atf4,C030046E11Rik
Dnmt1,C030046E11Rik
Nfatc1,C030046E11Rik
Epas1,C030046E11Rik
Egr1,C030046E11Rik
Pcdh12,C030046E11Rik
Egr1,Kdm4c
Hif1a,Kdm4c
Nfatc1,Kdm4c
Sox9,Kdm4c
Sox9,Dock8
Pdk1,Dock8
Hif1a,Dock8
Egr1,Dock8
Atf4,Dock8
Epas1,Kank1
Hif1a,Kank1
Atf4,Kank1
Sox9,Kank1
Egr1,Elavl2
Inhba,Elavl2
Sox9,Elavl2
Pcdh12,Elavl2
Hmgb1,Elavl2
Nkx2-5,Elavl2
Nfe2l2,Elavl2
Egr1,Ncs1
Igf1,Ncs1
Hmgb1,Ncs1
Nfe2l2,Ncs1
Cd274,Ncs1
Nfatc1,Tesk1
Hif1a,Tesk1
Egr1,Tesk1
Il11,Tesk1
Sox9,Tesk1
Cnr1,Tesk1
Nfe2l2,Tesk1
Atf4,Tesk1
Egr1,Kcnt1
Hif1a,Car9
Lin28a,Car9
Epas1,Car9
